Festival,Festival_Month,Festival_Month_Num,Rank,Country,YouTube_Views_Monthly_B,Spotify_Listeners_Monthly_M
Vive Latino,March,3,1,MEX,1.6,389.0
Vive Latino,March,3,2,USA,0.6184,65.8
Vive Latino,March,3,3,ARG,0.4265,42.6
Vive Latino,March,3,4,COL,0.1894,36.6
Vive Latino,March,3,5,CHL,0.144,33.2
Vive Latino,March,3,6,PER,0.1413,16.3
Vive Latino,March,3,7,GTM,0.1275,14.0
Vive Latino,March,3,8,ESP,0.0885,33.6
Vive Latino,March,3,9,ECU,0.0827,8.6
Vive Latino,March,3,10,BRA,0.0754,11.4
