"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Post Malone","United States","Hip Hop","Universal Music Group, Big Indie Labels, Sony Music Entertainment","45","19","168146","48522376","394123188","55253290880","-3569842","60170124","441201052","42","0","28700000","95399394","17740129507","362266","141694596","273","-14117","17567382","101103","242003","-20919","26965297","322759","-33212","13556192","10846","4146149","17797","2320118","2651286","335961","69","151318","172","5442","3177","99","35","3421","15.144875742565976","2912.275809221997"
"2","Kanye West a.k.a Ye","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","65","39","465461","32838363","977045358","63258644569","5578717","75235656","407640945","103","200000","12300000","97107529","10989283651","1003229","90743210","1251","30870","2082947","29247","562523","399802","19833741","772707","14198","746798","14708","4490792","28085","1920766","3973212","850172","612","38677","120","2436","53338","225","23","790","8.935365458457927","162.92722826508958"
"3","Sidhu Moose Wala","India","Hip Hop","Big Indie Labels, BMG","109","277","612025","48628307","103899923","6967634702","868901","9715721","9963165","79","200000","30000000","168356066","15290554214","1218418","228108090","N/A","-1907","1848119","16156","99449","1266877","17444481","6103126","-261","1967414","282","35577","N/A","N/A","N/A","46475","3263","9075","16","30","95031","2","1","5","1.7106178943889943","4.115079832900132"
"4","Gorillaz","United Kingdom","Rock","Warner Music Group, Sony Music Entertainment","116","128","244049","15766537","278279515","13362370569","-42387","42059357","153556256","264","100000","13200000","71010304","6174213240","712634","73160293","342","168348","5733617","967972","5436297","190389","7471128","930004","12213","10255220","21675","2945034","3650","500155","1136497","218372","505","48024","116","3730","255","58","14","3675","3.4312139219817372","32715.693079476787"
"5","Yo Yo Honey Singh","India","Pop","Big Indie Labels, Warner Music Group","118","162","1009245","41117499","122200731","5404874337","214010","21093382","22273718","166","20000","8320000","97913552","15385828209","507474","136726573","69","1492","6960850","709","7080","102071","21018473","1563945","-27838","30593393","174","111108","22","77784","36467","41824","7969","2840","29","105","100098","N/A","N/A","N/A","N/A","N/A"
"6","Juice WRLD","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","122","46","396726","44861033","362907624","45350900108","132176","31856359","193113689","222","0","13800000","65452393","11221313887","456798","127107517","931","8336","6260967","29919","605772","-96936","11522936","102183","-4231","2802845","8241","2466563","13596","3755786","18652996","197284","1652","16794","102","1071","62412","97","14","503","6.161666060524989","136.79701754777307"
"7","GIMS","France","Pop","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","142","478","240445","9009497","172007600","7978227427","-220942","18409681","40194078","110","100000","14700000","92752930","9998527521","396040","54660401","648","294707","6790504","2050346","2587826","37895","4728139","63570","46812","11882134","67852","6562318","1201","77645","231845","302969","428","44828","134","1611","38602","212","2","56","17.968573942102978","354.92123753826826"
"8","Lil Uzi Vert","United States","Hip Hop","Warner Music Group, Universal Music Group, Big Indie Labels, Sony Music Entertainment","146","96","182254","20205396","311950460","31877239880","-1106519","34016807","285946829","539","0","10300000","30265206","7144172064","226197","72993733","612","34334","3122368","215952","2146912","-7436","16841956","280507","N/A","N/A","6463","1219816","10119","3260066","12765937","417602","1519","33986","90","780","43250","57","14","308","11.66341224446216","121.02644619539048"
"9","LISA (리사)","South Korea","Pop","Sony Music Entertainment, Universal Music Group","158","350","345304","14821858","77547848","5066437326","-629002","13869975","97347676","2339","N/A","N/A","N/A","N/A","N/A","N/A","16","639637","26940523","4293530","40866285","77836","107192591","15169839","N/A","N/A","7422","561854","N/A","N/A","N/A","47403","1343","13509","131","1128","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Megan Thee Stallion","United States","Hip Hop","Warner Music Group, Universal Music Group, Sony Music Entertainment, Big Indie Labels","194","281","114148","11458015","143229619","12626534606","437835","25492382","186729436","616","20000","7360000","29695453","6298782750","202919","87091136","127","144741","17019888","3570499","5007721","8419","32774318","3642903","18825","8857946","4875","912573","2012","531215","1774521","167005","259","71809","127","2331","38756","56","15","839","13.0871021696403","188.84769485680386"
