"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Dj Samir","Brazil","Electronic","Big Indie Labels, BMG","1042","1367","191567","338347","1087918395","1448825711","10134087","13891081","38429041","1714","372000","821000","169630803","309409834","2417177","4802108","1564","769378","881541","63611036","104571197","7624","15660","97772","N/A","N/A","4499","10182","N/A","N/A","N/A","43339","172945","256","5","10","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Ariis","Belgium","Hip Hop","Big Indie Labels, Warner Music Group, Sony Music Entertainment, Universal Music Group","1222","926","284889","637753","1157016729","1712057470","5509448","15044671","44876248","3876","304000","664000","2704725","11605397","47872","262824","12287","56180","239393","731155","3750321","6637","25769","197709","N/A","N/A","9070","20947","166","6152","471918","79153","127784","505","15","23","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Scythermane","United States","Hip Hop","Big Indie Labels, Universal Music Group, Warner Music Group","1245","1144","191606","302188","1075977975","1464638909","-4248454","8647551","29626986","13867","134000","294000","16652775","31939613","189689","416955","109705","N/A","N/A","N/A","N/A","7295","17084","70078","N/A","N/A","4372","5966","6700","16521","12777416","21474","377416","23","1","1","5966","148","1","6","344.58300195855765","346.5157020685014"
"4","DJ FKU","United States","Hip Hop","Big Indie Labels","1403","2531","129421","521949","482795771","1463528702","2477909","7623928","25827902","1636","273000","536000","249461782","409106052","3771530","6911684","4185","104199","149253","5779153","28776474","11935","23808","137070","N/A","N/A","6275","22498","N/A","N/A","N/A","25187","67748","1726","6","6","8441","104","0","0","233.08262354496563","239.98249990981537"
"5","MC GW","Brazil","Latin","Big Indie Labels, BMG, Universal Music Group, Warner Music Group, Sony Music Entertainment","1579","834","68577","1637544","1630401946","5262985660","2438158","21451665","102237771","3305","182000","483000","130060388","953937752","874456","10566016","6579","324176","681243","5424251","9577330","51624","1572755","1729334","-4500","155413","40616","325103","-20","6691","43278","157091","21309","9644","20","163","2136","1554","3","75","1741.880396256113","1917.7181178358062"
"6","NXGHT!","Indonesia","Electronic","Big Indie Labels","1698","1696","122432","220760","482877537","660770458","-4415088","5165485","24641689","23558","57000","210000","4178989","6933948","48279","111136","171246","N/A","N/A","N/A","N/A","643","14016","3161","N/A","N/A","5256","6732","2729","4896","9394326","9796","N/A","N/A","N/A","N/A","9985","61","0","0","150.2267681135432","150.2267681135432"
"7","ZXKAI","Brazil","Hip Hop","Big Indie Labels","2062","1423","387417","411489","531375641","590274832","14609648","17093678","27795164","N/A","N/A","N/A","N/A","N/A","N/A","N/A","644933","N/A","N/A","N/A","N/A","941","11024","292","N/A","N/A","9695","10168","298","547","1183656","416602","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Sayfalse","United Kingdom","Hip Hop","Big Indie Labels","2246","1174","310028","408528","1343573333","1743756947","6466839","13743979","34462726","6748","391000","523000","6614981","9480775","109198","140899","104398","0","110","0","0","48537","50934","2398","N/A","N/A","8168","10867","1387","2584","4224572","102103","75892","1568","15","22","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Eternxlkz","Kazakhstan","Electronic","N/A","2303","2675","85544","645954","304291188","1023974932","-1871031","5400683","39020478","2030","206000","1080000","262982977","581576659","1457224","6481221","3525","92910","257073","1131802","15663336","31637","261686","1091586","N/A","N/A","7117","29168","N/A","N/A","N/A","87800","102878","828","11","19","N/A","N/A","N/A","N/A","N/A","N/A"
"10","QMIIR","United States","Electronic","Big Indie Labels","2602","3608","104230","107292","236343028","240504110","7316517","7403717","25621567","5863","178000","506000","16833983","296450860","263684","12129863","485049","N/A","N/A","N/A","N/A","1212","27521","5527","N/A","N/A","1724","1762","118","138","217958","137885","92337","954","4","7","5169","180","0","0","454.94972208228444","460.07980830604157"
