"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"41","Dhanda Nyoliwala","India","Hip Hop","Big Indie Labels","350","1167","67386","2901407","24491775","1520078481","183894","10906851","4353255","548","30000","2010000","14231387","519231443","94220","6183649","149","N/A","N/A","N/A","N/A","51904","4247163","362005","0","131134","6","516","20","539","54007","289","224468","2","1","1","N/A","N/A","N/A","N/A","N/A","N/A"
"42","T.I.","United States","Hip Hop","Big Indie Labels, Sony Music Entertainment, Warner Music Group, Universal Music Group","359","648","9056","5315731","27036394","9137026582","-88806","16219383","198716517","517","10000","4840000","8613184","5877291809","98041","35940689","707","45199","837507","681772","0","1908","14783869","56712","4200","22320222","624","2625178","262","160439","290659","6408","1234","9835","76","915","55055","292","9","134","8.749276305744843","136.6812693404005"
"43","Hungria Hip Hop","Brazil","Hip Hop","Big Indie Labels, Warner Music Group, Universal Music Group, Sony Music Entertainment","360","971","26367","12047747","19480179","4577754487","179501","7178424","18027457","429","0","14600000","12670391","6879691271","57548","54892299","412","33344","4620860","1260167","0","-3127","13012606","86081","3745","8279973","0","2347416","N/A","N/A","N/A","25","3264","2565","6","195","110960","3","0","0","0.8950861727125927","5.198068706591876"
"44","Canserbero","Venezuela","Hip Hop","Warner Music Group","373","589","63317","17749520","16411025","4608078407","-79063","8484339","5449446","298","10000","8980000","9008038","3882108035","46464","27227268","N/A","-48","97041","6943","0","149","74253","1634","N/A","N/A","359","987569","N/A","N/A","N/A","426","16295","338","10","26","N/A","N/A","N/A","N/A","N/A","N/A"
"45","King Von","United States","Hip Hop","Warner Music Group, Big Indie Labels, Sony Music Entertainment","378","581","44691","9119902","21837017","6009522851","-251184","12447890","21744352","521","30000","6330000","11757180","3747684765","85070","37459523","N/A","4066","654989","11577","0","587","3509032","5395","0","58178","770","290607","1553","961215","1141487","608","8292","662","15","47","104411","11","1","6","1.1850785995883202","18.66516987336633"
"46","Swae Lee","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","384","148","21245","3409398","35478432","16110967160","784251","39292349","268753712","258","14000","953000","16370582","7635085275","136832","56975823","1038","5215","3845711","91507","0","560","11699245","105920","-1698","5460817","361","476809","208","73187","91835","39019","5670","1085","51","289","10158","99","27","1998","68.25177408904817","587.5608244521952"
"47","Nelly","United States","Hip Hop","Universal Music Group, Big Indie Labels, Sony Music Entertainment, Warner Music Group","385","359","16393","4130140","20461457","7400069700","-9658","24064263","143388934","350","0","6290000","8055096","5651606523","31977","29687571","1746","195","467905","434","0","-1385","4133907","7939","-1337","10450230","836","1587798","93","1716312","97254","92","431","11113","154","2447","30262","263","5","254","27.782030101503267","1591.6712134355614"
"48","Childish Gambino","United States","Hip Hop","Sony Music Entertainment, Universal Music Group, Warner Music Group","395","184","27813","15178332","43259658","13006466397","315999","31113266","98153104","701","0","6980000","3134714","2687523949","20495","28958996","3431","2597","1207203","0","0","2530","5269933","0","-984","2438865","1854","1611773","712","1470499","437166","217","2974","2149","67","568","28566","42","8","1605","4.508936821348772","7313.12728366224"
"49","G-Eazy","United States","Hip Hop","Sony Music Entertainment, Big Indie Labels, Warner Music Group","399","285","8950","6502739","24943530","15622932359","-51171","25833142","125481877","223","0","9020000","7808684","8627245137","36456","70952680","1646","217","1668254","13590","0","-647","10000792","1435","-1819","3196485","461","1075271","54","1186027","152771","4094","2630","2174","57","384","29398","175","37","1746","24.066702576962925","648.6448660761654"
"50","Talwiinder","United States","Hip Hop","Sony Music Entertainment, Big Indie Labels, Universal Music Group","406","757","43891","4227842","15253372","1613311341","352939","12995116","15297817","325","0","2660000","4602216","512295400","19936","5666647","112","-476","269843","838","0","-62903","6600474","158029","N/A","N/A","45","3119","164","51501","170304","406","29701","138","9","10","N/A","N/A","N/A","N/A","N/A","N/A"
