platform,genre,share_percent
Overall,Pop,41
Overall,Rock,24
Overall,Electronic,10
Overall,Other,25
YouTube,Pop,79
YouTube,Rock,11
YouTube,Hip Hop,7
YouTube,Other,3
Deezer,Pop,36
Deezer,Rock,26
Deezer,Electronic,10
Deezer,Other,28
