Festival,Festival_Month,Festival_Month_Num,Rank,Country,Alltime_Audience_M
Download Festival,June,6,1,USA,145.3
Download Festival,June,6,2,BRA,41.6
Download Festival,June,6,3,GBR,25.3
Download Festival,June,6,4,MEX,21.6
Download Festival,June,6,5,IDN,17.8
Download Festival,June,6,6,CAN,14.5
Download Festival,June,6,7,DEU,12.2
Download Festival,June,6,8,RUS,11.9
Download Festival,June,6,9,ITA,11.6
Download Festival,June,6,10,ARG,10.7
