Festival,Festival_Month,Festival_Month_Num,Year,Subgenre,Parent_Genre,Points
Coca-Cola Flow Fest CDMX,November,11,2024,Latin Pop,Pop,94.14
Coca-Cola Flow Fest CDMX,November,11,2024,Alternative Hip Hop,Hip Hop,22.41
Coca-Cola Flow Fest CDMX,November,11,2024,Trap,Hip Hop,108.53
Coca-Cola Flow Fest CDMX,November,11,2024,Contemporary Hip Hop,Hip Hop,12.91
Coca-Cola Flow Fest CDMX,November,11,2024,Reggaeton,Latin,293.68
Coca-Cola Flow Fest CDMX,November,11,2024,Regional Mexican Music,Latin,9.82
Coca-Cola Flow Fest CDMX,November,11,2024,Other Latin Music,Latin,12.37
Coca-Cola Flow Fest CDMX,November,11,2024,Corrido,Latin,14.68
Coca-Cola Flow Fest CDMX,November,11,2024,Latin Trap,Latin,26.99
Coca-Cola Flow Fest CDMX,November,11,2024,Contemporary R&B,R&B,54.22
Coca-Cola Flow Fest CDMX,November,11,2023,Latin Pop,Pop,181.14
Coca-Cola Flow Fest CDMX,November,11,2023,Alternative Hip Hop,Hip Hop,10.53
Coca-Cola Flow Fest CDMX,November,11,2023,Trap,Hip Hop,46.51
Coca-Cola Flow Fest CDMX,November,11,2023,Contemporary Hip Hop,Hip Hop,91.75
Coca-Cola Flow Fest CDMX,November,11,2023,Reggaeton,Latin,363.94
Coca-Cola Flow Fest CDMX,November,11,2023,Regional Mexican Music,Latin,9.82
Coca-Cola Flow Fest CDMX,November,11,2023,Other Latin Music,Latin,6.51
Coca-Cola Flow Fest CDMX,November,11,2023,Corrido,Latin,14.79
Coca-Cola Flow Fest CDMX,November,11,2023,Latin Trap,Latin,18.49
Coca-Cola Flow Fest CDMX,November,11,2023,Contemporary R&B,R&B,7.48
Coca-Cola Flow Fest CDMX,November,11,2022,Latin Pop,Pop,143.69
Coca-Cola Flow Fest CDMX,November,11,2022,Alternative Hip Hop,Hip Hop,27.23
Coca-Cola Flow Fest CDMX,November,11,2022,Trap,Hip Hop,93.82
Coca-Cola Flow Fest CDMX,November,11,2022,Reggaeton,Latin,403.11
Coca-Cola Flow Fest CDMX,November,11,2022,Cumbia,Latin,4.86
Coca-Cola Flow Fest CDMX,November,11,2022,Regional Mexican Music,Latin,9.82
Coca-Cola Flow Fest CDMX,November,11,2022,Other Latin Music,Latin,76.31
Coca-Cola Flow Fest CDMX,November,11,2022,Latin Trap,Latin,39.19
Coca-Cola Flow Fest CDMX,November,11,2022,Contemporary R&B,R&B,2.66
Coca-Cola Flow Fest CDMX,November,11,2022,Dancehall,Reggae,4.86
Coca-Cola Flow Fest CDMX,November,11,2021,Latin Pop,Pop,19.77
Coca-Cola Flow Fest CDMX,November,11,2021,Alternative Hip Hop,Hip Hop,2.61
Coca-Cola Flow Fest CDMX,November,11,2021,Trap,Hip Hop,49.93
Coca-Cola Flow Fest CDMX,November,11,2021,Contemporary Hip Hop,Hip Hop,55.58
Coca-Cola Flow Fest CDMX,November,11,2021,Latin Hip Hop,Hip Hop,3.80
Coca-Cola Flow Fest CDMX,November,11,2021,Reggaeton,Latin,213.66
Coca-Cola Flow Fest CDMX,November,11,2021,Regional Mexican Music,Latin,20.38
Coca-Cola Flow Fest CDMX,November,11,2021,Other Latin Music,Latin,19.92
Coca-Cola Flow Fest CDMX,November,11,2021,Corrido,Latin,20.42
Coca-Cola Flow Fest CDMX,November,11,2021,Contemporary R&B,R&B,55.46
Coca-Cola Flow Fest CDMX,November,11,2019,Latin Pop,Pop,64.31
Coca-Cola Flow Fest CDMX,November,11,2019,Alternative Hip Hop,Hip Hop,4.86
Coca-Cola Flow Fest CDMX,November,11,2019,Trap,Hip Hop,17.17
Coca-Cola Flow Fest CDMX,November,11,2019,Contemporary Hip Hop,Hip Hop,48.03
Coca-Cola Flow Fest CDMX,November,11,2019,Reggaeton,Latin,243.13
Coca-Cola Flow Fest CDMX,November,11,2019,Other Latin Music,Latin,11.14
Coca-Cola Flow Fest CDMX,November,11,2019,Contemporary R&B,R&B,48.03
Coca-Cola Flow Fest CDMX,November,11,2019,Dancehall,Reggae,1.32
