"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Dj Samir","Brazil","Electronic","Big Indie Labels, BMG","1042","1367","18338","338347","102110033","1448825711","-416125","13891081","38429041","1714","24000","821000","15448870","309409834","167769","4802108","1564","5708","881541","751036","10579715","252","15660","2402","N/A","N/A","498","10182","N/A","N/A","N/A","43339","172945","89","3","4","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Ariis","Belgium","Hip Hop","Big Indie Labels, Warner Music Group, Sony Music Entertainment, Universal Music Group","1222","926","32118","637753","82218449","1712057470","-532830","15044671","44876248","3876","39000","664000","689628","11605397","14147","262824","12287","750","239393","1155","34481","244","25769","1515","N/A","N/A","366","20947","9","6152","32483","79153","127784","76","8","8","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Scythermane","United States","Hip Hop","Big Indie Labels, Universal Music Group, Warner Music Group","1245","1144","5186","302188","44913092","1464638909","-528917","8647551","29626986","13867","3000","294000","2231239","31939613","26008","416955","109705","N/A","N/A","N/A","N/A","-59","17084","75","N/A","N/A","213","5966","187","16521","554318","21474","377416","1","1","1","5966","148","1","6","327.88197114904364","346.5157020685014"
"4","DJ FKU","United States","Hip Hop","Big Indie Labels","1403","2531","15593","521949","48690183","1463528702","-246586","7623928","25827902","1636","28000","536000","34804532","409106052","508077","6911684","4185","2049","149253","151843","2345517","532","23808","7119","N/A","N/A","927","22498","N/A","N/A","N/A","25187","67748","165","3","3","8441","104","0","0","196.14332009392805","239.98249990981537"
"5","MC GW","Brazil","Latin","Big Indie Labels, BMG, Universal Music Group, Warner Music Group, Sony Music Entertainment","1579","834","9199","1637544","144043392","5262985660","-594317","21451665","102237771","3305","9000","483000","7608554","953937752","51177","10566016","6579","6006","681243","194251","185970","15003","1572755","174961","-481","155413","3205","325103","-58","6691","2389","157091","21309","1091","12","98","2136","1554","3","75","1590.5340543687314","1917.7181178358062"
"6","NXGHT!","Indonesia","Electronic","Big Indie Labels","1698","1696","3522","220760","19343100","660770458","-433764","5165485","24641689","23558","5000","210000","502346","6933948","5065","111136","171246","N/A","N/A","N/A","N/A","155","14016","163","N/A","N/A","170","6732","95","4896","251167","9796","N/A","N/A","N/A","N/A","9985","61","0","0","148.13329664596353","150.2267681135432"
"7","ZXKAI","Brazil","Hip Hop","Big Indie Labels","2062","1423","86122","411489","99933553","590274832","819846","17093678","27795164","N/A","N/A","N/A","N/A","N/A","N/A","N/A","644933","N/A","N/A","N/A","N/A","941","11024","292","N/A","N/A","2692","10168","27","547","62094","416602","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Sayfalse","United Kingdom","Hip Hop","Big Indie Labels","2246","1174","15319","408528","86905784","1743756947","-877961","13743979","34462726","6748","8000","523000","328472","9480775","4171","140899","104398","0","110","0","0","-643","50934","144","N/A","N/A","415","10867","10","2584","60881","102103","75892","55","3","4","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Eternxlkz","Kazakhstan","Electronic","N/A","2303","2675","4381","645954","24535349","1023974932","-53857","5400683","39020478","2030","10000","1080000","25188217","581576659","140180","6481221","3525","1490","257073","31802","470046","-2459","261686","9609","N/A","N/A","324","29168","N/A","N/A","N/A","87800","102878","43","6","7","N/A","N/A","N/A","N/A","N/A","N/A"
"10","QMIIR","United States","Electronic","Big Indie Labels","2602","3608","25027","107292","45374511","240504110","-62398","7403717","25621567","5863","92000","506000","2237766","296450860","25523","12129863","485049","N/A","N/A","N/A","N/A","1212","27521","5527","N/A","N/A","570","1762","38","138","52379","137885","92337","181","3","6","5169","180","0","0","418.7043427357904","460.07980830604157"
"11","Ogryzek","Poland","Electronic","Big Indie Labels","2824","2576","13448","635880","25932866","922413097","-121476","6045751","28083371","3234","11000","696000","11862330","363973909","73379","3662385","84645","N/A","N/A","N/A","N/A","1458","65078","3935","N/A","N/A","399","19003","0","3","0","29861","59486","276","2","3","N/A","N/A","N/A","N/A","N/A","N/A"
"12","MXZI","United Kingdom","Electronic","Big Indie Labels, Universal Music Group","2840","846","24502","600568","89869911","1861755435","-338505","15716351","48690464","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","742","9363","77","993","197157","82020","N/A","N/A","N/A","N/A","9142","79","0","0","170.45492732090497","171.22810492881345"
"13","h6itam","Spain","Hip Hop","Big Indie Labels","2874","2569","24454","228574","68602428","573275568","1915907","9418592","20396945","7431","38000","368000","3366489","77225253","55971","1983160","34220","N/A","N/A","N/A","N/A","2961","74987","96672","N/A","N/A","456","4796","126","4336","372367","88263","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
