"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Post Malone","United States","Hip Hop","Universal Music Group, Big Indie Labels, Sony Music Entertainment","45","19","1717170","48522376","5106707249","55253290880","-4862071","60170124","441201052","42","700000","28700000","1113482908","17740129507","4432021","141694596","273","25883","17567382","4801103","20682813","-42873","26965297","25819143","-116698","13556192","179314","4146149","155959","2320118","35704939","335961","69","1896586","185","7957","3177","99","35","3421","266.3243768226981","2912.275809221997"
"2","Kanye West a.k.a Ye","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","65","39","3151432","32838363","8123867945","63258644569","11822294","75235656","407640945","103","700000","12300000","689981529","10989283651","4346565","90743210","1251","60870","2082947","29247","3572523","399802","19833741","772707","15204","746798","161929","4490792","235606","1920766","34782387","850172","612","479788","135","4102","53338","225","23","790","12.62774146683863","162.92722826508958"
"3","Sidhu Moose Wala","India","Hip Hop","Big Indie Labels, BMG","109","277","7889415","48628307","1342083052","6967634702","1516460","9715721","9963165","79","3000000","30000000","1985695956","15290554214","15087865","228108090","N/A","-1907","1848119","396156","1179449","1644158","17444481","12222823","1020","1967414","5405","35577","N/A","N/A","N/A","46475","3263","102266","27","101","95031","2","1","5","1.931014603676437","4.115079832900132"
"4","Gorillaz","United Kingdom","Rock","Warner Music Group, Sony Music Entertainment","116","128","2641957","15766537","2651106858","13362370569","10757031","42059357","153556256","264","1600000","13200000","726737664","6174213240","7684787","73160293","342","1608348","5733617","15607972","45565107","2191156","7471128","20611741","77419","10255220","261235","2945034","40445","500155","8709177","218372","505","550717","131","6039","255","58","14","3675","1445.9824785806572","32715.693079476787"
"5","Yo Yo Honey Singh","India","Pop","Big Indie Labels, Warner Music Group","118","162","14007545","41117499","1629769004","5404874337","727209","21093382","22273718","166","510000","8320000","1369228909","15385828209","6499188","136726573","69","-18508","6960850","70709","288190","2771702","21018473","106354309","-444382","30593393","3570","111108","206","77784","387684","41824","7969","35809","39","148","100098","N/A","N/A","N/A","N/A","N/A"
"6","Juice WRLD","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","122","46","5290379","44861033","4448791197","45350900108","1651556","31856359","193113689","222","700000","13800000","817430054","11221313887","4946570","127107517","931","208336","6260967","869919","4525772","-402297","11522936","1010825","-81941","2802845","132188","2466563","187161","3755786","225504608","197284","1652","206512","119","1886","62412","97","14","503","9.530732330283351","136.79701754777307"
"7","GIMS","France","Pop","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","142","478","2937150","9009497","2415168413","7978227427","1655391","18409681","40194078","110","1700000","14700000","1321877641","9998527521","5878757","54660401","648","3064707","6790504","28280346","374638826","1081963","4728139","6021786","129601","11882134","1125381","6562318","17345","77645","4191876","302969","428","634155","148","2922","38602","212","2","56","19.993156665829982","354.92123753826826"
"8","Lil Uzi Vert","United States","Hip Hop","Warner Music Group, Universal Music Group, Big Indie Labels, Sony Music Entertainment","146","96","1534395","20205396","3216169276","31877239880","5383602","34016807","285946829","539","330000","10300000","345673918","7144172064","2639692","72993733","612","584334","3122368","2645952","39068442","-7436","16841956","280507","N/A","N/A","78893","1219816","128187","3260066","148728192","417602","1519","222385","104","1311","43250","57","14","308","18.030102995888086","121.02644619539048"
"9","LISA (리사)","South Korea","Pop","Sony Music Entertainment, Universal Music Group","158","350","3442004","14821858","1287845384","5066437326","-6731032","13869975","97347676","2339","N/A","N/A","N/A","N/A","N/A","N/A","16","8539637","26940523","188433530","454906285","1395408","107192591","243780727","N/A","N/A","117007","561854","N/A","N/A","N/A","47403","1343","248355","143","2163","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Megan Thee Stallion","United States","Hip Hop","Warner Music Group, Universal Music Group, Sony Music Entertainment, Big Indie Labels","194","281","1146017","11458015","1442712276","12626534606","-67139","25492382","186729436","616","270000","7360000","367104368","6298782750","2435999","87091136","127","1274741","17019888","51770499","142989441","39806","32774318","67677125","-32932","8857946","68001","912573","29648","531215","20588646","167005","259","848693","142","3841","38756","56","15","839","21.276354061412942","188.84769485680386"
"11","2Pac","United States","Hip Hop","Big Indie Labels, Universal Music Group","201","164","2708551","23853427","2003816271","14283685333","2320509","27740427","99880553","412","790000","9390000","638387627","5964020836","4210566","48822231","N/A","N/A","N/A","N/A","N/A","849355","10949258","1993868","-102003","17972632","218765","4054057","78575","793006","17492671","321609","495","568568","136","4879","131033","24","1","4","0.3352820957376204","7.074822876957366"
"12","j-hope (제이홉)","South Korea","Pop","Big Indie Labels, Warner Music Group","208","412","2233469","20587003","1328174956","4213022573","1472147","12975415","58407726","6107","N/A","N/A","N/A","N/A","N/A","N/A","35","2947532","16735818","35648746","68583356","4035158","54538346","200540373","N/A","N/A","60094","288234","N/A","N/A","N/A","40942","5047","61814","77","614","N/A","N/A","N/A","N/A","N/A","N/A"
