"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Travis Scott","United States","Hip Hop","Sony Music Entertainment, Universal Music Group, Warner Music Group, Big Indie Labels, BMG","56","24","5277844","43274489","8511431699","64934788349","-6319570","62934836","428095564","78","900000","20600000","866407896","12773569882","5419861","135912084","91","384113","2555020","506758","4280129","1371668","60265583","89879023","-254872","8930532","261413","3072852","2151590","6275902","61255014","670640","606","477362","131","2632","6321","167","59","7941","57.280608209097224","887.6217463465167"
"2","Future","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels, BMG","78","54","2980976","24021836","7437335138","53553308027","-7151821","53286251","391690027","102","600000","14900000","1045892739","16152819536","5214838","119779444","335","447923","949035","1946092","21457762","-369253","25947892","2730936","-223386","10035936","124702","3939764","175757","10662462","146052881","712013","717","416992","118","2032","327","509","56","5318","4032.7422768545484","19360.18390696923"
"3","Lil Wayne","United States","Hip Hop","Big Indie Labels, Universal Music Group, Warner Music Group, Sony Music Entertainment, BMG","93","85","2327518","19069958","5432082559","40599165115","-524587","47097912","344401534","58","900000","14400000","1227909221","22925801637","6505933","154066642","275","943515","4284355","7547707","14149523","396214","19560719","2131533","-37685","50692348","140121","5790573","56022","754974","26794327","595224","1040","309053","119","2261","1174","455","41","1719","57.595749911522034","8371.253734658922"
"4","Myke Towers","Puerto Rico","Latin","Warner Music Group, Big Indie Labels, Sony Music Entertainment, Universal Music Group","117","121","4222670","23731089","4887124288","32443431801","-1657449","38241216","209419390","90","600000","14500000","2280335150","24014549503","5523611","137214770","1025","243934","4038588","8758746","33551033","96121","12652408","7958811","-149309","4394879","69489","1674362","187645","532895","15251018","286884","173","1097572","181","3334","73925","N/A","N/A","N/A","N/A","N/A"
"5","Juice WRLD","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","122","46","5290379","44861033","4448791197","45350900108","1651556","31856359","193113689","222","700000","13800000","817430054","11221313887","4946570","127107517","931","208336","6260967","869919","4525772","-402297","11522936","1010825","-81941","2802845","132188","2466563","187161","3755786","225504608","197284","1652","206512","119","1886","62412","97","14","503","9.530732330283351","136.79701754777307"
"6","Arcángel","United States","Latin","Big Indie Labels, Warner Music Group, Sony Music Entertainment, Universal Music Group","125","199","2072639","18833423","4171320791","22460947413","6679169","30843350","168562804","70","700000","13500000","2244894775","25480880166","6767640","127298148","260","771338","4288865","5890334","81525415","1074612","18599892","40565258","0","13690759","92119","1686224","12780","133888","6076746","329412","1949","178893","54","1277","113042","11","0","0","0.9007000394524476","15.715742892574918"
"7","YoungBoy Never Broke Again","United States","Hip Hop","Universal Music Group, Warner Music Group, Big Indie Labels, Sony Music Entertainment","126","304","2596266","16478944","3694526500","19688661758","4457368","20971678","116722018","116","1300000","15400000","1856226616","16997541149","10553451","145047584","252","2786877","3497154","30721886","84041928","1276090","12357581","18058237","456538","4009822","60055","695356","239924","2709730","554532401","519769","11776","20709","39","225","43874","51","2","18","15.678273914807932","50.94314523519016"
"8","Lil Baby","United States","Hip Hop","Universal Music Group, Warner Music Group, Sony Music Entertainment, Big Indie Labels","127","119","2685608","22872152","4393372619","35646022070","390171","31453137","229100027","87","550000","10400000","1072705393","14779117543","4948318","112334041","292","765036","5669076","10629112","25496435","-200263","23185568","16747012","-77958","5171504","83233","1417484","110704","1948101","143767821","568562","383","649717","149","1362","8492","161","22","1071","58.6630272905372","898.2848594190048"
"9","Blessd","Colombia","Latin","Warner Music Group, Big Indie Labels, Sony Music Entertainment, Universal Music Group","141","298","3704004","10689309","3162452453","8009754801","2737013","25647964","126197351","266","950000","4800000","1686752171","5445942701","4048941","24832738","104","1121478","9526052","85605770","214845126","1147490","7419905","26778086","420957","3134770","44997","251633","13964","35258","3462758","184981","1324","247967","63","1088","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Lil Uzi Vert","United States","Hip Hop","Warner Music Group, Universal Music Group, Big Indie Labels, Sony Music Entertainment","146","96","1534395","20205396","3216169276","31877239880","5383602","34016807","285946829","539","330000","10300000","345673918","7144172064","2639692","72993733","612","584334","3122368","2645952","39068442","-7436","16841956","280507","N/A","N/A","78893","1219816","128187","3260066","148728192","417602","1519","222385","104","1311","43250","57","14","308","18.030102995888086","121.02644619539048"
