"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Eminem","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Big Indie Labels","12","8","9394920","108775542","7137588300","64158037665","3655238","73113659","325443959","6","2100000","66600000","2194614368","35875421873","11267602","306482219","155","393094","10052714","1234131","15340909","-589670","44856265","15087518","-1460551","93278250","758485","18892835","255066","2266228","29724043","681908","111","1529623","185","8124","39278","174","20","737","11.741366928091717","163.21409338784042"
"2","Drake","Canada","Hip Hop","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","14","14","11625500","109220953","19524998104","133155764752","9719956","88253391","531213658","20","1200000","32000000","1780968087","34323981637","8313847","239557754","61","N/A","N/A","N/A","N/A","-1356408","141677956","70930028","-1223544","50331513","473458","23914526","740018","4508903","155225114","1725589","74","1829725","160","6195","830","250","62","8159","4030.36268576329","8730.544644685724"
"3","50 Cent","United States","Hip Hop","Universal Music Group, Big Indie Labels, Warner Music Group","41","83","3172341","20587208","3614531160","21101171159","9207526","45869950","209532011","44","1200000","18300000","1154833428","14350066036","5460488","87227682","11","731505","8902186","4496601","31492658","4638662","38977967","68241490","-44378","42995215","287621","7781916","66050","2129559","27184100","572861","457","601678","170","4734","29531","197","9","1008","3.342369757696803","141.26212140428518"
"4","Doja Cat","United States","Pop","Sony Music Entertainment, Warner Music Group, Universal Music Group","42","32","3700592","36737888","4491521581","30173586228","247240","56921126","375136710","119","600000","14000000","1003831353","11762357233","4804061","135617541","179","2142127","27599051","51125222","138009661","109730","24665980","26358885","-202343","4688715","182463","2441700","824359","2028729","20128515","466366","76","1812175","184","6726","23123","65","27","1639","16.449810407510306","578.1325176572858"
"5","Kendrick Lamar","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, BMG, Big Indie Labels","49","15","7271716","47300023","8587721514","54069475061","-25446831","72843810","446925242","99","1300000","20100000","1187711227","13406384439","6861609","129794858","809","N/A","N/A","N/A","N/A","-406091","19206561","196653","-301705","13460072","419897","6065819","357208","1876636","57399328","678481","206","998289","171","3933","11126","94","27","3827","6.049071288303418","487.6259908727588"
"6","Ozuna","Puerto Rico","Latin","Sony Music Entertainment, Big Indie Labels, Warner Music Group","52","62","2158054","40519898","5389956789","46324313138","8221428","51770669","286561649","18","700000","38100000","2880837041","58717600565","7975065","273348744","249","1092376","13739730","10128980","123549819","-276777","23175679","6312252","-319013","12249241","90645","4696001","20796","500537","14826230","542316","196","1010740","188","4074","43695","30","1","38","21.06282559672308","42.435098925234065"
"7","Travis Scott","United States","Hip Hop","Sony Music Entertainment, Universal Music Group, Warner Music Group, Big Indie Labels, BMG","56","24","5277844","43274489","8511431699","64934788349","-6319570","62934836","428095564","78","900000","20600000","866407896","12773569882","5419861","135912084","91","384113","2555020","506758","4280129","1371668","60265583","89879023","-254872","8930532","261413","3072852","2151590","6275902","61255014","670640","606","477362","131","2632","6321","167","59","7941","57.280608209097224","887.6217463465167"
"8","Cardi B","United States","Hip Hop","Warner Music Group, Sony Music Entertainment, Universal Music Group","57","111","1568166","26784841","2029503681","22052420471","5271644","33256290","286414089","75","600000","20300000","1071874740","23344160616","5397527","186525153","10","5535851","32616149","83762947","502141314","176627","164158236","74483523","-374393","32824810","127133","2558836","48331","947149","24929686","257767","279","807518","200","4120","24580","48","20","4264","6.386228566781237","1383.0077451960906"
"9","Nicki Minaj","United States","Hip Hop","Universal Music Group, Warner Music Group, Sony Music Entertainment","63","72","917031","34624313","4080213703","42870487324","-1067870","44182478","375923237","33","600000","28100000","1177296074","35666739349","5129906","261070888","34","881328","22158526","15308669","148898548","-2165109","223695311","17853005","-613428","47611137","159965","7350510","143208","1065108","16095024","424619","257","860778","176","5396","1773","197","46","3724","22.610948475371366","7891.126244379788"
"10","Kanye West a.k.a Ye","United States","Hip Hop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","65","39","3151432","32838363","8123867945","63258644569","11822294","75235656","407640945","103","700000","12300000","689981529","10989283651","4346565","90743210","1251","60870","2082947","29247","3572523","399802","19833741","772707","15204","746798","161929","4490792","235606","1920766","34782387","850172","612","479788","135","4102","53338","225","23","790","12.62774146683863","162.92722826508958"
"11","Black Eyed Peas","United States","Pop","Universal Music Group, Sony Music Entertainment, Warner Music Group","71","81","1388412","10268436","2833737819","14839754767","13918955","58049226","236153497","61","800000","13800000","950463704","12995078170","4732586","74303258","941","502806","1770155","6181597","14409067","230924","1556912","2263979","-528798","37873399","168173","6061795","16098","104883","10209726","457348","61","2058895","166","10380","84935","76","7","90","2.546623997166003","55.977801897723324"
