Festival,Festival_Month,Festival_Month_Num,Rank,Country,Alltime_Audience_M
Glastonbury Festival,June,6,1,USA,640.2
Glastonbury Festival,June,6,2,GBR,205.1
Glastonbury Festival,June,6,3,BRA,205.0
Glastonbury Festival,June,6,4,MEX,99.8
Glastonbury Festival,June,6,5,ITA,63.1
Glastonbury Festival,June,6,6,NGA,57.9
Glastonbury Festival,June,6,7,IND,57.3
Glastonbury Festival,June,6,8,IDN,53.8
Glastonbury Festival,June,6,9,CAN,52.1
Glastonbury Festival,June,6,10,ARG,47.6
