Festival,Festival_Month,Festival_Month_Num,Rank,Country,YouTube_Views_Monthly_B,Spotify_Listeners_Monthly_M
Pinkpop,June,6,1,USA,866.0,141.1
Pinkpop,June,6,2,BRA,263.9,33.9
Pinkpop,June,6,3,MEX,253.3,34.4
Pinkpop,June,6,4,IND,204.0,9.4
Pinkpop,June,6,5,GBR,176.3,53.1
Pinkpop,June,6,6,IDN,154.3,42.0
Pinkpop,June,6,7,PHL,116.9,20.4
Pinkpop,June,6,8,FRA,115.5,10.8
Pinkpop,June,6,9,ARG,113.7,7.1
Pinkpop,June,6,10,CAN,95.3,35.1
