Festival,Festival_Month,Festival_Month_Num,Rank,Country,Alltime_Audience_M
Pinkpop,June,6,1,USA,866.0
Pinkpop,June,6,2,BRA,263.9
Pinkpop,June,6,3,MEX,253.3
Pinkpop,June,6,4,IND,204.0
Pinkpop,June,6,5,GBR,176.3
Pinkpop,June,6,6,IDN,154.3
Pinkpop,June,6,7,PHL,116.9
Pinkpop,June,6,8,FRA,115.5
Pinkpop,June,6,9,ARG,113.7
Pinkpop,June,6,10,CAN,95.3
