platform,genre,share_percent
Overall,Latin,37
Overall,Pop,27
Overall,Rock,22
Overall,Other,14
YouTube,Latin,59
YouTube,Pop,24
YouTube,Hip Hop,10
YouTube,Other,7
Deezer,Rock,38
Deezer,Pop,32
Deezer,Latin,13
Deezer,Other,17
