Festival,Festival_Month,Festival_Month_Num,Year,Subgenre,Parent_Genre,Points
Parookaville,July,7,2025,Mainstream Pop,Pop,1.49
Parookaville,July,7,2025,Dance,Electronic,103.72
Parookaville,July,7,2025,Techno,Electronic,13.64
Parookaville,July,7,2025,House,Electronic,28.31
Parookaville,July,7,2025,Deep House,Electronic,4.90
Parookaville,July,7,2025,Trance,Electronic,12.26
Parookaville,July,7,2025,Hardstyle/Hardcore,Electronic,6.65
Parookaville,July,7,2025,Afro House,Electronic,2.73
Parookaville,July,7,2025,Hard Techno,Electronic,1.74
Parookaville,July,7,2025,Electro House,Electronic,4.86
Parookaville,July,7,2024,Mainstream Pop,Pop,22.08
Parookaville,July,7,2024,Alternative Hip Hop,Hip Hop,5.05
Parookaville,July,7,2024,Dance,Electronic,144.29
Parookaville,July,7,2024,Techno,Electronic,19.96
Parookaville,July,7,2024,House,Electronic,55.24
Parookaville,July,7,2024,Tech House,Electronic,8.45
Parookaville,July,7,2024,Deep House,Electronic,7.51
Parookaville,July,7,2024,Trance,Electronic,13.37
Parookaville,July,7,2024,Hardstyle/Hardcore,Electronic,15.43
Parookaville,July,7,2024,Electro House,Electronic,4.86
Parookaville,July,7,2023,Mainstream Pop,Pop,46.11
Parookaville,July,7,2023,Alternative Hip Hop,Hip Hop,3.16
Parookaville,July,7,2023,Dance,Electronic,185.47
Parookaville,July,7,2023,Techno,Electronic,6.47
Parookaville,July,7,2023,House,Electronic,47.34
Parookaville,July,7,2023,Tech House,Electronic,18.49
Parookaville,July,7,2023,Deep House,Electronic,6.67
Parookaville,July,7,2023,Trance,Electronic,8.20
Parookaville,July,7,2023,Hardstyle/Hardcore,Electronic,16.02
Parookaville,July,7,2023,Electro House,Electronic,7.57
Parookaville,July,7,2022,Mainstream Pop,Pop,14.55
Parookaville,July,7,2022,Dance,Electronic,166.28
Parookaville,July,7,2022,Techno,Electronic,5.91
Parookaville,July,7,2022,House,Electronic,45.57
Parookaville,July,7,2022,Tech House,Electronic,18.80
Parookaville,July,7,2022,Trance,Electronic,36.76
Parookaville,July,7,2022,Hardstyle/Hardcore,Electronic,12.96
Parookaville,July,7,2022,Trap/Future Bass,Electronic,5.76
Parookaville,July,7,2022,Disco house,Electronic,4.86
Parookaville,July,7,2022,Electro House,Electronic,27.72
Parookaville,July,7,2019,Mainstream Pop,Pop,74.07
Parookaville,July,7,2019,Dance,Electronic,213.09
Parookaville,July,7,2019,Techno,Electronic,5.56
Parookaville,July,7,2019,House,Electronic,41.09
Parookaville,July,7,2019,Tech House,Electronic,12.68
Parookaville,July,7,2019,Deep House,Electronic,5.70
Parookaville,July,7,2019,Trance,Electronic,18.58
Parookaville,July,7,2019,Dubstep,Electronic,5.79
Parookaville,July,7,2019,Hardstyle/Hardcore,Electronic,10.31
Parookaville,July,7,2019,Electro House,Electronic,25.37
Parookaville,July,7,2018,Mainstream Pop,Pop,102.10
Parookaville,July,7,2018,Dance,Electronic,221.71
Parookaville,July,7,2018,Techno,Electronic,4.73
Parookaville,July,7,2018,House,Electronic,36.70
Parookaville,July,7,2018,Deep House,Electronic,6.29
Parookaville,July,7,2018,Trance,Electronic,12.06
Parookaville,July,7,2018,Dubstep,Electronic,3.25
Parookaville,July,7,2018,Hardstyle/Hardcore,Electronic,8.99
Parookaville,July,7,2018,Trap/Future Bass,Electronic,8.48
Parookaville,July,7,2018,Electro House,Electronic,9.83
