Festival,Festival_Month,Festival_Month_Num,Rank,Country,Alltime_Audience_M
Parookaville,July,7,1,BRA,97.0
Parookaville,July,7,2,USA,75.6
Parookaville,July,7,3,IND,48.9
Parookaville,July,7,4,DEU,38.2
Parookaville,July,7,5,MEX,30.9
Parookaville,July,7,6,IDN,29.2
Parookaville,July,7,7,ITA,21.2
Parookaville,July,7,8,GBR,21.1
Parookaville,July,7,9,FRA,18.9
Parookaville,July,7,10,ESP,15.0
