platform,genre,share_percent
Overall,Pop,41
Overall,Hip Hop,28
Overall,Rock,11
Overall,Other,20
YouTube,Pop,40
YouTube,Hip Hop,31
YouTube,Rock,9
YouTube,Other,20
Deezer,Pop,59
Deezer,Rock,26
Deezer,Latin,7
Deezer,Other,8
