"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"1","Oskar Med K","Norway","Electronic","Big Indie Labels, Sony Music Entertainment","2390","1586","4594","174951","13397999","459701311","-242398","11191285","103069148","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10060","0","931","0","0","3489","145444","4740","N/A","N/A","84","3032","0","1578","N/A","1661","2608","4325","63","425","11253","19","2","15","116.67428417007277","154.1162041924731"
"2","Kelvin Momo","South Africa","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","3106","3657","24131","4390787","4268213","578886712","9220","1860778","4344827","4999","2000","520000","1622881","213427259","8012","1485136","5441","232","143836","268","0","1183","1153283","69431","531","319749","74","33908","N/A","N/A","N/A","10624","16833","148","8","22","6223","331","0","0","312.09701187483256","431.8205234685637"
"3","ZHU","United States","Electronic","Universal Music Group, Big Indie Labels, Warner Music Group","3229","2969","1345","1001291","2983566","2245754305","112305","3971105","38434919","3752","0","812000","1172718","1032496541","7517","8908509","10137","N/A","N/A","N/A","N/A","5227","418238","2656","0","320985","71","248194","105","464999","29535","69","5097","1189","50","339","1662","228","50","2615","215.6574148191016","14910.698199397324"
"4","Zerb","Brazil","Electronic","Big Indie Labels, Warner Music Group, Universal Music Group, Sony Music Entertainment","3260","1534","601","191474","8771776","1679484040","130417","8696758","108947034","8905","1000","209000","1299854","233614550","3659","1285488","39662","-60","129455","343","0","-50","130354","7","-141","211580","42","19483","38","57536","42554","64","1210","2798","66","600","189","120","32","2156","341.32025179622366","21216.776324262755"
"5","Route 94","United Kingdom","Electronic","Big Indie Labels, Universal Music Group","3440","2736","719","194312","3833268","860221645","13999","7076659","33438943","2747","0","359000","1312759","635837753","3799","2696041","48432","9","693","0","0","126","39810","38","-76","221630","2","335809","40","156043","53257","921","4549","1279","44","392","298","68","19","2611","148.28188511305876","29252.352494977098"
"6","ARTBAT","Ukraine","Electronic","Big Indie Labels, Warner Music Group, Universal Music Group, Sony Music Entertainment","3581","3690","1980","598160","4193745","719268867","-62275","4440819","59267138","7845","1000","404000","826097","278905367","8369","2936049","2594","1026","310153","27410","0","3205","933139","11752","1140","382943","137","51337","287","206421","36522","455","6847","821","47","232","31","128","79","14675","1354.608434202686","197987.07231036702"
"7","Regard","Kosovo","Electronic","Sony Music Entertainment, Universal Music Group, Big Indie Labels, Warner Music Group","3605","1323","1048","308951","3102147","3217204307","-46831","5897482","107938481","3107","0","1430000","1404233","1416633166","4165","8254774","29160","-6","112746","-1458","0","-58","362347","49","-34","67982","73","90007","112","109222","48048","3033","1150","6168","86","1189","3657","69","19","1565","68.40283831664134","7345.0541741788475"
"8","Sam Feldt","Netherlands","Electronic","Sony Music Entertainment, Warner Music Group, Universal Music Group, Big Indie Labels, BMG","3902","1490","918","820430","4420414","4997228307","-17338","7153644","108934181","15441","0","228000","744529","781794060","3662","10117679","16970","93","54638","431","0","-50","444498","941","-295","591352","87","137846","16","272987","39568","486","471","11160","102","1644","2131","286","112","7233","164.48539367409472","17173.163095048447"
"9","Mahmut Orhan","Turkey","Electronic","Sony Music Entertainment, Universal Music Group, Big Indie Labels","4244","6733","1079","729638","1767682","606669280","-6038","2240982","13318644","4431","0","5440","1528840","1403417854","3007","7091453","2237","833","1673611","11256","0","12912","2532032","208048","-21","97728","53","36603","119","151322","36272","185","5479","954","42","274","2276","185","8","208","80.36717349523893","1844.2678762319"
"10","Adriatique","Switzerland","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment","4549","4820","1356","382688","3600285","417982921","54338","3872705","37935025","32708","300","94600","97697","27718122","1070","321890","4205","340","234044","13440","0","3266","1030367","7807","46","322990","73","37277","195","309915","24663","51","9892","584","40","143","52","191","89","9079","788.1857290586499","100429.29321051286"
