"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"210","Bruno Martini","Brazil","Electronic","Big Indie Labels, Universal Music Group, BMG, Warner Music Group","4066","1948","172804","2199320820","6884452","46109340","3827","218000","1205799239","10712699","17142","40189","192471","171263","252201","12997","5688","5644","176","16","1245","3147.2447316412345"
"211","Akbar Chalay","Indonesia","Electronic","Big Indie Labels","4067","6089","77700","118432951","4192558","1556749","7269","158000","80894654","423611","4666","248667","12947","N/A","14","55","101906","N/A","N/A","N/A","N/A","N/A"
"212","Blasterjaxx","Netherlands","Electronic","Big Indie Labels, Warner Music Group","4075","5061","868166","1234134114","3654515","37811406","9391","395000","436918400","5107200","4088","1085603","1395862","2161652","519952","406902","3014","1245","442","210","14441","12891.401909880033"
"213","Gianluca Vacchi","Italy","Electronic","Warner Music Group, Big Indie Labels, Universal Music Group","4091","20240","266976","193487845","479099","4375458","12671","396000","401093339","2744039","437","22244976","22508389","2971276","4312","14748","11641","19472","28","5","521","2306.855764799694"
"214","Dr. Andrew Huberman","United States","Electronic","Other Indie / Unsigned","4108","104199","99653","2958739","31028","180","2766","7450000","490443791","9368409","26908","641021","7825996","590725","357","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"215","Malte Marten","Germany","Electronic","Big Indie Labels, Warner Music Group","4142","14754","356618","257046253","868768","1518801","2949","1350000","197077534","3353878","3756","713544","1481314","490406","10636","2928","108854","118223","1","0","0","1.2744455305665574"
"216","Kato","Denmark","Electronic","Big Indie Labels, Universal Music Group","4173","3894","144497","456584438","7371460","11829314","44300","7320","34544141","172825","10452","26945","176407","157828","34968","N/A","3265","13328","279","10","340","484.9062860601892"
"217","MoBlack","Italy","Electronic","Universal Music Group, Big Indie Labels, Sony Music Entertainment","4184","3576","87349","395580697","6097351","21470537","6983","218000","154847708","1511082","25679","23643","134330","101200","5736","N/A","4560","169","213","44","2074","24471.054011248052"
"218","D.O.D","United Kingdom","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","4186","1615","138850","1336643062","9532994","113221150","38195","33100","32709906","300132","8261","70159","134206","154228","10440","64689","3666","162","271","92","8075","34010.31665565752"
"219","CamelPhat","United Kingdom","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","4190","2340","554511","1820386713","6216476","82895214","5766","231000","486326255","3575552","11819","58694","562968","220998","77794","181752","3397","23","432","199","24746","392872.0390320602"
"220","Mau P","Netherlands","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group","4209","2281","264841","703096891","5205749","113004867","24336","71500","31754159","471382","29704","206976","81","133357","6681","90870","2577","4","22","19","6606","150783.54846621573"
"221","Daniele Vitale Sax","Italy","Electronic","Big Indie Labels","4210","82463","64320","36090138","92857","198751","3281","4530000","1056005338","20890401","9220","2237002","842572","1306749","5569","N/A","75339","157276","1","0","0","1.1147109478004347"
"222","Mahmut Orhan","Turkey","Electronic","Sony Music Entertainment, Universal Music Group, Big Indie Labels","4244","6733","729638","606669280","2240982","13318644","4431","5440","1403417854","7091453","2237","1673611","2532032","97728","36603","151322","5479","2276","185","8","208","1844.2678762319"
"223","Vengaboys","Netherlands","Electronic","Big Indie Labels, Universal Music Group","4304","2126","627062","1405007715","7087357","31836353","42292","25800","18885188","132714","13185","744002","374207","389080","83301","11441","706","18928","99","3","318","179.3331610734703"
"224","Armand Van Helden","United States","Electronic","Big Indie Labels, Warner Music Group, Universal Music Group, Sony Music Entertainment, BMG","4329","2588","329329","998034716","7306999","38881502","20006","N/A","N/A","N/A","20042","N/A","157836","232120","60010","66377","1757","36","883","97","10165","121702.39589334915"
"225","DJ Asul","N/A","Electronic","N/A","4332","2318","330155","444932348","9687980","30093976","293731","224","103466","1653","N/A","N/A","N/A","N/A","6219","N/A","166954","N/A","N/A","N/A","N/A","N/A"
"226","ANOTR","Netherlands","Electronic","Big Indie Labels","4342","2486","231929","661893481","8888187","101753463","42814","25900","4756499","71687","6371","N/A","491224","54439","8169","89351","12313","81","147","91","9737","91291.4033624672"
