"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"280","Riva Starr","Italy","Electronic","Big Indie Labels, BMG, Warner Music Group, Sony Music Entertainment, Universal Music Group","15226","16609","60918","199946365","948647","15432584","16884","13100","310302446","598827","32149","25571","96882","241454","269555","100944","9768","88","675","233","13428","214028.4217343972"
"281","Cerrone","France","Electronic","Universal Music Group","15489","16386","132542","159206423","1041686","8405213","24915","145000","79105147","704574","19678","28953","119204","65126","56543","12349","2648","1957","724","29","2155","3593.858476630719"
"282","RXDXVIL","Ukraine","Electronic","Big Indie Labels, Sony Music Entertainment, Warner Music Group","15536","7562","210944","523801868","1663984","6851106","23387","125000","62431276","831750","61975","223683","38042","N/A","13372","18910","279506","29946","30","0","0","39.867801217636966"
"283","Jauz","United States","Electronic","Warner Music Group, Universal Music Group, Big Indie Labels, Sony Music Entertainment","15608","11020","396380","643544542","1000648","14006412","27926","225000","117739731","1913747","16060","100629","590072","849324","42937","494490","20755","2580","145","72","7256","3923.8378389226536"
"284","Chris Watson","United Kingdom","Electronic","N/A","15638","93304","59208","6374220","59916","207063","22292","42800","19287364","253379","2207","446800","1212512","313478","N/A","27683","102970","N/A","N/A","N/A","N/A","N/A"
"285","Sante Sansone","Italy","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","15715","6080","16025","282167956","2822889","22159917","299134","N/A","N/A","N/A","60241","3873","30618","8010","222","9110","82021","128","332","49","1852","38543.729354766496"
"286","PMX SoundZ","Germany","Electronic","N/A","15771","343365","1022","551723","1509","26593","3118","799000","875231313","25132197","213393","241","6892","6887","604","3195","377913","29257","124","1","11","181.79103036523105"
"287","HVME","Spain","Electronic","Sony Music Entertainment, Big Indie Labels","15778","2715","83655","1496866866","3346158","66607122","28184","18400","173269132","1276638","100517","22048","42343","1217","20450","7045","6056","11831","17","1","1505","231.51077440116634"
"288","Odymel","Belgium","Electronic","Big Indie Labels, Sony Music Entertainment","15801","18216","41995","64105043","969856","5648981","42145","13100","3471340","53337","30441","33005","68483","N/A","5460","38460","36893","1988","24","12","1123","1873.1212614422484"
"289","Silky","United Kingdom","Electronic","Warner Music Group, Sony Music Entertainment, Universal Music Group","15881","17563","137682","247778393","803505","1851703","20277","159000","159429028","687295","32672","344592","320538","18468","N/A","40110","139521","N/A","N/A","N/A","N/A","N/A"
"290","L.P. Rhythm","United Kingdom","Electronic","Universal Music Group, Big Indie Labels","15998","14404","22043","46525666","2497752","12411374","N/A","N/A","N/A","N/A","43017","36337","78189","N/A","437","29689","32018","N/A","N/A","N/A","N/A","N/A"
"291","French 79","France","Electronic","Big Indie Labels, Warner Music Group, Sony Music Entertainment, Universal Music Group","16005","9409","267361","426351875","1544194","5376287","22981","148000","89227735","1039948","83648","7650","45737","33207","63808","22352","26139","20022","89","3","51","220.56593758242894"
"292","Portal of Light","Brazil","Electronic","Big Indie Labels","16066","18535","4576","182558677","391497","7448","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"293","Westend","United States","Electronic","Big Indie Labels, Warner Music Group, Sony Music Entertainment","16071","9286","77202","264832244","1781528","21786151","35396","23100","31548948","344652","19848","26393","106237","21509","2005","74786","14551","39","113","59","5919","121334.02373558382"
"294","LP Giobbi","United States","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group, Sony Music Entertainment","16109","5624","115117","436753242","2292052","72459623","67382","19000","7097501","66161","23752","108005","246837","14338","2315","24757","9858","736","209","64","1750","12766.326376420366"
"295","Ozz Gold","United States","Electronic","Big Indie Labels","16144","26305","7604","16465560","793854","467451","58861","5120","827945","12298","8095","88837","42390","N/A","72","1073","146680","116302","1","0","0","2.5851090171859847"
"296","Dany Cabras","Italy","Electronic","Other Indie / Unsigned","16188","552832","311","111821","351","1438","5859","776000","540169053","21989095","13630","N/A","1355727","725397","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"297","Mason","Netherlands","Electronic","Big Indie Labels","16218","6269","41299","359663442","2375943","32513873","80069","8960","5403502","68656","83044","8621","29369","59505","4636","26622","10646","420","620","67","2987","22285.368835416382"
"298","Issac Frank","United Kingdom","Pop","Universal Music Group, Big Indie Labels","16274","57890","33018","12978368","214988","255748","53503","14000","2953688","67105","2609","702449","540767","172298","312","N/A","103084","72842","6","0","0","8.77066468221649"
"299","Sina Bathaie","Canada","Electronic","Big Indie Labels","16281","76758","48529","14243365","100097","692340","14373","196000","86854140","582972","2010","3372","677289","114220","660","30003","142137","18922","64","1","41","108.59359197467704"
"300","SOSA","United Kingdom","Electronic","Big Indie Labels, Warner Music Group","16330","11072","76622","168644441","1461310","21562152","86415","3600","4203123","58118","21131","49156","144925","3834","973","56650","59664","124","72","36","3428","51386.01988655185"
