"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"1","Anyma","Italy","Electronic","Universal Music Group, Warner Music Group, Big Indie Labels","2001","2436","910213","1111227047","6552730","62166667","3530","1040000","359167866","5555962","2751","2358479","3528945","455573","39688","112123","2917","8","83","74","11452","161676.59748043274"
"2","HOLY PRIEST","Germany","Electronic","Big Indie Labels, Warner Music Group","2323","4344","556520","357214311","4642981","15129589","7518","206000","51489888","963883","1263","1705126","1239696","32310","30312","129336","31601","2925","38","31","3926","1224.0560844051704"
"3","Charlotte de Witte","Belgium","Electronic","Big Indie Labels","2619","6419","1316621","504784703","1910098","24380991","6956","949000","193002782","2433209","738","1634377","4685925","3174742","153722","500171","11508","139","136","84","11731","111362.65982468305"
"4","DJ Dime","United States","Electronic","N/A","2979","185149","1319","1970095","11939","260377","1064","1410000","53625812","454131","69026","23670","130968","1105","32","7232","171073","41798","34","0","0","18.11160528855052"
"5","Paul Kalkbrenner","Germany","Electronic","Sony Music Entertainment","3187","3634","1382093","1479825478","3414863","18485201","6974","741000","596832612","3107234","7354","165173","1031229","2452171","712452","445837","1435","2620","225","41","2483","11394.334501994008"
"6","Boris Brejcha","Germany","Electronic","Big Indie Labels, Sony Music Entertainment","3751","6361","1657437","1089716711","1721652","13307772","5163","1380000","518232173","4832211","2597","354991","1954068","1733185","258916","803959","5653","415","642","168","13462","45466.35241966041"
"7","elysian.","United Kingdom","Electronic","Big Indie Labels","4527","4865","21449","182522663","6002874","16531380","4055","242000","101556852","1139576","76589","206","25191","14251","477","316815","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Bennett","Germany","Electronic","Warner Music Group, Universal Music Group, Big Indie Labels, Sony Music Entertainment","4709","1769","322070","1131954275","7272302","91347172","10210","188000","178977749","1491291","22280","122210","84473","319","N/A","18609","5459","971","15","7","1149","5772.9004555823085"
"9","Sara Landry","United States","Electronic","Big Indie Labels","4742","8265","436207","182127676","1160159","11672970","20744","153000","16467686","400483","2747","880094","1439936","201129","16881","166303","40440","4065","76","43","3652","1477.8431189722976"
"10","HBz","Germany","Electronic","Universal Music Group, Big Indie Labels, Sony Music Entertainment, BMG","4952","5039","434579","1449020629","3201349","18760402","5005","1010000","1136281411","9935067","13085","351922","178780","27494","48302","46638","5395","3978","148","16","353","900.3927019391767"
