Festival,Festival_Month,Festival_Month_Num,Rank,Country,Alltime_Audience_M
Tomorrowland,July,7,1,USA,268.2
Tomorrowland,July,7,2,BRA,245.8
Tomorrowland,July,7,3,MEX,91.7
Tomorrowland,July,7,4,IND,85.6
Tomorrowland,July,7,5,ITA,63.1
Tomorrowland,July,7,6,GBR,57.1
Tomorrowland,July,7,7,COL,52.5
Tomorrowland,July,7,8,IDN,45.9
Tomorrowland,July,7,9,ARG,43.9
Tomorrowland,July,7,10,FRA,39.6
