platform,genre,share_percent
Overall,Hip Hop,32
Overall,Pop,26
Overall,Rock,14
Overall,Other,28
YouTube,Hip Hop,32
YouTube,Pop,25
YouTube,Rock,15
YouTube,Other,28
Deezer,Pop,67
Deezer,Hip Hop,23
Deezer,R&B,12
Deezer,Other,-2
