"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Metallica","United States","Metal","Big Indie Labels","67","77","3637728","34013070","3317935195","20883888562","4922152","32181087","130521992","344","900000","12300000","698875310","9225197612","4647562","66917678","229","747040","4731876","7996920","27592414","1331555","13765841","28183752","-225580","36094602","372401","8040364","58263","433371","7307732","224334","97","1647099","164","7080","5428","192","1","338","20.811736924014426","742.2284455583695"
"2","Pantera","United States","Metal","Big Indie Labels","1068","1081","945015","6687630","650898046","3143117870","1011160","8210322","34591275","3307","200000","1700000","94978537","943804464","715054","6691590","2467","N/A","N/A","N/A","N/A","398269","2547934","4337149","-54975","8481398","82350","1592616","N/A","N/A","N/A","30441","1822","190434","68","1405","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Megadeth","United States","Metal","Big Indie Labels","1396","1583","606400","6437171","461531831","3043015394","361149","5095617","31311718","7281","1540000","1770000","40553785","680368649","384775","8112378","1517","176523","497850","1942917","5956732","247177","3400538","6064024","-24247","7843327","95105","1769270","7878","37251","1019308","13066","1081","302387","81","1784","N/A","N/A","N/A","N/A","N/A","N/A"
"4","Slayer","United States","Metal","Big Indie Labels","2356","2459","357871","4625385","221867832","1850188201","-223641","3354294","19195317","6768","75000","1060000","19692155","345298951","150675","2987770","N/A","N/A","N/A","N/A","N/A","91717","1775630","341069","-31184","4648416","60861","916293","5701","185965","731376","57728","1719","199273","68","1064","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Sepultura","Brazil","Metal","Big Indie Labels, Warner Music Group","3485","4695","276507","2461433","143285410","817389451","532662","2299289","19377969","8752","63000","486000","25460613","301095222","226184","2947148","4839","20771","50572","5476","184299","115755","1217287","1104314","-42934","3878657","56665","897448","3129","16090","309314","4911","3387","98469","66","831","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Trivium","United States","Metal","Warner Music Group, Universal Music Group","4287","5289","97985","1753815","136974861","1397968851","210796","1819609","18628238","8125","38000","810000","31794687","518593467","278226","4371702","5588","75892","105804","1282773","4337149","80213","720076","1855853","6185","1928050","19485","375037","-649","2604920","391212","1476","4283","76158","63","516","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Anthrax","United States","Metal","Big Indie Labels, Sony Music Entertainment, Warner Music Group","5880","7112","148078","1941204","56364512","532692971","-16192","1131492","12695004","11500","26000","346000","9624867","169548066","100289","1675858","10412","N/A","N/A","N/A","N/A","46665","957525","105682","-25608","2470958","21568","501475","1270","11751","126323","4789","2566","132875","63","1045","N/A","N/A","N/A","N/A","N/A","N/A"
"8","66Samus","Canada","Metal","N/A","7490","163844","1275","8929","452854","7402154","-3940","14037","259964","4105","132000","1130000","65455338","337852692","1287609","10970113","5217","90968","601689","2008653","14685555","114773","507903","100258","80480","521115","155","1532","N/A","N/A","N/A","25","399626","6","2","4","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Machine Head","United States","Metal","Big Indie Labels, Sony Music Entertainment","8290","7016","72845","1450697","83515279","777174520","-244985","1400003","16893091","18566","19000","299000","10506434","169681607","98152","1862119","13885","37879","55637","179922","1089078","22702","449132","124915","-9733","1366880","19483","294081","1159","10576","253766","3255","5095","62995","58","583","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Testament","United States","Metal","Big Indie Labels","9142","8782","96528","1270952","50004394","495424437","-85143","847312","12894697","19521","29000","187000","6012233","104196984","77129","1154099","15611","N/A","N/A","N/A","N/A","30758","354342","82475","-12471","1641284","13980","273444","961","6466","143017","3754","4026","80988","62","613","N/A","N/A","N/A","N/A","N/A","N/A"
"11","Kreator","Germany","Metal","Big Indie Labels","9896","14697","58893","881764","43392952","335005026","796","535784","8759479","18637","25000","166000","6621156","118416042","69859","1290975","8987","20051","49233","99422","2203242","21193","415060","40049","8786","1150316","12943","185643","N/A","N/A","N/A","1412","4499","71340","57","470","N/A","N/A","N/A","N/A","N/A","N/A"
"12","Suicidal Tendencies","United States","Punk","Big Indie Labels, BMG","10861","11060","71655","867731","46400480","346532769","-15363","797389","12672953","15986","25000","262000","6062703","113789958","61428","1005322","22193","N/A","N/A","N/A","N/A","14124","378094","26557","-7185","997683","8977","114802","774","7727","145865","3409","8044","36354","61","586","N/A","N/A","N/A","N/A","N/A","N/A"
"13","Exodus","United States","Metal","Big Indie Labels","11353","15515","78797","897224","29110159","218634759","167443","616016","7328856","25723","21000","184000","2326652","34569570","34652","460502","17932","664","3378","401","3474","23047","361699","16030","-11006","1231853","9626","210320","N/A","N/A","N/A","1335","5789","53714","59","446","N/A","N/A","N/A","N/A","N/A","N/A"
"14","Soulfly","United States","Metal","Big Indie Labels","12153","14687","72539","834711","31823170","225054367","67723","626854","7301834","17022","23000","191000","10199581","149005353","109244","1339368","13107","8270","15321","38881","305561","28941","251128","99750","10680","963455","12919","204931","N/A","N/A","N/A","1527","7471","38935","47","323","N/A","N/A","N/A","N/A","N/A","N/A"
"15","Sodom","Germany","Metal","Big Indie Labels, BMG","18548","26105","49313","563092","21944369","147527408","-3374","266310","1377446","29840","18600","74500","3057003","29097035","41025","376023","28040","N/A","N/A","N/A","N/A","12506","171811","27632","-11738","803540","7989","136983","N/A","N/A","N/A","840","7151","41691","49","307","N/A","N/A","N/A","N/A","N/A","N/A"
"16","Miss May I","United States","Metal","Other Indie / Unsigned","21624","18072","22591","541617","27722838","303311578","-47212","436164","4810765","36372","4700","44300","2121277","83847609","18473","708814","21178","2950","12964","11344","139316","8065","171920","13112","-11568","1172132","2016","86028","497","5071","185556","304","20622","10179","27","86","N/A","N/A","N/A","N/A","N/A","N/A"
"17","Sylosis","United Kingdom","Metal","Big Indie Labels","22868","30653","26651","183487","18774884","109873949","156469","350873","5612582","36625","10700","50100","809646","15637225","16185","257151","47815","527","3651","1191","9748","18617","79642","11612","3143","124566","2432","19282","N/A","N/A","N/A","358","35697","4619","35","119","N/A","N/A","N/A","N/A","N/A","N/A"
"18","Overkill","United States","Metal","Big Indie Labels","22929","26754","33248","628838","11037864","110726268","6546","197729","3219833","60556","N/A","N/A","N/A","N/A","N/A","N/A","25407","N/A","N/A","N/A","N/A","5541","182354","23585","-9512","621419","5082","111224","N/A","N/A","N/A","1131","5711","54369","54","394","N/A","N/A","N/A","N/A","N/A","N/A"
"19","Gwar","United States","Metal","Other Indie / Unsigned","23133","41185","21461","269198","12474546","103853343","19767","146998","1246476","30025","13900","94000","2275926","31471659","35233","371930","19053","8819","55752","62983","1039728","44466","199390","44409","21744","452491","1212","15700","385","3108","143223","517","15807","15004","37","273","N/A","N/A","N/A","N/A","N/A","N/A"
"20","Annihilator","Canada","Metal","Big Indie Labels, Warner Music Group","23286","25911","32936","446939","14351788","111901340","21517","331645","3331507","38468","6900","63800","1824593","38259581","23054","464696","38407","N/A","N/A","N/A","N/A","7839","84019","13068","-6747","547461","3904","82076","N/A","N/A","N/A","889","7931","36716","52","365","59797","N/A","N/A","N/A","N/A","N/A"
"21","Municipal Waste","United States","Metal","Big Indie Labels","24814","25080","29764","356512","19425328","180186231","-85177","284856","1843385","43323","5400","54500","1394659","28284386","16175","317134","32046","N/A","N/A","N/A","N/A","13754","179721","23190","-9618","493270","3089","51229","N/A","N/A","N/A","318","12042","21221","33","139","N/A","N/A","N/A","N/A","N/A","N/A"
"22","Death Angel","United States","Metal","Big Indie Labels, Warner Music Group","25588","33057","32159","421791","8528342","73854472","-4158","168450","2889293","43071","7700","47200","972050","17795920","15907","235474","26523","N/A","N/A","N/A","N/A","2484","188486","16342","-7747","574374","2724","56757","N/A","N/A","N/A","569","9145","30592","47","333","N/A","N/A","N/A","N/A","N/A","N/A"
