"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"A Miserable Life...","2023-10-12","N/A","Metal","N/A","N/A","Decalius","N/A","N/A","N/A","N/A","69528","N/A","N/A","N/A","N/A","8303394.6000000015","N/A","N/A","N/A","10836743","18312047","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","39839"
"i always seem to miss her","2024-05-29","N/A","Metal","N/A","N/A","rosevile sucks","N/A","N/A","N/A","N/A","87782","N/A","N/A","N/A","N/A","6477871.72","N/A","N/A","N/A","8186753","10313749","N/A","N/A","N/A","13541","39356","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","247737","345313","N/A","N/A","N/A","0","7301"
"wonderful life (feat. Dani Filth)","2018-10-21","N/A","Metal","N/A","N/A","Bring Me the Horizon, Dani Filth","N/A","N/A","N/A","N/A","105720","N/A","N/A","N/A","N/A","5284795.515","N/A","N/A","N/A","4885019","81598316","N/A","N/A","N/A","1178994","32221215","N/A","N/A","N/A","1895","N/A","N/A","N/A","N/A","38557","518779","N/A","N/A","N/A","N/A","N/A"
"Black Metal","1981-01-01","N/A","Metal","N/A","N/A","Venom","N/A","N/A","N/A","N/A","127995","N/A","N/A","N/A","N/A","4299834.899999999","N/A","N/A","N/A","3218004","17255342","N/A","N/A","N/A","398333","2111569","N/A","N/A","N/A","5484","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","30631"
"Loneliness","2023-10-12","N/A","Metal","N/A","N/A","Decalius","N/A","N/A","N/A","N/A","141129","N/A","N/A","N/A","N/A","3849024.6999999997","N/A","N/A","N/A","5130696","14238743","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","113955"
"Gateways","2010-09-24","N/A","Metal","N/A","N/A","Dimmu Borgir","N/A","N/A","N/A","N/A","141316","N/A","N/A","N/A","N/A","3842938.065","N/A","N/A","N/A","3941945","20241251","N/A","N/A","N/A","578577","19188285","N/A","N/A","N/A","1691","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","30266"
"What Falling in Love Feels sped","2023-07-31","N/A","Metal","N/A","N/A","demoncy","N/A","N/A","N/A","N/A","144396","N/A","N/A","N/A","N/A","3751100.1999999993","N/A","N/A","N/A","4966128","31637491","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"if we never met","2025-01-24","N/A","Metal","N/A","N/A","rosevile sucks","N/A","N/A","N/A","N/A","146505","N/A","N/A","N/A","N/A","3686751.139999999","N/A","N/A","N/A","4558583","4662984","N/A","N/A","N/A","16236","28272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","113674","116746","N/A","N/A","N/A","0","218"
"Progenies of the Great Apocalypse","2003-09-28","N/A","Metal","N/A","N/A","Dimmu Borgir","N/A","N/A","N/A","N/A","161146","N/A","N/A","N/A","N/A","3297585.745","N/A","N/A","N/A","1959514","15955281","N/A","N/A","N/A","751111","16703138","N/A","N/A","N/A","3863","N/A","N/A","N/A","N/A","6645","24545","N/A","N/A","N/A","0","32533"
"Dunkelheit","1996-01-01","N/A","Metal","N/A","N/A","Burzum","N/A","N/A","N/A","N/A","176509","N/A","N/A","N/A","N/A","2971600.48","N/A","N/A","N/A","3728476","25814254","N/A","N/A","N/A","260","238481","N/A","N/A","N/A","535","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","49033"
"K.I.N.G","2006-01-01","N/A","Metal","N/A","N/A","Satyricon","N/A","N/A","N/A","N/A","208459","N/A","N/A","N/A","N/A","2438653.764999999","N/A","N/A","N/A","26106","407521","N/A","N/A","N/A","112769","1156214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6397","46460","N/A","N/A","N/A","0","26602"
"O Father O Satan O Sun!","2014-02-04","N/A","Metal","N/A","N/A","Behemoth","N/A","N/A","N/A","N/A","210424","N/A","N/A","N/A","N/A","2411445.8150000004","N/A","N/A","N/A","8168","203372","N/A","N/A","N/A","803329","26755790","N/A","N/A","N/A","680","N/A","N/A","N/A","N/A","9749","69573","N/A","N/A","N/A","N/A","N/A"
"The Shit Ov God","2025-01-29","N/A","Metal","N/A","N/A","Behemoth","N/A","N/A","N/A","N/A","214106","N/A","N/A","N/A","N/A","2362135.7600000002","N/A","N/A","N/A","1614332","2530917","N/A","N/A","N/A","1056362","1715914","N/A","N/A","N/A","1171","N/A","N/A","N/A","N/A","2939","3934","N/A","N/A","N/A","0","1804"
"Jealous","2024-04-19","N/A","Metal","N/A","N/A","Blade and Bath, Decalius","N/A","N/A","N/A","N/A","219483","N/A","N/A","N/A","N/A","2292453.9","N/A","N/A","N/A","3026858","4997304","N/A","N/A","N/A","0","163976","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","12198"
"A Fine Day to Die","1988-01-01","N/A","Metal","N/A","N/A","Bathory","N/A","N/A","N/A","N/A","225811","N/A","N/A","N/A","N/A","2215821.67","N/A","N/A","N/A","1583348","12956857","N/A","N/A","N/A","568256","2181274","N/A","N/A","N/A","1744","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Blow Your Trumpets Gabriel","2013-12-03","N/A","Metal","N/A","N/A","Behemoth","N/A","N/A","N/A","N/A","231636","N/A","N/A","N/A","N/A","2148157.17","N/A","N/A","N/A","6785","328404","N/A","N/A","N/A","577256","18381258","N/A","N/A","N/A","1417","N/A","N/A","N/A","N/A","3365","30867","N/A","N/A","N/A","N/A","N/A"
"Puritania","2001-03-12","N/A","Metal","N/A","N/A","Dimmu Borgir","N/A","N/A","N/A","N/A","232766","N/A","N/A","N/A","N/A","2134903.3600000003","N/A","N/A","N/A","2137202","20891026","N/A","N/A","N/A","315960","2678298","N/A","N/A","N/A","743","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","33924"
"Art of Corruption","2025-05-02","N/A","Metal","N/A","N/A","Inherently Lost","N/A","N/A","N/A","N/A","238337","N/A","N/A","N/A","N/A","2073932.5750000002","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","12595","13651","N/A","N/A","N/A","7384","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"One Rode to ASA Bay","1990-01-01","N/A","Metal","N/A","N/A","Bathory","N/A","N/A","N/A","N/A","242071","N/A","N/A","N/A","N/A","2035440.0500000003","N/A","N/A","N/A","663878","4299902","N/A","N/A","N/A","1014505","4451925","N/A","N/A","N/A","570","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","11724"
"Transilvanian Hunger - Studio","1994-02-17","N/A","Metal","N/A","N/A","Darkthrone","N/A","N/A","N/A","N/A","244114","N/A","N/A","N/A","N/A","2014582.6000000003","N/A","N/A","N/A","1293753","10800478","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","165","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","12946"
"Misanthropy","2023-10-12","N/A","Metal","N/A","N/A","Decalius","N/A","N/A","N/A","N/A","246192","N/A","N/A","N/A","N/A","1994148.795","N/A","N/A","N/A","2379433","3698944","N/A","N/A","N/A","238943","332061","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","2870"
"In League with Satan","1981-01-01","N/A","Metal","N/A","N/A","Venom","N/A","N/A","N/A","N/A","252799","N/A","N/A","N/A","N/A","1930476.9249999998","N/A","N/A","N/A","1222188","4872288","N/A","N/A","N/A","66345","107603","N/A","N/A","N/A","1970","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","7806"
"Mourning Palace","1997-05-30","N/A","Metal","N/A","N/A","Dimmu Borgir","N/A","N/A","N/A","N/A","261824","N/A","N/A","N/A","N/A","1849789.3699999999","N/A","N/A","N/A","1748581","14615666","N/A","N/A","N/A","83045","1960054","N/A","N/A","N/A","1431","N/A","N/A","N/A","N/A","2757","6448","N/A","N/A","N/A","N/A","N/A"
"Dimmu Borgir","2010-09-24","N/A","Metal","N/A","N/A","Dimmu Borgir","N/A","N/A","N/A","N/A","262608","N/A","N/A","N/A","N/A","1842927.0499999998","N/A","N/A","N/A","1906645","9041319","N/A","N/A","N/A","472537","9092799","N/A","N/A","N/A","167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","14071"
"Magnolia","2025-01-27","N/A","Metal","N/A","N/A","Deafheaven","N/A","N/A","N/A","N/A","267985","N/A","N/A","N/A","N/A","1796159.9400000004","N/A","N/A","N/A","1944219","3303116","N/A","N/A","N/A","238450","497138","N/A","N/A","N/A","683","N/A","N/A","N/A","N/A","6232","8242","N/A","N/A","N/A","0","1249"
"Heathen","2025-02-25","N/A","Metal","N/A","N/A","Deafheaven","N/A","N/A","N/A","N/A","269304","N/A","N/A","N/A","N/A","1785445.1099999999","N/A","N/A","N/A","2150998","3281679","N/A","N/A","N/A","129235","259004","N/A","N/A","N/A","331","N/A","N/A","N/A","N/A","7668","8963","N/A","N/A","N/A","0","690"
