"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"1","Behemoth","Poland","Metal","Big Indie Labels","10811","16790","808","735524","538905","282643755","-4129","390569","6580078","15380","0","503000","224405","173311540","2099","2377422","9914","148","80323","2754","0","-223","800652","926","-324","1494573","132","196618","6","9556","1892","0","11626","376","23","78","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Cradle Of Filth","United Kingdom","Metal","Big Indie Labels","12062","16275","948","661338","583893","298716876","-6040","480186","8550073","12139","0","354000","261316","299299522","1773","2267945","13700","N/A","N/A","N/A","N/A","190","367723","8779","-1020","2076463","136","270731","N/A","N/A","N/A","19","9449","472","31","102","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Mayhem","Norway","Metal","Sony Music Entertainment, Big Indie Labels","13707","19040","1687","827182","348856","155833698","-5136","306121","1373545","21112","1000","249000","32552","22575323","415","436820","18436","0","54","0","0","-2","487371","12368","-290","667924","110","82100","4","2102","267","7","24284","216","20","48","N/A","N/A","N/A","N/A","N/A","N/A"
"4","Dimmu Borgir","Norway","Metal","Big Indie Labels","14436","18860","1075","601604","726244","287028821","27512","486543","4406430","22023","1000","203000","105575","142359603","1179","1066753","18718","N/A","N/A","N/A","N/A","1383","218393","9991","431","1341874","145","198974","8","6095","1483","160","11077","481","29","94","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Venom","United Kingdom","Metal","Big Indie Labels, BMG","19887","27110","757","605236","255129","108184056","-24740","230231","2100610","34778","0","68600","1778","9248038","23","132335","41966","N/A","N/A","N/A","N/A","-26","17230","0","152","154491","77","98791","N/A","N/A","N/A","0","9140","578","35","109","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Bathory","Sweden","Metal","Other Indie / Unsigned","20366","27639","1060","518542","341294","130290832","-2826","215912","1142161","24985","1000","122000","168536","30522653","2367","518673","N/A","N/A","N/A","N/A","N/A","138","64495","123","67","8928","77","72795","N/A","N/A","N/A","5","17712","247","24","56","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Immortal","Norway","Metal","Big Indie Labels","22975","32371","552","429517","214972","101712647","-1114","182327","2058002","33740","0","187000","28576","42981319","259","399796","28935","N/A","N/A","N/A","N/A","48","71512","54","-780","920698","81","122637","N/A","N/A","N/A","1","20832","197","21","47","48576","7","0","0","11.499659116396613","13.216842367437533"
"8","Satyricon","Norway","Metal","Big Indie Labels","24983","30447","517","341141","193767","104545350","317","169508","4989986","32130","100","96400","68926","45247704","592","418358","31067","N/A","N/A","N/A","N/A","2","200116","40","-239","621902","67","96357","6","2975","404","0","18273","242","17","39","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Darkthrone","Norway","Metal","Big Indie Labels","27065","30545","1036","525833","230195","99914148","909","205437","815064","97079","N/A","N/A","N/A","N/A","N/A","N/A","33846","N/A","N/A","N/A","N/A","90","284966","705","-95","323167","90","76051","N/A","N/A","N/A","18","24457","167","19","41","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Dissection","Sweden","Metal","N/A","28455","33139","921","284107","477507","130343585","961","225880","1290010","35090","0","52200","8","10368624","0","170877","N/A","N/A","N/A","N/A","N/A","-2","332","0","-5","91346","65","41539","N/A","N/A","N/A","1","35258","86","13","18","N/A","N/A","N/A","N/A","N/A","N/A"
