"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Metallica","United States","Metal","Big Indie Labels","67","77","348503","34013070","287694234","20883888562","148666","32181087","130521992","344","100000","12300000","56779931","9225197612","327890","66917678","229","27040","4731876","146920","649854","7410","13765841","505994","-30300","36094602","24308","8040364","4314","433371","552001","224334","97","140136","145","4686","5428","192","1","338","10.78834510830577","742.2284455583695"
"2","Pantera","United States","Metal","Big Indie Labels","1068","1081","81695","6687630","55770304","3143117870","348578","8210322","34591275","3307","10000","1700000","8129803","943804464","66034","6691590","2467","N/A","N/A","N/A","N/A","16432","2547934","83616","-7491","8481398","5702","1592616","N/A","N/A","N/A","30441","1822","15417","57","799","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Megadeth","United States","Metal","Big Indie Labels","1396","1583","46111","6437171","39033557","3043015394","-294258","5095617","31311718","7281","1540000","1770000","3513760","680368649","30577","8112378","1517","4073","497850","42917","168262","-5137","3400538","175993","-9864","7843327","6468","1769270","593","37251","84025","13066","1081","26194","66","1015","N/A","N/A","N/A","N/A","N/A","N/A"
"4","Slayer","United States","Metal","Big Indie Labels","2356","2459","32877","4625385","18844019","1850188201","51596","3354294","19195317","6768","0","1060000","1646626","345298951","12719","2987770","N/A","N/A","N/A","N/A","N/A","36880","1775630","67692","-8639","4648416","3818","916293","470","185965","57591","57728","1719","16893","55","570","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Sepultura","Brazil","Metal","Big Indie Labels, Warner Music Group","3485","4695","24902","2461433","14552034","817389451","-2468","2299289","19377969","8752","5000","486000","2256185","301095222","20913","2947148","4839","6371","50572","476","23209","7467","1217287","86601","-4134","3878657","3613","897448","256","16090","32462","4911","3387","8238","53","466","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Trivium","United States","Metal","Warner Music Group, Universal Music Group","4287","5289","8436","1753815","11695455","1397968851","15531","1819609","18628238","8125","2000","810000","2669748","518593467","24039","4371702","5588","2312","105804","42283","524779","1950","720076","13528","-504","1928050","1162","375037","-88","2604920","33750","1476","4283","6134","48","276","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Anthrax","United States","Metal","Big Indie Labels, Sony Music Entertainment, Warner Music Group","5880","7112","13137","1941204","5013206","532692971","-17395","1131492","12695004","11500","1000","346000","833508","169548066","8325","1675858","10412","N/A","N/A","N/A","N/A","22508","957525","32178","-3334","2470958","1287","501475","59","11751","9715","4789","2566","11064","57","602","N/A","N/A","N/A","N/A","N/A","N/A"
"8","66Samus","Canada","Metal","N/A","7490","163844","100","8929","34590","7402154","238","14037","259964","4105","20000","1130000","8705247","337852692","157183","10970113","5217","3228","601689","108653","786925","71346","507903","60768","3664","521115","15","1532","N/A","N/A","N/A","25","399626","0","0","0","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Machine Head","United States","Metal","Big Indie Labels, Sony Music Entertainment","8290","7016","6603","1450697","6716040","777174520","50237","1400003","16893091","18566","1000","299000","688712","169681607","7791","1862119","13885","2949","55637","16302","10197","3723","449132","17791","-1990","1366880","1141","294081","81","10576","18379","3255","5095","5184","43","342","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Testament","United States","Metal","Big Indie Labels","9142","8782","7929","1270952","4331549","495424437","7507","847312","12894697","19521","2000","187000","499561","104196984","6013","1154099","15611","N/A","N/A","N/A","N/A","21012","354342","24410","-124","1641284","811","273444","54","6466","10444","3754","4026","6572","50","350","N/A","N/A","N/A","N/A","N/A","N/A"
"11","Kreator","Germany","Metal","Big Indie Labels","9896","14697","5128","881764","3973037","335005026","-37970","535784","8759479","18637","3000","166000","673248","118416042","9044","1290975","8987","2351","49233","19922","5878","16216","415060","27116","0","1150316","958","185643","N/A","N/A","N/A","1412","4499","6746","43","271","N/A","N/A","N/A","N/A","N/A","N/A"
"12","Suicidal Tendencies","United States","Punk","Big Indie Labels, BMG","10861","11060","6478","867731","3775935","346532769","16143","797389","12672953","15986","1000","262000","477989","113789958","4762","1005322","22193","N/A","N/A","N/A","N/A","1354","378094","10563","-1421","997683","692","114802","40","7727","10474","3409","8044","2899","44","280","N/A","N/A","N/A","N/A","N/A","N/A"
"13","Exodus","United States","Metal","Big Indie Labels","11353","15515","8795","897224","3654480","218634759","56448","616016","7328856","25723","2000","184000","281992","34569570","3790","460502","17932","84","3378","151","808","14064","361699","13629","-343","1231853","801","210320","N/A","N/A","N/A","1335","5789","4916","47","245","N/A","N/A","N/A","N/A","N/A","N/A"
"14","Soulfly","United States","Metal","Big Indie Labels","12153","14687","5944","834711","2689319","225054367","23508","626854","7301834","17022","1000","191000","882674","149005353","8771","1339368","13107","110","15321","151","3281","8919","251128","12342","-541","963455","846","204931","N/A","N/A","N/A","1527","7471","3329","33","177","N/A","N/A","N/A","N/A","N/A","N/A"
"15","Sodom","Germany","Metal","Big Indie Labels, BMG","18548","26105","4009","563092","1769682","147527408","-18909","266310","1377446","29840","1600","74500","353973","29097035","6653","376023","28040","N/A","N/A","N/A","N/A","4386","171811","1420","-1183","803540","520","136983","N/A","N/A","N/A","840","7151","3438","36","169","N/A","N/A","N/A","N/A","N/A","N/A"
"16","Miss May I","United States","Metal","Other Indie / Unsigned","21624","18072","2418","541617","2031883","303311578","-71342","436164","4810765","36372","0","44300","165408","83847609","1258","708814","21178","40","12964","54","927","3004","171920","1994","-1102","1172132","172","86028","42","5071","12778","304","20622","744","19","56","N/A","N/A","N/A","N/A","N/A","N/A"
"17","Sylosis","United Kingdom","Metal","Big Indie Labels","22868","30653","3293","183487","2531691","109873949","-131973","350873","5612582","36625","900","50100","65955","15637225","1015","257151","47815","47","3651","71","714","14072","79642","7616","348","124566","216","19282","N/A","N/A","N/A","358","35697","606","24","63","N/A","N/A","N/A","N/A","N/A","N/A"
"18","Overkill","United States","Metal","Big Indie Labels","22929","26754","3822","628838","1076050","110726268","3581","197729","3219833","60556","N/A","N/A","N/A","N/A","N/A","N/A","25407","N/A","N/A","N/A","N/A","1720","182354","8607","-519","621419","370","111224","N/A","N/A","N/A","1131","5711","4478","42","232","N/A","N/A","N/A","N/A","N/A","N/A"
"19","Gwar","United States","Metal","Other Indie / Unsigned","23133","41185","1886","269198","1074526","103853343","-1903","146998","1246476","30025","1000","94000","180791","31471659","2512","371930","19053","319","55752","3483","24725","31916","199390","36813","1256","452491","115","15700","26","3108","14154","517","15807","1153","29","141","N/A","N/A","N/A","N/A","N/A","N/A"
"20","Annihilator","Canada","Metal","Big Indie Labels, Warner Music Group","23286","25911","3221","446939","1318608","111901340","7993","331645","3331507","38468","600","63800","160059","38259581","1946","464696","38407","N/A","N/A","N/A","N/A","6760","84019","10667","-577","547461","310","82076","N/A","N/A","N/A","889","7931","3082","41","217","59797","N/A","N/A","N/A","N/A","N/A"
"21","Municipal Waste","United States","Metal","Big Indie Labels","24814","25080","2223","356512","1293208","180186231","2430","284856","1843385","43323","500","54500","126331","28284386","1368","317134","32046","N/A","N/A","N/A","N/A","6895","179721","5130","-925","493270","228","51229","N/A","N/A","N/A","318","12042","1829","26","75","N/A","N/A","N/A","N/A","N/A","N/A"
"22","Death Angel","United States","Metal","Big Indie Labels, Warner Music Group","25588","33057","2856","421791","650741","73854472","-5704","168450","2889293","43071","300","47200","79356","17795920","1052","235474","26523","N/A","N/A","N/A","N/A","314","188486","2962","-734","574374","224","56757","N/A","N/A","N/A","569","9145","2505","39","176","N/A","N/A","N/A","N/A","N/A","N/A"
"23","Lost Society","Finland","Metal","Big Indie Labels","25809","52987","2451","107484","1429700","61632878","4116","205393","612483","33012","3200","39500","1242832","16926248","16478","266010","22967","359","75213","6828","34785","5806","46493","10166","698","96350","165","14895","N/A","N/A","N/A","871","25471","580","21","51","N/A","N/A","N/A","N/A","N/A","N/A"
