"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"40","Møl","Denmark","Metal","Big Indie Labels","56364","70706","58754","19529909","104377","268236","73506","7610","1107355","22324","124473","N/A","15552","15315","2155","451","176704","N/A","N/A","N/A","N/A","N/A"
"41","rosevile sucks","United States","Metal","Warner Music Group","57228","41728","18957","19386053","394331","960437","95806","1330","102952","4159","N/A","N/A","N/A","N/A","94","325","N/A","N/A","N/A","N/A","N/A","N/A"
"42","Einar Selvik","Norway","Metal","Big Indie Labels, Sony Music Entertainment","58237","32839","101884","136621361","290885","3803508","76730","N/A","N/A","N/A","52308","N/A","228614","N/A","6588","546","101550","N/A","N/A","N/A","N/A","N/A"
"43","Batushka","Poland","Metal","Big Indie Labels","58376","72722","188697","76101508","48830","252823","69760","19500","8684128","117494","60684","N/A","84009","113889","20195","N/A","249736","N/A","N/A","N/A","N/A","N/A"
"44","Blood Of Angels","United States","Metal","Other Indie / Unsigned","58965","286003","8284","446314","2247","64696","32759","18100","385586","11568","143537","N/A","8974","18460","48","60","175307","N/A","N/A","N/A","N/A","N/A"
"45","Sólstafir","Iceland","Metal","Sony Music Entertainment","59399","60936","159728","51950923","58649","937704","69081","50","21001388","203346","63774","N/A","52277","148822","23602","N/A","31746","N/A","N/A","N/A","N/A","N/A"
"46","Wolfheart","Finland","Metal","Big Indie Labels","59525","98367","68768","25313212","30713","236780","46008","75600","22364393","287428","78109","N/A","33737","101341","9874","N/A","44989","N/A","N/A","N/A","N/A","N/A"
"47","Witch Club Satan","Norway","Metal","Other Indie / Unsigned","59894","84801","34410","2482155","29965","2749978","65359","13400","840812","25424","27409","N/A","102675","30607","1318","N/A","231368","N/A","N/A","N/A","N/A","N/A"
"48","Carach Angren","Netherlands","Metal","Big Indie Labels","62516","84060","118597","31893085","41098","317758","72055","11100","12368892","204197","52828","547","82840","196335","20265","336","45513","N/A","N/A","N/A","N/A","N/A"
"49","Chthonic","Taiwan","Metal","Big Indie Labels","63102","123998","60507","21351359","22446","125554","43328","96800","37551057","415752","40781","N/A","28729","300425","5811","N/A","96759","N/A","N/A","N/A","N/A","N/A"
