"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 3m","Spotify Followers Total","Spotify Streams 3m","Spotify Streams Total","Spotify Monthly Listeners 3m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 3m","YouTube Subscribers Total","YouTube Views 3m","YouTube Views Total","YouTube Likes 3m","YouTube Likes Total","Social Rank","TikTok Followers 3m","TikTok Followers Total","TikTok Likes 3m","TikTok Views 3m","Instagram Followers 3m","Instagram Followers Total","Instagram Likes 3m","Facebook Followers 3m","Facebook Followers Total","Deezer Fans 3m","Deezer Fans Total","SoundCloud Followers 3m","SoundCloud Followers Total","SoundCloud Plays 3m","Shazam Shazams 3m","Radio Airplay Rank","Radio Airplay Spins 3m","Radio Airplay Countries with Spins 3m","Radio Airplay Stations with Spins 3m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 3m","Beatport Track Performance Points Total"
"1","Metallica","United States","Metal","Big Indie Labels","67","77","998077","34013070","850308790","20883888562","596161","32181087","130521992","344","200000","12300000","164108707","9225197612","978567","66917678","229","117040","4731876","946920","10484014","132962","13765841","1773119","-47263","36094602","77835","8040364","13297","433371","1647420","224334","97","408746","156","5448","5428","192","1","338","12.289483736909908","742.2284455583695"
"2","Avenged Sevenfold","United States","Metal","Warner Music Group","462","557","444751","12444970","322048955","7538455076","502270","11614776","40784044","929","70000","6930000","67087942","3535442098","314034","24205479","964","48555","797404","607738","3044777","116003","3453496","1250429","-41731","15090490","23149","1898931","2657","2986475","1444700","37492","1763","48642","75","1044","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Ozzy Osbourne","United Kingdom","Metal","Sony Music Entertainment, Universal Music Group","495","604","363475","8246913","223859772","4823138310","472640","14676984","93453431","1152","70000","3560000","52620987","1492664752","389381","16067541","243","N/A","N/A","N/A","N/A","41478","8482782","762733","150450","13435730","30546","2561824","3715","69800","576362","145334","239","212034","100","3848","50396","N/A","N/A","N/A","N/A","N/A"
"4","Disturbed","United States","Rock","Warner Music Group, Universal Music Group, Big Indie Labels","609","491","151938","7921496","217803233","7168973633","1013680","17512143","67989295","1079","40000","5070000","67901404","3676519528","384094","27052590","2473","12085","2113211","40026","1091848","2247","2635484","219714","120622","12112573","17557","1482856","2890","122196","1810627","56758","429","133326","103","3349","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Black Sabbath","United Kingdom","Metal","BMG, Universal Music Group, Sony Music Entertainment","619","462","331548","10380296","242069371","5616383897","1797429","17870796","45706210","2474","40000","2610000","25736214","1056037609","192879","8746889","N/A","N/A","N/A","N/A","N/A","37822","5382799","179583","12585","11881397","34151","2984084","3548","83152","843655","68500","312","190047","101","3800","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Iron Maiden","United Kingdom","Metal","Warner Music Group, Universal Music Group","722","817","205236","10730709","200941617","6195610164","444907","8969515","34162338","2059","40000","3250000","31266776","1281152729","196820","10299130","1176","30160","912825","133651","1798632","53658","4588232","976463","-46137","13159174","38152","3725692","N/A","N/A","N/A","0","503","133373","89","2663","130070","26","0","0","0.34322660008716255","6.864532001743251"
"7","Five Finger Death Punch","United States","Metal","Big Indie Labels","989","1087","97586","7094103","141120236","7098392168","382030","6313351","33981841","666","20000","4350000","43184250","3616143974","201626","22694197","5788","1030","541552","3245","235077","1394","1215013","63664","-11088","5378378","12505","1105243","2120","146025","1321167","22177","902","73693","65","955","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Ghost","Sweden","Rock","Big Indie Labels, Universal Music Group, Warner Music Group","1189","1262","83905","3921673","172954548","4489728710","258866","8171305","34751085","1482","50000","3310000","44144676","1310412389","420796","17749078","3145","8281","1758554","254013","604366","20098","2024341","661362","-1637","1836760","11880","596922","2092","49989","472877","41311","2813","26126","62","927","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Megadeth","United States","Metal","Big Indie Labels","1396","1583","156088","6437171","135249221","3043015394","-75768","5095617","31311718","7281","1540000","1770000","10114041","680368649","91741","8112378","1517","26553","497850","42917","1147442","21019","3400538","910895","-17752","7843327","19866","1769270","1880","37251","269747","13066","1081","78493","75","1297","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Black Label Society","United States","Metal","Universal Music Group","1444","4672","66182","1928489","63617096","801106649","568181","3168742","7762379","1716","17000","756000","8205996","359830741","164282","3362293","23150","13789","336107","140988","776614","N/A","N/A","N/A","-3322","1977027","3196","277058","731","12180","590797","17237","4433","21258","56","602","N/A","N/A","N/A","N/A","N/A","N/A"
