"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"74","Forbidden","United States","Metal","Big Indie Labels","73055","83221","110915","11602960","41022","839256","213382","N/A","N/A","N/A","87248","N/A","N/A","123560","10414","N/A","24740","N/A","N/A","N/A","N/A","N/A"
"75","Locomuerte","France","Metal","Big Indie Labels","73085","265687","5121","1082326","6367","2328","42382","14000","1269758","13877","154112","N/A","8046","11230","2779","33","147677","N/A","N/A","N/A","N/A","N/A"
"76","Melechesh","Netherlands","Metal","Big Indie Labels","73583","103849","59393","14371269","49419","251884","83610","9310","4176037","44913","63763","N/A","10655","107360","11027","N/A","57677","N/A","N/A","N/A","N/A","N/A"
"77","Crisix","Spain","Metal","Big Indie Labels, Warner Music Group","73784","115498","52430","14609313","23170","782941","61611","44600","11443666","184946","66108","1688","41986","137455","11847","N/A","35298","N/A","N/A","N/A","N/A","N/A"
"78","Angelus Apatrida","Spain","Metal","Sony Music Entertainment","74197","101307","72847","16901337","27563","800921","73645","15100","5385825","91369","62940","N/A","58243","116755","11643","N/A","29940","N/A","N/A","N/A","N/A","N/A"
"79","Atheist","United States","Metal","N/A","74829","99162","86304","11332114","30463","345079","88792","8550","405451","8193","92740","1427","25408","70610","8862","N/A","51279","N/A","N/A","N/A","N/A","N/A"
"80","Pro-Pain","United States","Metal","Big Indie Labels","74913","72446","86562","29917144","70567","2822055","110211","N/A","N/A","N/A","86752","N/A","11105","46550","5345","N/A","30285","N/A","N/A","N/A","N/A","N/A"
"81","Sister Sin","Sweden","Metal","Other Indie / Unsigned","76744","89542","40097","22503180","68342","564591","66462","19200","7006604","71518","112837","N/A","5326","55733","6522","N/A","32697","N/A","N/A","N/A","N/A","N/A"
"82","Mortal Kombat","Serbia","Metal","N/A","76827","181678","16831","7688793","12463","49778","43448","44300","44865211","263766","124936","N/A","17863","27343","6742","128","41063","N/A","N/A","N/A","N/A","N/A"
"83","Ouroboros","Australia","Metal","N/A","77239","144676","31174","5376228","20993","35920","59726","50400","624549","10341","153861","N/A","N/A","42031","4834","N/A","60966","N/A","N/A","N/A","N/A","N/A"
