"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"1","Metallica","United States","Metal","Big Indie Labels","67","77","34013070","20883888562","32181087","130521992","344","12300000","9225197612","66917678","229","4731876","13765841","36094602","8040364","433371","97","5428","192","1","338","742.2284455583695"
"2","Avenged Sevenfold","United States","Metal","Warner Music Group","462","557","12444970","7538455076","11614776","40784044","929","6930000","3535442098","24205479","964","797404","3453496","15090490","1898931","2986475","1763","N/A","N/A","N/A","N/A","N/A"
"3","Ozzy Osbourne","United Kingdom","Metal","Sony Music Entertainment, Universal Music Group","495","604","8246913","4823138310","14676984","93453431","1152","3560000","1492664752","16067541","243","N/A","8482782","13435730","2561824","69800","239","50396","N/A","N/A","N/A","N/A"
"4","Disturbed","United States","Rock","Warner Music Group, Universal Music Group, Big Indie Labels","609","491","7921496","7168973633","17512143","67989295","1079","5070000","3676519528","27052590","2473","2113211","2635484","12112573","1482856","122196","429","N/A","N/A","N/A","N/A","N/A"
"5","Black Sabbath","United Kingdom","Metal","BMG, Universal Music Group, Sony Music Entertainment","619","462","10380296","5616383897","17870796","45706210","2474","2610000","1056037609","8746889","N/A","N/A","5382799","11881397","2984084","83152","312","N/A","N/A","N/A","N/A","N/A"
"6","Iron Maiden","United Kingdom","Metal","Warner Music Group, Universal Music Group","722","817","10730709","6195610164","8969515","34162338","2059","3250000","1281152729","10299130","1176","912825","4588232","13159174","3725692","N/A","503","130070","26","0","0","6.864532001743251"
"7","Five Finger Death Punch","United States","Metal","Big Indie Labels","989","1087","7094103","7098392168","6313351","33981841","666","4350000","3616143974","22694197","5788","541552","1215013","5378378","1105243","146025","902","N/A","N/A","N/A","N/A","N/A"
"8","Ghost","Sweden","Rock","Big Indie Labels, Universal Music Group, Warner Music Group","1189","1262","3921673","4489728710","8171305","34751085","1482","3310000","1310412389","17749078","3145","1758554","2024341","1836760","596922","49989","2813","N/A","N/A","N/A","N/A","N/A"
"9","Megadeth","United States","Metal","Big Indie Labels","1396","1583","6437171","3043015394","5095617","31311718","7281","1770000","680368649","8112378","1517","497850","3400538","7843327","1769270","37251","1081","N/A","N/A","N/A","N/A","N/A"
"10","Black Label Society","United States","Metal","Universal Music Group","1444","4672","1928489","801106649","3168742","7762379","1716","756000","359830741","3362293","23150","336107","N/A","1977027","277058","12180","4433","N/A","N/A","N/A","N/A","N/A"
"11","Rob Zombie","United States","Metal","Big Indie Labels, BMG, Universal Music Group","1528","1610","3896932","2037812625","7250371","30192831","2970","1270000","750023580","5539494","1328","286446","2643023","5903010","586930","49506","2283","157583","3","0","0","1.1738731156493314"
"12","Judas Priest","United Kingdom","Metal","Sony Music Entertainment","1739","1958","4664489","2096603532","4197465","58027968","2297","1290000","934189832","8034299","2862","88394","1416689","4672104","1230261","N/A","550","N/A","N/A","N/A","N/A","N/A"
"13","Sabaton","Sweden","Metal","Big Indie Labels","1746","2890","2530350","4363862138","3323169","16934841","1607","2220000","2501104401","24924307","2583","703864","903799","1207241","400378","66180","2835","N/A","N/A","N/A","N/A","N/A"
"14","Motörhead","United Kingdom","Metal","Universal Music Group, BMG, Big Indie Labels","2445","2157","4607105","1917766375","4315013","36576227","5722","934000","427303113","3956517","N/A","323908","1458758","2940763","1100408","22422","1198","N/A","N/A","N/A","N/A","N/A"
"15","The Warning","Mexico","Rock","Universal Music Group","2624","7532","847070","432372663","1650772","25885139","4718","1040000","268914384","7959738","1592","953071","1252999","623869","48788","4503","7114","N/A","N/A","N/A","N/A","N/A"
"16","Volbeat","Denmark","Metal","Universal Music Group, Big Indie Labels","2663","1968","2804988","4173970130","4520983","20951066","3439","935000","1017725047","4737261","8816","225882","583153","1774163","623470","22576","781","N/A","N/A","N/A","N/A","N/A"
