"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Arch Enemy","Sweden","Metal","Sony Music Entertainment, Big Indie Labels","5767","9161","6616","1166447","5227688","619694449","-147502","863324","14835546","7407","3000","522000","3259384","564324282","29399","5064900","11671","2188","56389","8356","39660","11629","759468","44306","-719","1620200","1274","392197","61","17793","14054","2385","5132","5217","45","277","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Amon Amarth","Sweden","Metal","Big Indie Labels","7026","7708","5327","1270451","6756577","1050300398","-32471","947823","11293001","9899","1000","522000","1314388","301505950","8488","2717082","9731","N/A","N/A","N/A","N/A","5929","804046","22986","0","1595803","1164","358947","71","15906","21480","2204","4955","5477","43","250","N/A","N/A","N/A","N/A","N/A","N/A"
"3","In Flames","Sweden","Metal","Big Indie Labels","7235","6011","5686","1322307","14010436","2073208301","-48520","1471839","15694841","13882","2000","294000","1257929","236258386","7307","1685049","13796","N/A","N/A","N/A","N/A","4886","397411","22446","-1054","1200434","1277","283210","111","11968","23178","3712","4431","6061","47","330","166087","1","0","0","0.013201023080275476","0.2640204616055095"
"4","66Samus","Canada","Metal","N/A","7490","163844","100","8929","34590","7402154","238","14037","259964","4105","20000","1130000","8705247","337852692","157183","10970113","5217","3228","601689","108653","786925","71346","507903","60768","3664","521115","15","1532","N/A","N/A","N/A","25","399626","0","0","0","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Cannibal Corpse","United States","Metal","Big Indie Labels","8829","14040","11532","1296777","4170099","374770526","8198","620508","2508177","16250","4000","370000","473034","83260041","5889","1048151","9809","N/A","N/A","N/A","N/A","3188","998088","27059","-3350","2105095","1240","325745","224","24362","26844","1570","6755","3600","34","139","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Kreator","Germany","Metal","Big Indie Labels","9896","14697","5128","881764","3973037","335005026","-37970","535784","8759479","18637","3000","166000","673248","118416042","9044","1290975","8987","2351","49233","19922","5878","16216","415060","27116","0","1150316","958","185643","N/A","N/A","N/A","1412","4499","6746","43","271","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Children Of Bodom","Finland","Metal","Universal Music Group","10700","11328","6486","843393","6295008","601290725","13945","804098","6161643","25429","2000","212000","402868","45041659","4022","460584","N/A","N/A","N/A","N/A","N/A","10442","189794","4105","-2862","2206092","788","348310","91","7759","11317","1734","8117","3022","41","204","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Behemoth","Poland","Metal","Big Indie Labels","10811","16790","3923","735524","2282418","282643755","-10906","390569","6580078","15380","1000","503000","762877","173311540","7135","2377422","9914","286","80323","3996","13461","3809","800652","10600","-934","1494573","602","196618","39","9556","8730","484","11626","1703","28","132","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Death","United States","Metal","N/A","11016","9785","11633","1150110","6417189","429260715","-24337","918643","9051349","57785","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","18135","294483","953","-1924","956112","1292","207749","N/A","N/A","N/A","2535","6992","3447","41","205","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Mayhem","Norway","Metal","Sony Music Entertainment, Big Indie Labels","13707","19040","6848","827182","1613292","155833698","-75343","306121","1373545","21112","2000","249000","149999","22575323","2355","436820","18436","0","54","0","0","1579","487371","21665","-1131","667924","557","82100","5","2102","685","605","24284","916","26","91","N/A","N/A","N/A","N/A","N/A","N/A"
