"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Bring Me the Horizon","United Kingdom","Metal","Sony Music Entertainment, Universal Music Group, Warner Music Group","611","619","64948","6912707","122342413","9632104147","-1891","13703382","70482793","849","20000","4840000","18177216","2620155915","139006","32139587","1094","85915","1889765","587586","840918","34643","4178161","438880","-4172","5619420","6348","1281114","7507","3054708","322246","55512","2401","11513","67","813","125332","2","0","0","0.4605535826859295","4.297341962839957"
"2","Falling In Reverse","United States","Metal","Big Indie Labels","1499","1146","45047","4552950","61499128","4172929095","-63252","8354890","23523862","2775","0","1250000","7025804","1144891114","43749","12219152","3273","-2639","1388960","7157","151718","4184","1970391","43448","-3516","2550288","5073","508645","1018","116681","542361","42670","3450","7111","45","343","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Bad Omens","United States","Metal","Big Indie Labels","1542","1617","54735","2281046","85061231","2688023158","276590","7039275","23692439","4362","10000","469000","8041005","423237701","47629","4057032","2368","N/A","N/A","N/A","N/A","41043","1337954","346795","12124","520297","3450","148069","1322","43373","400446","67317","2590","13121","46","380","147925","1","1","63","0.1271029175375795","3.210278619266678"
"4","Motionless In White","United States","Metal","Warner Music Group, Sony Music Entertainment, Big Indie Labels","1787","2232","34741","2171177","52556929","2242562842","-195556","5596325","19988032","4010","10000","1300000","7824522","747274684","55244","8730947","3079","25658","567030","45993","114239","11876","1240581","20694","1817","1638764","2704","268408","N/A","N/A","N/A","30503","6369","4396","41","246","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Bullet For My Valentine","United Kingdom","Metal","Universal Music Group, Sony Music Entertainment, Big Indie Labels","1884","2004","26309","3638034","27364600","2784535984","-20164","5009029","24370763","2301","0","2090000","5417829","1155376400","31833","8308700","4494","377","28186","102","10543","816","1031897","2024","-9729","7568066","3085","1327275","367","110606","64029","8007","3697","7412","54","437","N/A","N/A","N/A","N/A","N/A","N/A"
"6","I Prevail","United States","Metal","Big Indie Labels, Warner Music Group","2269","2520","22654","1993853","31189517","2602412067","-55992","4509708","26579505","4512","10000","1190000","5084460","550022764","65844","6709061","2299","3975","1007522","118525","895305","9823","1068664","92730","24613","2039868","1991","170928","315","35822","148413","13457","3853","4785","45","316","134384","1","1","44","0.16699403724400727","190.42261971318487"
"7","A Day To Remember","United States","Punk","Warner Music Group, Sony Music Entertainment","2693","2074","15247","2585742","39044147","3841902243","719136","5620508","39384555","5487","0","1070000","2663600","763305805","14975","5796853","4305","580","349396","4698","91375","4988","1130016","61385","-4769","4127864","1441","484285","281","14490","95380","13696","3740","5266","49","353","89809","N/A","N/A","N/A","N/A","N/A"
"8","Electric Callboy","Germany","Metal","Sony Music Entertainment, Universal Music Group, Big Indie Labels","3463","3986","10254","1157268","21310583","1425551035","-72582","2777105","12824493","5002","0","1060000","5022010","498032654","29158","7543069","5303","330","417400","14255","66234","969","667589","26489","472","345584","1812","144050","23","8826","16703","9159","7120","3203","35","207","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Architects","United Kingdom","Metal","Big Indie Labels","3610","4384","15320","1320493","22536313","1454735207","1146","2780346","11639238","9100","3000","375000","2407601","323293561","15382","3621437","6012","473","190013","1546","25972","5425","750068","47718","3286","850498","1736","212842","289","10465","100780","13908","3062","8665","48","332","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Killswitch Engage","United States","Metal","Big Indie Labels, Sony Music Entertainment","3849","3063","14356","2240688","18550990","1690681810","-44890","3418532","18514330","9356","2000","535000","2014460","415938373","12988","3287490","7785","257","48691","885","15632","1421","478864","9786","-2185","2646394","1138","344682","159","26775","98226","10816","3915","4966","46","327","N/A","N/A","N/A","N/A","N/A","N/A"
