"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"1","Bring Me the Horizon","United Kingdom","Metal","Sony Music Entertainment, Universal Music Group, Warner Music Group","611","619","13646","6912707","27336956","9632104147","-7926","13703382","70482793","849","10000","4840000","4210021","2620155915","33737","32139587","1094","4230","1889765","183212","0","9849","4178161","180426","-902","5619420","1395","1281114","1516","3054708","62697","552","2401","2547","56","484","125332","2","0","0","0.4605535826859295","4.297341962839957"
"2","Falling In Reverse","United States","Metal","Big Indie Labels","1499","1146","8806","4552950","13374092","4172929095","-62986","8354890","23523862","2775","0","1250000","1511257","1144891114","9680","12219152","3273","544","1388960","2121","0","3350","1970391","21318","-932","2550288","1113","508645","201","116681","122807","344","3450","1647","37","222","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Bad Omens","United States","Metal","Big Indie Labels","1542","1617","10085","2281046","19188093","2688023158","-118013","7039275","23692439","4362","2000","469000","2205379","423237701","12603","4057032","2368","N/A","N/A","N/A","N/A","8342","1337954","57624","2185","520297","745","148069","247","43373","83434","0","2590","2633","37","240","147925","1","1","63","0.1271029175375795","3.210278619266678"
"4","Motionless In White","United States","Metal","Warner Music Group, Sony Music Entertainment, Big Indie Labels","1787","2232","6829","2171177","11675227","2242562842","-61570","5596325","19988032","4010","10000","1300000","1678899","747274684","11085","8730947","3079","1986","567030","9218","0","1539","1240581","1920","159","1638764","602","268408","N/A","N/A","N/A","167","6369","982","31","147","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Bullet For My Valentine","United Kingdom","Metal","Universal Music Group, Sony Music Entertainment, Big Indie Labels","1884","2004","5671","3638034","6224794","2784535984","-26331","5009029","24370763","2301","0","2090000","1214538","1155376400","7126","8308700","4494","119","28186","16","0","171","1031897","380","-2279","7568066","679","1327275","65","110606","13611","112","3697","1640","45","274","N/A","N/A","N/A","N/A","N/A","N/A"
"6","I Prevail","United States","Metal","Big Indie Labels, Warner Music Group","2269","2520","4392","1993853","6785914","2602412067","-43305","4509708","26579505","4512","0","1190000","953768","550022764","10313","6709061","2299","1533","1007522","49602","0","1716","1068664","14853","4422","2039868","421","170928","72","35822","29097","442","3853","1116","37","203","134384","1","1","44","0.16699403724400727","190.42261971318487"
"7","A Day To Remember","United States","Punk","Warner Music Group, Sony Music Entertainment","2693","2074","3217","2585742","8818153","3841902243","52905","5620508","39384555","5487","0","1070000","609607","763305805","3414","5796853","4305","154","349396","676","0","1341","1130016","9507","-1040","4127864","314","484285","57","14490","21020","13","3740","1192","39","229","89809","N/A","N/A","N/A","N/A","N/A"
"8","Electric Callboy","Germany","Metal","Sony Music Entertainment, Universal Music Group, Big Indie Labels","3463","3986","2269","1157268","4773584","1425551035","-9310","2777105","12824493","5002","0","1060000","1074321","498032654","6935","7543069","5303","179","417400","9919","0","263","667589","20977","176","345584","372","144050","1","8826","3595","358","7120","719","24","117","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Architects","United Kingdom","Metal","Big Indie Labels","3610","4384","3132","1320493","5235929","1454735207","-3725","2780346","11639238","9100","1000","375000","521813","323293561","3329","3621437","6012","170","190013","614","0","554","750068","7864","252","850498","426","212842","55","10465","22747","82","3062","2042","42","217","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Killswitch Engage","United States","Metal","Big Indie Labels, Sony Music Entertainment","3849","3063","3047","2240688","4182388","1690681810","-50490","3418532","18514330","9356","1000","535000","531649","415938373","3343","3287490","7785","98","48691","292","0","247","478864","1615","0","2646394","240","344682","32","26775","20178","5","3915","1111","34","209","N/A","N/A","N/A","N/A","N/A","N/A"
