"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"1","Arch Enemy","Sweden","Metal","Sony Music Entertainment, Big Indie Labels","5767","9161","1305","1166447","1061453","619694449","-44640","863324","14835546","7407","1000","522000","615855","564324282","5368","5064900","11671","126","56389","1015","0","668","759468","26088","-83","1620200","288","392197","15","17793","2539","17","5132","1287","37","182","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Amon Amarth","Sweden","Metal","Big Indie Labels","7026","7708","1097","1270451","1414862","1050300398","-18270","947823","11293001","9899","0","522000","249596","301505950","1628","2717082","9731","N/A","N/A","N/A","N/A","-222","804046","2842","0","1595803","235","358947","15","15906","5129","5","4955","1237","35","155","N/A","N/A","N/A","N/A","N/A","N/A"
"3","In Flames","Sweden","Metal","Big Indie Labels","7235","6011","1176","1322307","2982531","2073208301","-17747","1471839","15694841","13882","1000","294000","295295","236258386","1709","1685049","13796","N/A","N/A","N/A","N/A","269","397411","6014","-265","1200434","273","283210","23","11968","4872","55","4431","1372","35","204","166087","1","0","0","0.013201023080275476","0.2640204616055095"
"4","66Samus","Canada","Metal","N/A","7490","163844","20","8929","7536","7402154","-59","14037","259964","4105","10000","1130000","2354265","337852692","48149","10970113","5217","998","601689","35559","0","1455","507903","15866","1043","521115","2","1532","N/A","N/A","N/A","0","399626","0","0","0","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Cannibal Corpse","United States","Metal","Big Indie Labels","8829","14040","2431","1296777","894005","374770526","-6363","620508","2508177","16250","1000","370000","106716","83260041","1337","1048151","9809","N/A","N/A","N/A","N/A","757","998088","511","-833","2105095","257","325745","56","24362","6000","2","6755","831","30","84","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Kreator","Germany","Metal","Big Indie Labels","9896","14697","1211","881764","908657","335005026","-2833","535784","8759479","18637","2000","166000","224927","118416042","4133","1290975","8987","71","49233","739","0","394","415060","12480","0","1150316","205","185643","N/A","N/A","N/A","0","4499","1499","41","189","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Children Of Bodom","Finland","Metal","Universal Music Group","10700","11328","1380","843393","1283866","601290725","-12158","804098","6161643","25429","0","212000","78788","45041659","856","460584","N/A","N/A","N/A","N/A","N/A","317","189794","958","-762","2206092","157","348310","18","7759","3955","6","8117","692","32","124","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Behemoth","Poland","Metal","Big Indie Labels","10811","16790","808","735524","538905","282643755","-4129","390569","6580078","15380","0","503000","224405","173311540","2099","2377422","9914","148","80323","2754","0","-223","800652","926","-324","1494573","132","196618","6","9556","1892","0","11626","376","23","78","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Death","United States","Metal","N/A","11016","9785","2513","1150110","1399120","429260715","-18019","918643","9051349","57785","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","330","294483","277","-478","956112","256","207749","N/A","N/A","N/A","77","6992","782","31","98","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Mayhem","Norway","Metal","Sony Music Entertainment, Big Indie Labels","13707","19040","1687","827182","348856","155833698","-5136","306121","1373545","21112","1000","249000","32552","22575323","415","436820","18436","0","54","0","0","-2","487371","12368","-290","667924","110","82100","4","2102","267","7","24284","216","20","48","N/A","N/A","N/A","N/A","N/A","N/A"
