"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Arch Enemy","Sweden","Metal","Sony Music Entertainment, Big Indie Labels","5767","9161","76425","1166447","70129501","619694449","-288778","863324","14835546","7407","55000","522000","34961211","564324282","331591","5064900","11671","7848","56389","95326","276858","21421","759468","88891","24858","1620200","19711","392197","1037","17793","173036","2385","5132","62265","59","517","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Amon Amarth","Sweden","Metal","Big Indie Labels","7026","7708","68974","1270451","86671012","1050300398","-68439","947823","11293001","9899","25000","522000","18706161","301505950","131462","2717082","9731","N/A","N/A","N/A","N/A","23527","804046","56521","52056","1595803","17652","358947","896","15906","250747","2204","4955","64960","59","476","N/A","N/A","N/A","N/A","N/A","N/A"
"3","In Flames","Sweden","Metal","Big Indie Labels","7235","6011","64654","1322307","178429534","2073208301","-372595","1471839","15694841","13882","22000","294000","14134654","236258386","84430","1685049","13796","N/A","N/A","N/A","N/A","21646","397411","401116","-12574","1200434","20461","283210","1219","11968","306795","3712","4431","73402","59","599","166087","1","0","0","0.013201023080275476","0.2640204616055095"
"4","66Samus","Canada","Metal","N/A","7490","163844","1275","8929","452854","7402154","-3940","14037","259964","4105","132000","1130000","65455338","337852692","1287609","10970113","5217","90968","601689","2008653","14685555","114773","507903","100258","80480","521115","155","1532","N/A","N/A","N/A","25","399626","6","2","4","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Cannibal Corpse","United States","Metal","Big Indie Labels","8829","14040","136215","1296777","51045470","374770526","-29844","620508","2508177","16250","40000","370000","5652603","83260041","65349","1048151","9809","N/A","N/A","N/A","N/A","41452","998088","251967","-33937","2105095","21164","325745","3313","24362","291148","1570","6755","46068","45","289","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Kreator","Germany","Metal","Big Indie Labels","9896","14697","58893","881764","43392952","335005026","796","535784","8759479","18637","25000","166000","6621156","118416042","69859","1290975","8987","20051","49233","99422","2203242","21193","415060","40049","8786","1150316","12943","185643","N/A","N/A","N/A","1412","4499","71340","57","470","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Children Of Bodom","Finland","Metal","Universal Music Group","10700","11328","65654","843393","65785613","601290725","31005","804098","6161643","25429","20000","212000","3196022","45041659","34871","460584","N/A","N/A","N/A","N/A","N/A","13525","189794","13999","-37563","2206092","11643","348310","1152","7759","118732","1734","8117","35579","56","395","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Behemoth","Poland","Metal","Big Indie Labels","10811","16790","51324","735524","29673495","282643755","-107207","390569","6580078","15380","23000","503000","11008023","173311540","112544","2377422","9914","26986","80323","195456","1712431","15393","800652","72475","-5455","1494573","10057","196618","799","9556","106727","484","11626","22567","41","252","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Death","United States","Metal","N/A","11016","9785","147434","1150110","74018114","429260715","108182","918643","9051349","57785","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","35748","294483","19094","-6808","956112","20648","207749","N/A","N/A","N/A","2535","6992","42912","55","375","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Mayhem","Norway","Metal","Sony Music Entertainment, Big Indie Labels","13707","19040","95483","827182","22202845","155833698","-28725","306121","1373545","21112","32000","249000","3433656","22575323","55793","436820","18436","0","54","0","0","14421","487371","238345","-7364","667924","7413","82100","64","2102","15761","605","24284","8204","36","152","N/A","N/A","N/A","N/A","N/A","N/A"
"11","Archspire","Canada","Metal","Big Indie Labels","15057","34509","33225","208392","13842093","72853712","99978","241963","3310968","17589","36200","94800","4926309","23139765","155594","757972","27926","N/A","N/A","N/A","N/A","17229","126354","82380","41794","187866","3023","17349","74","1021","5759","664","64527","1862","24","55","N/A","N/A","N/A","N/A","N/A","N/A"
"12","Ola Englund","Sweden","Metal","Big Indie Labels","16534","151226","1782","39604","723752","7227649","-8909","13233","60815","9047","42000","939000","19463788","307410102","413992","9741496","25300","1336","45506","14280","49582","16730","401275","47470","19453","296166","360","2974","-389","402224","15483","13","97152","1023","11","24","N/A","N/A","N/A","N/A","N/A","N/A"
"13","Obituary","United States","Metal","Big Indie Labels","16780","23163","60794","604848","20625196","140051738","4172","318378","1690119","30060","12900","104000","2513539","43717140","28686","560357","21470","N/A","N/A","N/A","N/A","30576","390226","71152","-1728","748152","8738","102294","N/A","N/A","N/A","504","11973","21536","47","243","89790","N/A","N/A","N/A","N/A","N/A"
"14","Dethklok","United States","Metal","Warner Music Group","17343","14964","38655","485712","40349031","422540991","-25648","555043","2676561","25777","18000","164000","6821581","23837399","72305","358204","23359","965","3656","1548","13562","11426","83750","14847","-4657","621843","3309","34661","N/A","N/A","N/A","1952","39225","4262","22","99","N/A","N/A","N/A","N/A","N/A","N/A"
"15","Orbit Culture","Sweden","Metal","Big Indie Labels, Sony Music Entertainment","18818","19397","88143","286065","57139552","172951596","106126","510446","5230335","28119","24600","118000","3283366","20320206","35717","377363","37289","19037","26683","138267","1012125","33936","109744","36132","18461","69880","7567","16936","481","1755","73618","662","21904","9206","33","131","N/A","N/A","N/A","N/A","N/A","N/A"
"16","Dying Fetus","United States","Metal","Big Indie Labels","20083","28213","57506","423149","21968172","125020657","48160","265816","963529","33538","10500","75500","1861292","43277018","22638","435160","24598","3776","7003","17339","114650","39679","234308","41932","-7595","792230","5762","75928","N/A","N/A","N/A","803","22484","9204","33","116","N/A","N/A","N/A","N/A","N/A","N/A"
"17","Amorphis","Finland","Metal","Big Indie Labels","20257","24590","23013","356037","30508676","266201806","16714","256964","4258683","44736","6600","64900","1530545","18902778","15406","192508","32562","1065","3146","9184","54448","8799","137591","19964","-2068","406268","5787","98184","242","2118","30168","1313","5936","51877","57","413","N/A","N/A","N/A","N/A","N/A","N/A"
