"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 3m","Spotify Followers Total","Spotify Streams 3m","Spotify Streams Total","Spotify Monthly Listeners 3m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 3m","YouTube Subscribers Total","YouTube Views 3m","YouTube Views Total","YouTube Likes 3m","YouTube Likes Total","Social Rank","TikTok Followers 3m","TikTok Followers Total","TikTok Likes 3m","TikTok Views 3m","Instagram Followers 3m","Instagram Followers Total","Instagram Likes 3m","Facebook Followers 3m","Facebook Followers Total","Deezer Fans 3m","Deezer Fans Total","SoundCloud Followers 3m","SoundCloud Followers Total","SoundCloud Plays 3m","Shazam Shazams 3m","Radio Airplay Rank","Radio Airplay Spins 3m","Radio Airplay Countries with Spins 3m","Radio Airplay Stations with Spins 3m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 3m","Beatport Track Performance Points Total"
"1","Bring Me the Horizon","United Kingdom","Metal","Sony Music Entertainment, Universal Music Group, Warner Music Group","611","619","164231","6912707","344899727","9632104147","816728","13703382","70482793","849","40000","4840000","50735411","2620155915","364181","32139587","1094","85915","1889765","587586","5903778","85685","4178161","1149167","-14692","5619420","20557","1281114","20646","3054708","782716","55512","2401","34980","79","1013","125332","2","0","0","0.5112539869600874","4.297341962839957"
"2","Falling In Reverse","United States","Metal","Big Indie Labels","1499","1146","134407","4552950","183761546","4172929095","-7481","8354890","23523862","2775","20000","1250000","21985384","1144891114","141409","12219152","3273","-2639","1388960","7157","2175718","14907","1970391","188614","-6255","2550288","15727","508645","3123","116681","1563090","42670","3450","20897","50","427","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Bad Omens","United States","Metal","Big Indie Labels","1542","1617","151450","2281046","234693151","2688023158","533003","7039275","23692439","4362","27000","469000","21606349","423237701","126826","4057032","2368","N/A","N/A","N/A","N/A","89208","1337954","966795","32918","520297","11096","148069","3803","43373","1122312","67317","2590","42873","55","508","147925","1","1","63","0.1271029175375795","3.210278619266678"
"4","Motionless In White","United States","Metal","Warner Music Group, Sony Music Entertainment, Big Indie Labels","1787","2232","114613","2171177","150291229","2242562842","948222","5596325","19988032","4010","40000","1300000","23610632","747274684","275891","8730947","3079","31908","567030","45993","3416029","59780","1240581","275242","23669","1638764","8854","268408","N/A","N/A","N/A","30503","6369","12233","46","311","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Bullet For My Valentine","United Kingdom","Metal","Universal Music Group, Sony Music Entertainment, Big Indie Labels","1884","2004","77716","3638034","79171108","2784535984","484242","5009029","24370763","2301","10000","2090000","15921399","1155376400","106698","8308700","4494","377","28186","102","22003","6863","1031897","21167","-29076","7568066","10342","1327275","1038","110606","187019","8007","3697","21547","67","565","N/A","N/A","N/A","N/A","N/A","N/A"
"6","I Prevail","United States","Metal","Big Indie Labels, Warner Music Group","2269","2520","69040","1993853","90447813","2602412067","197078","4509708","26579505","4512","20000","1190000","17083826","550022764","212744","6709061","2299","3975","1007522","118525","3160055","41150","1068664","359569","48660","2039868","6745","170928","1055","35822","443641","13457","3853","15078","50","406","134384","1","1","44","0.17635937119412176","190.42261971318487"
"7","A Day To Remember","United States","Punk","Warner Music Group, Sony Music Entertainment","2693","2074","39126","2585742","103121819","3841902243","956328","5620508","39384555","5487","0","1070000","7609683","763305805","44388","5796853","4305","1270","349396","4698","268095","15993","1130016","170595","-14232","4127864","5060","484285","744","14490","263670","13696","3740","16273","58","475","89809","N/A","N/A","N/A","N/A","N/A"
"8","Electric Callboy","Germany","Metal","Sony Music Entertainment, Universal Music Group, Big Indie Labels","3463","3986","32185","1157268","66577721","1425551035","-208123","2777105","12824493","5002","10000","1060000","16580066","498032654","110251","7543069","5303","1030","417400","14255","646334","10635","667589","217004","6682","345584","7012","144050","65","8826","49648","9159","7120","10010","40","267","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Architects","United Kingdom","Metal","Big Indie Labels","3610","4384","44978","1320493","66731293","1454735207","225076","2780346","11639238","9100","13000","375000","8569270","323293561","72030","3621437","6012","473","190013","1546","145992","22252","750068","238226","6557","850498","5783","212842","811","10465","289659","13908","3062","23637","52","402","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Killswitch Engage","United States","Metal","Big Indie Labels, Sony Music Entertainment","3849","3063","43208","2240688","54148964","1690681810","320657","3418532","18514330","9356","7000","535000","5896094","415938373","41765","3287490","7785","257","48691","885","119612","6611","478864","71315","-6712","2646394","3669","344682","530","26775","283262","10816","3915","15164","52","405","N/A","N/A","N/A","N/A","N/A","N/A"
"11","Ice Nine Kills","United States","Metal","Big Indie Labels, BMG","3883","5218","48921","1270665","63981675","1401154657","325297","2501928","13327216","8181","20000","520000","12192253","191134235","156208","3504301","5272","10774","505320","30320","700900","42894","736651","748118","5854","582709","4131","76066","2","229","156","10885","6267","10734","43","260","N/A","N/A","N/A","N/A","N/A","N/A"
"12","Asking Alexandria","United Kingdom","Metal","Big Indie Labels","4137","3709","37657","2489129","43256921","2082535502","181874","2672071","13535396","5898","4000","635000","8613823","1021188048","48068","9141262","6469","345","215783","1703","134142","475","1391372","1827","-18341","4557655","4867","625458","917","41271","352537","5900","5329","12647","54","364","90653","23","2","224","2.190945393304296","16.472805664222815"
"13","Her Last Sight","Israel","Metal","N/A","4421","26025","41110","138677","8811612","29922617","61601","492590","1276599","3780","60000","192000","56307244","148029468","512259","2427355","13313","N/A","N/A","N/A","N/A","36548","440379","106990","154928","347897","1193","3678","N/A","N/A","N/A","2702","92198","269","10","18","N/A","N/A","N/A","N/A","N/A","N/A"
"14","Spiritbox","Canada","Metal","BMG, Warner Music Group, Universal Music Group","4444","3908","68639","1123989","71831765","918681310","348819","3527167","21013495","11198","16000","410000","5508212","110165319","69861","2189236","4528","4450","350315","4115","179002","39266","716280","300477","4921","260927","5507","68766","N/A","N/A","N/A","9770","10672","4302","38","220","N/A","N/A","N/A","N/A","N/A","N/A"
"15","Alex Terrible","United States","Metal","Big Indie Labels, Sony Music Entertainment","4489","14120","12622","218093","10084214","142402390","-52345","996827","2689395","4617","20000","1530000","14053533","413798142","230158","11111770","1287","8872","1069044","464972","2789112","66116","2767254","1948626","N/A","N/A","812","13723","N/A","N/A","N/A","4706","83285","467","14","26","N/A","N/A","N/A","N/A","N/A","N/A"
"16","Dayseeker","United States","Rock","Universal Music Group, Big Indie Labels, Sony Music Entertainment","4582","5922","38378","570396","57930413","664388684","50394","2229875","11594499","7969","9000","209000","6237143","80629096","38609","845100","5896","1952","180670","30938","792727","24610","347098","263100","8970","150311","2120","17335","N/A","N/A","N/A","10673","5951","13963","39","196","116908","1","1","28","0.6073191592890178","4.334604562660618"
"17","Fraxriel","United States","Metal","N/A","4792","117195","1568","9922","1049231","4337802","5192","68281","133228","524","38000","282000","258370333","1508910814","4693447","32706997","16000","793","7585","17583","59819","10746","41243","465069","8","80","37","184","38","390","51140","115","380385","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A"
"18","ZMAJOR","Turkey","Metal","Big Indie Labels","5062","5313","17658","67383","85967926","257537107","-3009833","3545620","4500028","8273","19000","130000","584798","2203791","7509","37489","66093","45","56244","8932","193011","-45","9979","57","N/A","N/A","314","1110","663","6715","1812269","7193","70550","0","0","0","N/A","N/A","N/A","N/A","N/A","N/A"
"19","Lorna Shore","United States","Metal","Sony Music Entertainment","5342","8381","37050","967208","32573841","524026189","-57369","1048293","7435021","10169","16000","368000","6497921","118733254","95264","2391398","3816","4473","206764","119972","1358357","33504","615087","379363","11078","470021","4063","64122","N/A","N/A","N/A","5051","20864","2529","29","88","N/A","N/A","N/A","N/A","N/A","N/A"
"20","Knocked Loose","United States","Metal","Big Indie Labels, Warner Music Group","5738","8319","26675","674988","28605431","577540069","374197","1604261","12036977","12311","8200","79900","465407","31757988","4692","367432","11020","8664","163232","6787","33162668","23315","528659","47652","5205","235984","2324","29778","353","7054","187830","4195","43633","767","17","61","N/A","N/A","N/A","N/A","N/A","N/A"
"21","Parkway Drive","Australia","Metal","Big Indie Labels","6064","5411","21020","1316777","36431894","1459506070","-131","1709534","14074613","10357","6000","288000","4906745","390596367","46835","2829487","4250","307","173705","-11324","623670","13768","745319","170772","1820","1332418","3458","244579","379","21150","181985","4890","5624","11716","40","284","N/A","N/A","N/A","N/A","N/A","N/A"
"22","The Plot In You","United States","Metal","Big Indie Labels","6102","4655","37469","671203","54809570","854310236","326433","3035498","14233734","16599","10000","152000","3325504","97469719","31189","1456158","14903","16441","161754","34657","188066","53495","280695","7357","44701","302104","1939","27983","699","11696","212723","10751","25582","1416","21","66","N/A","N/A","N/A","N/A","N/A","N/A"
"23","Rome Music","United States","Metal","Other Indie / Unsigned","6616","143100","1067","11860","398869","5629166","666","23747","213522","1367","48000","474000","94074271","849296678","670599","8264817","48879","441","28250","3468","151991","-210","55799","105","59","4991","47","318","1","265","37","138","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"24","All That Remains","United States","Metal","Big Indie Labels","6649","6616","17132","1480773","18467895","830675328","141616","1442188","8262167","9350","2000","538000","2438107","358074879","13388","2550988","18378","3209","42971","260","102106","1626","188684","777","-2852","1647783","1430","132354","152","19989","99579","2567","7330","9485","42","301","N/A","N/A","N/A","N/A","N/A","N/A"
"25","Slaughter to Prevail","Russian Federation","Metal","Big Indie Labels, Universal Music Group","7050","7687","43289","1107535","28578271","500709376","-74350","1306505","3537232","25536","-4","436","2442660","106629515","17504","1672055","2549","0","53000","0","75726","34403","1050626","484323","29504","634947","3250","71609","N/A","N/A","N/A","6737","19060","2680","23","73","N/A","N/A","N/A","N/A","N/A","N/A"
"26","Of Mice & Men","United States","Metal","Sony Music Entertainment, Big Indie Labels","7739","6382","13716","1382369","21024529","1096632216","-830","1541368","11289607","18200","2000","171000","1645882","260975967","9960","2560495","13118","301","21284","3946","25911","0","1","0","-6295","1752067","1416","178000","287","12163","115385","2088","8185","5699","37","190","100644","6","2","57","1.461849692273952","17.464704788928024"
"27","Beartooth","United States","Rock","Warner Music Group, Big Indie Labels","7874","6163","26690","920417","29353439","1155387070","-93760","1835477","14975925","18421","5000","195000","2793575","178100374","21847","1807132","19154","23280","176707","73481","1076744","12537","531221","44323","1178","523471","1759","78673","344","12314","144173","4608","7621","8249","40","309","N/A","N/A","N/A","N/A","N/A","N/A"
"28","Atreyu","United States","Metal","Universal Music Group, Big Indie Labels, BMG","8690","7601","15578","1059325","21881273","964920169","260476","1487530","14104683","13622","4000","236000","3204561","163205343","25641","1198761","18134","107","60944","927","1346516","2056","176102","3516","-3990","1199851","1314","121065","170","8132","76358","1960","7364","9079","44","300","N/A","N/A","N/A","N/A","N/A","N/A"
"29","Memphis May Fire","United States","Metal","BMG, Big Indie Labels","8770","8164","16967","972200","24547703","835957957","-27306","1456007","7603108","18208","3000","159000","2104866","213626543","12259","2323961","8363","8590","74636","5134","393795","7297","377996","62121","6160","1157555","1619","126953","-3","5663","1590","2994","8005","6786","37","161","N/A","N/A","N/A","N/A","N/A","N/A"
"30","Imminence","Sweden","Metal","Big Indie Labels","8791","13355","22534","433234","19276628","314239637","-24087","880061","5265506","13411","7000","277000","4098850","102209332","41159","1990986","5962","6505","237247","32226","1297238","27874","328253","26100","54423","261067","2039","29752","N/A","N/A","N/A","2447","19384","2493","30","87","N/A","N/A","N/A","N/A","N/A","N/A"
"31","We Came As Romans","United States","Metal","BMG","9234","6422","15580","974229","27977066","942980441","-48275","1845382","8474162","23203","1000","124000","1093864","152937052","7875","1426364","16013","42","62834","319","8234","8115","276788","8043","-5380","1353995","1785","133234","232","9039","100259","1833","11610","4197","27","121","N/A","N/A","N/A","N/A","N/A","N/A"
"32","The Devil Wears Prada","United States","Metal","Big Indie Labels","9434","11288","14087","754534","25218686","541125524","17462","1133436","7878670","26788","3000","177000","880363","82606954","6869","832552","11063","185","40295","1723","22884","20181","277949","45276","-4112","1922590","1467","89194","399","20331","198993","1248","7647","8286","38","178","N/A","N/A","N/A","N/A","N/A","N/A"
"33","Wage War","United States","Metal","Big Indie Labels","9577","8333","20747","654216","24596359","799094739","186752","1471727","12932004","18856","6000","150000","3470083","116441196","45728","1358015","27330","700","118032","7249","801353","10570","343370","22223","8289","247010","1356","39321","N/A","N/A","N/A","5559","7374","5842","27","170","N/A","N/A","N/A","N/A","N/A","N/A"
"34","The Amity Affliction","Australia","Metal","Big Indie Labels","9606","8236","14784","820406","29357679","1085789739","261940","1326792","11261072","13229","3000","436000","4385816","315696340","24895","2999822","22534","695","84518","7737","52343","8920","363167","32702","576","593592","1088","63715","N/A","N/A","N/A","412","17492","3040","27","138","N/A","N/A","N/A","N/A","N/A","N/A"
"35","Suicide Silence","United States","Metal","Sony Music Entertainment","10132","12882","18468","944421","10176277","371404813","51880","583859","3818939","12212","5000","374000","2657235","367524019","31591","3678866","9725","N/A","N/A","N/A","N/A","14793","678646","13746","-12413","3586327","1578","323831","424","17299","61167","2216","17679","2766","25","85","N/A","N/A","N/A","N/A","N/A","N/A"
"36","Underoath","United States","Metal","Big Indie Labels, Sony Music Entertainment, Warner Music Group","10324","8733","15412","730552","19043074","617742846","163768","1352023","9703784","20854","3000","166000","1241244","108368634","15655","1028869","11990","151","46804","257","16856","5865","280350","97668","-3754","1181337","980","95743","292","14160","105686","3324","14417","3434","22","120","116930","4","2","59","0.6516573735983632","13.485755725785243"
