"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"483","Celtic Frost","Switzerland","Metal","BMG","37786","45153","369","294078","104815","49475420","-1407","113641","802893","44557","200","36100","45336","10507091","603","152628","N/A","N/A","N/A","N/A","N/A","91","24866","580","0","26399","34","32630","N/A","N/A","N/A","24","12203","452","25","86","N/A","N/A","N/A","N/A","N/A","N/A"
"484","Infected Rain","Moldova","Metal","Big Indie Labels","37802","56392","307","136062","144964","41879528","6262","121275","2440292","40437","0","131000","5757","39318951","32","550687","38568","63","19913","1677","0","330","125387","10173","176","196174","41","13630","2","1613","171","10","35332","70","13","24","153629","1","0","0","0.08573342158500251","1.71466843170005"
"485","Filth","United States","Metal","Big Indie Labels","37855","57918","187","86970","128575","23956375","-963","161774","1032534","42895","100","49500","31865","7817452","360","214089","20662","31","38627","516","0","64","84304","1036","623","248951","12","1580","N/A","N/A","N/A","1","152828","4","2","2","N/A","N/A","N/A","N/A","N/A","N/A"
"486","Knorkator","Germany","Metal","N/A","37864","45715","91","122403","218789","107394012","-168","178479","710445","34012","100","88000","17043","79050015","178","676625","81935","0","5090","0","0","13","34013","861","-18","80416","23","19753","N/A","N/A","N/A","0","7162","786","4","55","N/A","N/A","N/A","N/A","N/A","N/A"
"487","Akash","Colombia","Metal","N/A","37877","55791","193","54758","161547","29822583","-6201","215403","116555","32599","100","74900","132984","53885660","388","240873","99534","N/A","N/A","N/A","N/A","11","8584","303","0","79534","6","15490","N/A","N/A","N/A","0","27534","144","4","23","N/A","N/A","N/A","N/A","N/A","N/A"
"488","DOMINUM","Germany","Metal","Big Indie Labels","37885","64478","275","37393","229830","16809800","11653","151951","950410","66503","400","10500","10284","627325","281","18790","14099","76","49051","2787","0","134","53732","1142","409","140845","17","1974","N/A","N/A","N/A","0","35755","85","10","20","N/A","N/A","N/A","N/A","N/A","N/A"
"489","Conquer Divide","United States","Metal","Big Indie Labels, Sony Music Entertainment","37932","21893","193","140181","368467","136902004","-4803","521142","6941108","51713","100","54800","23997","13787856","271","267842","49871","-14","81264","-171","0","-25","54045","11","N/A","N/A","25","7054","4","4465","1580","14","43358","50","7","19","165444","1","0","0","0.0280099230852084","0.2640204616055095"
"490","Theatre Of Tragedy","Norway","Metal","Other Indie / Unsigned","38005","40806","576","239278","231988","71810463","-1885","187726","418655","82341","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-170","202369","67","56848","N/A","N/A","N/A","5","16702","254","18","49","N/A","N/A","N/A","N/A","N/A","N/A"
"491","Of Virtue","United States","Metal","Big Indie Labels","38013","31384","240","70065","299496","80472532","6215","358274","4005432","91665","80","8140","1261","855834","35","14468","42811","401","11704","5806","0","728","38916","884","-5","31535","19","2364","N/A","N/A","N/A","0","43920","104","8","15","N/A","N/A","N/A","N/A","N/A","N/A"
"492","Clawfinger","Sweden","Metal","Big Indie Labels","38031","37592","175","122536","228704","126171362","-5924","219147","3297624","47292","100","33400","45587","8354648","575","117656","83120","N/A","N/A","N/A","N/A","9","29953","276","-5","67424","33","16905","N/A","N/A","N/A","0","10617","522","23","106","N/A","N/A","N/A","N/A","N/A","N/A"
"493","Clown Core","United States","Metal","N/A","38186","62109","454","143597","86802","42055473","1731","75006","357344","31441","0","263000","58465","26670554","1282","954494","56491","N/A","N/A","N/A","N/A","202","63604","78","-45","171257","37","4770","N/A","N/A","N/A","0","158670","17","2","4","N/A","N/A","N/A","N/A","N/A","N/A"
"494","3TEETH","United States","Metal","Sony Music Entertainment","38196","43422","165","121459","184102","87625408","-2713","195799","1790386","37865","100","84200","36440","16937331","446","310045","57124","N/A","N/A","N/A","N/A","24","103665","233","-35","80929","17","6812","9","6677","1474","0","28574","125","11","29","N/A","N/A","N/A","N/A","N/A","N/A"
"495","Norma Jean","United States","Metal","Big Indie Labels","38304","39733","332","220188","236753","125264900","-1987","192855","1982323","75056","0","6060","13058","12962269","163","140428","47330","6","1372","6","0","139","76024","313","0","230263","27","20760","5","2690","743","2","16411","239","20","63","72935","N/A","N/A","N/A","N/A","N/A"
"496","Versus Me","United States","Metal","N/A","38331","40734","187","61957","261308","55596956","1116","302769","885023","42353","0","50600","27","14973975","0","215781","44732","21","59040","219","0","-12","25265","53","-7","29519","11","1809","1","398","107","4","22532","58","5","21","N/A","N/A","N/A","N/A","N/A","N/A"
"497","GlassjAw","United States","Metal","Sony Music Entertainment, Big Indie Labels","38411","22755","405","182347","448750","159932176","-3461","298849","8017675","64452","100","19100","10419","6870054","175","66344","63109","N/A","N/A","N/A","N/A","151","67503","80","-46","128231","13","11818","0","1255","2784","2","114910","19","5","8","N/A","N/A","N/A","N/A","N/A","N/A"
"498","Spite","United States","Metal","BMG, Big Indie Labels","38481","41211","353","165702","256735","89068705","-9514","201172","733114","52410","0","28000","4311","6034475","40","103109","43722","83","10152","651","0","138","126534","4558","20","95535","27","5941","0","18","0","0","90638","14","4","5","N/A","N/A","N/A","N/A","N/A","N/A"
"499","Pillar","United States","Metal","Other Indie / Unsigned","38508","33875","297","194742","165124","120128820","-1053","214265","1696280","44863","0","49100","17639","22169378","161","153407","66451","N/A","N/A","N/A","N/A","7","27222","2202","-87","138242","8","27737","N/A","N/A","N/A","4","9412","662","14","46","N/A","N/A","N/A","N/A","N/A","N/A"
"500","Rhapsody","Italy","Metal","Big Indie Labels","38548","21375","613","538831","666224","282682391","-2259","365759","1498600","427232","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4","488","1150","13","17373","200","23","51","N/A","N/A","N/A","N/A","N/A","N/A"
