"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","EJAE","United States","Pop","Other Indie / Unsigned","187","180","653195","703194","3735135689","4021216440","20174908","36375799","238504487","148","148000","342000","1007248351","2143121873","3645954","10583634","497","477557","1262920","2934163","43216917","1671717","1757174","11129247","N/A","N/A","6586","6714","N/A","N/A","N/A","663178","67073","181","27","68","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Ilayaraaja","India","Pop","Big Indie Labels","3406","993","16109804","16112378","215441","1922926","11796359","11810943","368299","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31","585","N/A","N/A","N/A","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Fawad Khan","Pakistan","Pop","N/A","5912","3661","459","933","67999","93905","-8554","2847","33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4","Abi Marquez","Philippines","Pop","Other Indie / Unsigned","5974","564860","55","81","6217","15745","-7421","38","11376","3155","80000","2020000","57524293","697591638","1231477","32725286","10409","N/A","N/A","N/A","N/A","-2470","1426585","8998","227984","2826658","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5","HYBS","Thailand","Pop","Warner Music Group","6664","3936","86861","685505","199738904","834696163","-1670625","3418336","5823584","9176","39000","496000","52708482","242187165","168454","1702030","43773","-970","75449","8717","66506","-8627","180265","2507","-809","45068","1397","3714","N/A","N/A","N/A","4613","28718","6506","35","112","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Iyowa","Japan","Pop","Other Indie / Unsigned","7143","20581","59991","119693","41686109","124253175","316613","589159","213427","4338","102000","617000","73837890","330141088","647123","3699253","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1381","2505","N/A","N/A","N/A","N/A","249829","0","1","1","N/A","N/A","N/A","N/A","N/A","N/A"
"7","NABILA SUAKA","Indonesia","Pop","Other Indie / Unsigned","7175","754891","-5","146","1188","18632","N/A","N/A","2","3365","10000","5100000","43456404","1063273426","129273","10642514","8689","-13166","538825","101372","1375277","5342","184702","8036","0","3198820","2","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Ironmouse","United States","Pop","Sony Music Entertainment, Big Indie Labels","7389","4102","175992","260048","189782866","239482038","3085134","4922689","7154608","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4395","5863","N/A","N/A","N/A","16250","207241","155","5","11","N/A","N/A","N/A","N/A","N/A","N/A"
"9","Mai Davika","Thailand","Pop","Universal Music Group","7982","280656","-338","10374","238302","7874317","0","5665","30466","27081","0","500000","1009479","30059097","16305","903217","879","1013459","4465280","67995480","46574677","-160250","18218287","5069351","-804","26150","16","28","N/A","N/A","N/A","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Juice=Juice","Japan","Pop","N/A","8010","754891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4125","69000","296000","84893618","236209257","1000794","2964560","3377","80233","180744","5482867","24688929","46664","174272","129158","-1234","183093","N/A","N/A","N/A","N/A","N/A","N/A","234433","114","6","8","N/A","N/A","N/A","N/A","N/A","N/A"
"11","สยาโม","Thailand","Pop","Sony Music Entertainment, Big Indie Labels","10995","93249","13055","14186","10363058","12959275","122556","124421","105966","11934","65000","288000","26246187","86602227","185568","2022716","3147","296019","3888911","8812521","93003803","25499","291982","311959","103954","738542","N/A","N/A","N/A","N/A","N/A","113","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"12","Shaira Diaz","Philippines","Pop","N/A","11155","754891","1","30","245","4374","-15","5","N/A","45317","14000","152000","575003","2937258","16067","102664","1544","388437","4122732","5369442","64635124","133957","1203155","918004","1986603","8077274","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"13","Zeus","Philippines","Pop","N/A","11180","754891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","83838","100","33300","72898","5666205","193","29403","1798","98014","4433903","5925490","26750614","-764","1288261","23001","630579","2158408","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"14","Desy Huang (黄家美 )","Indonesia","Pop","N/A","13974","754891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8110","54000","700000","42995674","242734997","144843","1537278","8051","36567","377496","750761","12212140","24608","254914","32281","28794","69452","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"15","Khởi My","Vietnam","Pop","Big Indie Labels","14192","37064","6039","188574","13385080","64564139","-31018","339661","114097","18419","1000","827000","944192","113244101","2360","1659991","5414","N/A","N/A","N/A","N/A","-4987","1650817","0","-40147","10791954","10","778","0","40","959","805","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"16","Elyor Meliboyev","Russian Federation","Pop","Big Indie Labels","15241","121474","15419","50297","722670","3281269","7855","16707","2434","6683","91000","370000","59321467","173279637","144932","933386","27056","N/A","N/A","N/A","N/A","64728","823459","24931","N/A","N/A","2","16","3","14","3835","1190","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"17","Yulduz Turdiyeva","Russian Federation","Pop","Big Indie Labels","15550","129088","13722","19842","1109929","2086159","24560","31663","5017","5462","96000","206000","85553993","137860078","122485","345571","13547","36","5001","74","403","57468","2312527","97022","N/A","N/A","7","62","6","68","13704","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"18","LITTLE JOHN","Thailand","Pop","Sony Music Entertainment","15742","9851","145998","180627","94138528","126609043","607138","1687640","1816033","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","724","79","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"19","Peenongpor 4","Thailand","Pop","Universal Music Group","16818","754891","-1","56","5129","38843","0","7","10","13809","27000","340000","18717123","158929035","530138","7558806","3782","106219","819297","4961440","42948632","34235","120892","106208","9681","263112","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"20","Riev Wafa","Malaysia","Pop","Universal Music Group","17593","754891","0","2","6187","32210","N/A","N/A","N/A","10304","83900","125000","1205336","3085287","34323","126434","67753","-1079","80980","101502","1169890","25030","77283","41792","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","449487","1","1","1","N/A","N/A","N/A","N/A","N/A","N/A"
"21","ส้มโอ Stage Fighter","Thailand","Pop","N/A","19575","144849","1908","3574","1877632","2783113","44035","64881","200","14149","5000","479000","11142881","256932916","20937","944236","15739","1391","262699","75472","455143","4","2163","135","10491","779765","3","4","N/A","N/A","N/A","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"22","Ansellma","Indonesia","Pop","Big Indie Labels","19632","162854","-1962","62554","33269","3527375","-861","1160","8776","85347","1900","40800","99077","1446591","2538","69022","1956","-65099","2099802","27643072","61553032","-3564","1514221","1404169","0","3","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"23","Caloy Quemada","Philippines","Pop","N/A","19755","754891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13854","32000","754000","13133585","101973828","220029","3017170","10938","78255","1351567","785580","8906587","-172","34187","136","88789","2285101","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"24","Belle Nuntita","Thailand","Pop","N/A","20101","520639","12","241","575","8865","64","1253","3","46115","200","27400","1302363","45529436","6205","223429","3550","66090","780282","3357291","19515254","33616","92002","97403","295790","718615","1","1329","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"25","Zwe Htet","Thailand","Pop","N/A","21737","488073","53","1258","35292","143497","-878","492","N/A","12542","42000","391000","27318019","145603108","143086","1078038","10209","-1717","1599999","927046","6630442","N/A","N/A","N/A","N/A","N/A","0","1","N/A","N/A","N/A","156","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
