"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Amr Diab","Egypt","Middle Eastern","Sony Music Entertainment","306","1145","3889089","13257288","545982732","1458322783","1341076","4080764","6273167","261","1070000","7310000","1466424945","5756909387","5025673","31077592","195","562339","629533","1340658","4561484","-1758270","30957912","6044130","-131607","22552233","15213","1704951","81563","927809","289006","150302","6608","45928","64","384","N/A","N/A","N/A","N/A","N/A","N/A"
"2","Tamer Hosny","Egypt","Pop","Warner Music Group, Big Indie Labels","446","2795","1879928","7918325","137324312","486348038","684283","1886041","4838755","562","440000","9290000","644066256","6306278315","3469034","40689657","119","1228781","6482256","22569970","128754586","4620159","45853577","32961379","131613","25228171","9624","1420204","30988","292712","168688","19283","10551","25705","29","69","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Nancy Ajram","Lebanon","Pop","Universal Music Group, Sony Music Entertainment, Big Indie Labels","508","3006","844077","4164207","235738060","835689131","806839","3692953","5040016","474","590000","9080000","606531068","5034585632","2354703","29391192","137","1287553","5508115","12502541","150904361","994612","40873316","11684552","-123017","30464523","12720","1084974","-1","31555","55571","30156","7747","38379","45","152","10093","2","2","34","145.82063437300198","146.65231149644748"
"4","Elissa","Lebanon","Pop","Warner Music Group, Sony Music Entertainment","610","3388","1087758","5914640","169561724","503702698","792368","2180994","2101434","411","420000","6470000","837643695","6615986203","2640737","34896425","284","37205","1295149","82014","1171875","647932","20647133","6840708","-17285","25221462","10874","1355241","64","13934","58886","73628","15782","15114","42","186","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Banque Misr","Egypt","Pop","N/A","671","76199","3765","17034","5751875","9326806","358406","448844","698454","184","2718000","3160000","411718303","1204319989","408228","2548837","N/A","20985","915197","31864","22506608","3541","378086","1917","68726","6828822","18","39","1593","8804","2983221","15069","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"6","Sherine","Egypt","Pop","Universal Music Group, Warner Music Group, Sony Music Entertainment","708","1422","2383689","10583338","352740917","1019995304","487484","5107002","4128081","654","480000","6240000","543942752","4297046335","1602239","22380562","960","-768818","698065","2611010","5682749","308394","12667232","812469","0","16210508","20089","1174240","8035","383421","7237253","95001","13064","19371","34","84","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Essam Sasa","Egypt","Pop","N/A","713","2527","2606616","9050194","89332602","134916437","445298","1817725","22587","841","850000","5660000","494549969","1990830204","2002342","17299893","566","1610469","7729556","24147380","90194733","550596","4310334","5055188","664516","3151103","-13812","26404","666","45217","N/A","7204","347820","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Sezen Aksu","Turkey","Pop","Big Indie Labels","771","1019","2469268","14641701","804267579","3923235336","586647","6667401","15097938","757","250000","3160000","663880472","4266696114","1580635","18536570","27944","-97","72163","6617","0","-136","281412","33506","-14207","1423970","32597","1177616","3733","49301","182059","61637","3027","111632","30","285","110613","2","0","0","1.27280701862824","1.435536859758027"
"9","Ahmed Saad","Egypt","Pop","Sony Music Entertainment, Warner Music Group, BMG, Big Indie Labels, Universal Music Group","797","3015","1048604","6805444","149286709","469140438","625078","2287924","5912732","776","420000","5510000","543369979","3172597276","1451956","16458305","385","874076","4673857","9618970","108335471","1042488","6958613","4955758","705981","6581736","7246","155721","25574","316825","9735069","22070","12711","19976","29","75","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Tarkan","Turkey","Pop","Other Indie / Unsigned","865","1961","472552","4146647","494425613","2014878672","1946826","6945545","15399752","1069","170000","3040000","426967204","3895829951","1095192","16236659","269","96074","437289","703458","2363242","827652","7614066","9487558","1484","1696789","20902","534213","N/A","N/A","N/A","108764","2469","138406","81","1596","148176","1","0","0","0.30125431637805666","1.7200599458398775"
"11","Nassif Zeytoun","Syrian Arab Republic","Pop","Big Indie Labels, Warner Music Group","966","11322","165970","1072887","52189326","226444748","365412","898486","2783119","708","370000","5730000","475800358","3411790600","1420204","19989298","287","446162","1551779","1903283","35519211","563552","7464544","4747695","75219","7106106","3492","263717","1","577","9","13277","11790","22008","20","50","N/A","N/A","N/A","N/A","N/A","N/A"
"12","Tamer Ashour","Egypt","Pop","Warner Music Group, Big Indie Labels, Sony Music Entertainment","986","2349","2175096","7483488","239798771","569411038","723489","2233234","3357507","965","390000","3230000","531907384","2247436772","1373649","12169312","1650","363548","2295422","2056805","10833861","259868","4304713","1323331","26287","12013595","5798","737160","N/A","N/A","N/A","18153","66393","2107","15","23","N/A","N/A","N/A","N/A","N/A","N/A"
"13","Essam Sasa","Egypt","Pop","Big Indie Labels, Sony Music Entertainment, Universal Music Group","1021","2324","2137440","9050194","296168372","900860900","37241","1803585","1856340","841","620000","5660000","401026903","1944761753","1580931","16943728","818308","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3164064","366","26406","52903","468430","6130057","35676","138405","507","1","1","N/A","N/A","N/A","N/A","N/A","N/A"
"14","Ramy Sabry","Egypt","Pop","Big Indie Labels, Universal Music Group","1035","2875","1818981","5178103","231961673","530877261","861590","2520506","4441425","1358","220000","1540000","344025355","1908087093","1100988","10572369","1080","570238","2044397","3668578","36923283","44867","11948137","545810","33930","11261875","5129","596173","14673","90093","22459339","31669","48589","3203","19","38","N/A","N/A","N/A","N/A","N/A","N/A"
"15","Haifa Wehbe","Lebanon","Pop","Universal Music Group","1075","9836","385375","1338735","48054371","138119154","414315","1067080","2233087","1756","250000","1810000","220772838","1255024190","724182","5968921","199","1025268","1723722","4404955","70721089","985017","14669137","14070325","-85237","13594166","3759","199466","N/A","N/A","N/A","20863","20035","10604","22","54","158186","4","0","0","0.052804092321101906","1.056081846422038"
"16","Ebru Gündeş","Turkey","Pop","Warner Music Group","1112","1904","845184","4468990","566689425","1620543054","3027096","6749965","14262042","1539","140000","1330000","333611208","2150623249","828913","7828990","850","174380","365666","2606916","20699871","235953","8170353","4094531","-39698","3589347","17604","473453","4","5856","7790","47041","4826","67011","22","165","N/A","N/A","N/A","N/A","N/A","N/A"
"17","Saad Lamjarred","Morocco","Pop","Big Indie Labels, Sony Music Entertainment","1130","5768","57961","2257881","94202597","585457579","172394","2029380","1798820","640","300000","15800000","300689661","5452307555","847015","44491484","1067","222732","1506862","1629779","17588600","23225","15435199","6862115","-45286","3482451","9671","501483","411","42186","733253","26409","9281","29965","41","109","N/A","N/A","N/A","N/A","N/A","N/A"
"18","Mohamed Hamaki","Egypt","Pop","Sony Music Entertainment","1208","3693","864012","6107886","118782572","433980527","822760","2018045","3258922","1080","120000","4470000","361356084","3648735530","802658","19925141","1195","-32345","2392855","31349","410206","-450039","13107398","473347","-91651","13497306","5520","1418656","1","4194","4233","21450","26897","7612","26","55","N/A","N/A","N/A","N/A","N/A","N/A"
"19","Rahma Riad","Iraq","Pop","Big Indie Labels, Universal Music Group, Sony Music Entertainment","1265","19476","60711","813935","15402721","71007218","183521","464226","1138004","1993","200000","3270000","122876450","1077116541","727963","10636989","109","827474","3187435","6575671","62570118","959940","9331727","8278166","446971","5206276","350","21157","11","479","4931","6175","36012","4638","20","37","N/A","N/A","N/A","N/A","N/A","N/A"
"20","Semicenk","Turkey","Pop","Other Indie / Unsigned","1311","1355","1363997","6421389","902212191","3560923480","853765","7134688","10201567","2560","85000","290000","145310641","897234489","177606","2958704","1320","111971","997678","3351928","40193272","312737","2208182","5459891","11198","16832","25509","103317","N/A","N/A","N/A","62629","2164","155066","22","151","N/A","N/A","N/A","N/A","N/A","N/A"
"21","Dogus","Turkey","Pop","Big Indie Labels","1316","42507","5176","100005","10077751","50429396","154384","371701","1313520","1057","7000","956000","22811378","202437405","199059","1635127","1005","158288","1479722","981856","32885783","-142514","12565857","170792","300972","732150","101","4276","N/A","N/A","N/A","1798","33057","5283","8","85","N/A","N/A","N/A","N/A","N/A","N/A"
"22","Arash","Sweden","Pop","Universal Music Group, Warner Music Group, Big Indie Labels, Sony Music Entertainment","1347","1163","57353","337142","558694725","1313442989","795842","13483151","88022238","1216","250000","3450000","272989413","3131676776","1408910","20964000","2403","27407","749238","353782","8451945","301207","3779561","5187987","-31900","2557436","3289","110236","2909","15432","771770","143763","2069","165929","102","1559","N/A","N/A","N/A","N/A","N/A","N/A"
"23","Angham","Egypt","Pop","Big Indie Labels, Warner Music Group","1561","5273","706312","3553043","94265099","221909708","939662","1670827","3178487","1901","153000","1060000","251653388","1312952381","1064774","7701298","2528","159445","1002150","915805","33223381","39978","6156131","61876","52805","4208689","2828","696904","755","10482","137221","11838","24832","8118","20","49","N/A","N/A","N/A","N/A","N/A","N/A"
"24","Hassan Shakosh","Egypt","Pop","Big Indie Labels, Sony Music Entertainment","1677","10241","129184","1983645","52744490","226558487","57011","970255","1685448","1206","110000","8710000","168963821","3458344614","475497","28340735","973","168275","3320474","2994867","28029014","-7375","3240083","749926","74119","6642367","1188","317873","46","32769","43644","12935","172832","270","9","13","N/A","N/A","N/A","N/A","N/A","N/A"
"25","Yalın","Turkey","Pop","Sony Music Entertainment, Big Indie Labels","1683","2158","792045","2714645","574779116","1794370006","896069","5621735","7065916","3091","43000","329000","186876928","1095555214","376373","3914700","1851","31361","269344","2268522","16468224","125530","1359788","5934297","-11044","914066","6749","192998","82","205","20003","25925","8634","32465","17","124","105531","2","0","0","1.4544824590007814","1.7838074803275494"
"26","Hamza Namira","Egypt","Middle Eastern","Sony Music Entertainment, Big Indie Labels, Universal Music Group, Warner Music Group","1737","6797","410943","3425482","68644504","238943730","118060","1245361","2394780","1829","160000","5000000","160765104","1707464365","566420","15407345","671","668632","1659910","5894694","30471583","259482","2130440","1441421","488762","9965596","2781","443246","15894","364812","5065200","5865","23525","8644","27","49","N/A","N/A","N/A","N/A","N/A","N/A"
"27","Sertab Erener","Turkey","Pop","Sony Music Entertainment, Big Indie Labels, Warner Music Group","1741","2811","337358","2409009","400278614","1613700325","-282441","4776492","15025219","2208","331000","853000","140274200","854884705","467288","4970550","5301","22321","181790","1518923","6870148","62381","851958","1874675","-5897","614452","11108","357256","N/A","N/A","N/A","15427","6878","43919","43","450","N/A","N/A","N/A","N/A","N/A","N/A"
"28","Serdar Ortaç","Turkey","Pop","Big Indie Labels","1778","2834","438481","2498369","448515819","1527147111","833465","4861567","8403811","1144","-400","44500","695511195","3108230875","1230158","8236267","4480","-560384","200069","-1491554","86612","-61371","3276773","1663620","-10890","1010102","10787","219855","85","5767","42186","39767","5900","52312","19","153","155564","1","0","0","0.11854763094576257","1.4030394061785496"
"29","Sami Yusuf","United Kingdom","Religious","N/A","1790","16502","46874","494578","56146826","388693462","-25710","977310","1235623","1913","190000","3900000","140417869","1197807500","963768","12024036","1662","771505","2088389","13386504","25961639","415127","5892772","4027315","464789","12330932","2652","338618","1364","102238","312179","17984","16657","13917","37","115","N/A","N/A","N/A","N/A","N/A","N/A"
"30","Sıla","Turkey","Middle Eastern","Sony Music Entertainment","1833","3486","266864","2417957","273920023","1133823871","143382","4004789","9440454","1053","30000","1350000","146526137","1798629075","215905","4534850","3018","223","67285","2091","7996","-57756","3459520","1292121","-43554","3638225","5439","896981","N/A","N/A","N/A","22775","8698","34417","14","120","N/A","N/A","N/A","N/A","N/A","N/A"
"31","Mabel Matiz","Turkey","Pop","Warner Music Group","1897","2010","448010","5541847","414860499","2128284188","72546","4911908","9834720","1671","38000","911000","255453964","2661783772","553104","10006547","2053","42542","169389","561734","10484479","36254","1703147","1747612","-21062","1617274","14834","403389","8","3903","1868","27397","5872","53017","20","161","N/A","N/A","N/A","N/A","N/A","N/A"
"32","Muslim (مُسلِم)","Egypt","Pop","Universal Music Group, Sony Music Entertainment","1905","4644","908615","4737567","96993535","346370104","153344","989328","1383459","2058","190000","3390000","198594442","1346278147","585572","9471259","2596","318451","3578955","6532640","36015867","-779187","4179204","288239","-30021","6099295","693","57280","2822","213948","1214396","5904","203649","165","3","3","N/A","N/A","N/A","N/A","N/A","N/A"
"33","Houda Bondok (حودة بندق)","Egypt","Pop","Big Indie Labels, Universal Music Group, Sony Music Entertainment","1970","6366","610587","2816955","86741132","197319956","994778","1492673","2612649","1917","330000","1620000","235401216","892044218","760876","5602013","2188","759270","4302854","6592109","55081327","0","1327272","0","457696","3727370","221","77532","3592","210996","465942","17949","348744","18","1","1","N/A","N/A","N/A","N/A","N/A","N/A"
