"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Mr. Saxobeat","2005-07-03","N/A","Pop","N/A","N/A","Alexandra Stan","N/A","N/A","N/A","N/A","225","N/A","N/A","N/A","N/A","453494852.25","N/A","N/A","N/A","146892204","837774860","N/A","N/A","N/A","8207516","243810770","N/A","N/A","N/A","3548","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Calm Down (with Selena Gomez)","2022-08-25","N/A","Pop","N/A","N/A","Rema, Selena Gomez","N/A","N/A","N/A","N/A","229","N/A","N/A","N/A","N/A","449275696.735","N/A","N/A","N/A","218336950","1839715665","N/A","N/A","N/A","298440497","2126820971","N/A","N/A","N/A","99708","N/A","N/A","N/A","N/A","679421","7253335","N/A","N/A","N/A","211503","3927477"
"Young And Beautiful","2013-01-01","N/A","Pop","N/A","N/A","Lana Del Rey","N/A","N/A","N/A","N/A","231","N/A","N/A","N/A","N/A","447405868.335","N/A","N/A","N/A","452290417","2034976854","N/A","N/A","N/A","182266427","1119735533","N/A","N/A","N/A","25936","N/A","N/A","N/A","N/A","294757","1551872","N/A","N/A","N/A","N/A","N/A"
"Nice To Meet You","2024-11-08","N/A","Pop","N/A","N/A","Myles Smith","N/A","N/A","N/A","N/A","233","N/A","N/A","N/A","N/A","447079771.57500005","N/A","N/A","N/A","224783769","345316304","N/A","N/A","N/A","43077161","62524317","N/A","N/A","N/A","857229","N/A","N/A","N/A","N/A","1202431","1929880","N/A","N/A","N/A","N/A","N/A"
"It's the Most Wonderful Time of the Year","1953-01-01","N/A","Pop","N/A","N/A","Andy Williams","N/A","N/A","N/A","N/A","234","N/A","N/A","N/A","N/A","446158707.6750001","N/A","N/A","N/A","172814504","1196053598","N/A","N/A","N/A","24699322","126910555","N/A","N/A","N/A","94868","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","476","1964032"
"I Love It","2012-01-01","N/A","Pop","N/A","N/A","Icona Pop, Charli XCX","N/A","N/A","N/A","N/A","235","N/A","N/A","N/A","N/A","445804410.4","N/A","N/A","N/A","248297289","1280628862","N/A","N/A","N/A","22985256","290794341","N/A","N/A","N/A","160986","N/A","N/A","N/A","N/A","206446","1571375","N/A","N/A","N/A","N/A","N/A"
"IRIS OUT","2025-09-15","N/A","Pop","N/A","N/A","Kenshi Yonezu","N/A","N/A","N/A","N/A","238","N/A","N/A","N/A","N/A","441733918.06","N/A","N/A","N/A","207395518","217946856","N/A","N/A","N/A","258744548","284045452","N/A","N/A","N/A","1189","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Blank Space","2014-01-01","N/A","Pop","N/A","N/A","Taylor Swift","N/A","N/A","N/A","N/A","240","N/A","N/A","N/A","N/A","441507519.65000004","N/A","N/A","N/A","328517771","2380658101","N/A","N/A","N/A","170515215","3941425684","N/A","N/A","N/A","172899","N/A","N/A","N/A","N/A","363910","1247050","N/A","N/A","N/A","1","1449"
"Dance The Night (From Barbie The Album)","2023-05-25","N/A","Pop","N/A","N/A","Dua Lipa","N/A","N/A","N/A","N/A","242","N/A","N/A","N/A","N/A","440577654.14","N/A","N/A","N/A","199239964","1285400298","N/A","N/A","N/A","72757800","450390609","N/A","N/A","N/A","384722","N/A","N/A","N/A","N/A","664958","3025448","N/A","N/A","N/A","N/A","N/A"
"Set Fire to the Rain","2011-01-19","N/A","Pop","N/A","N/A","Adele","N/A","N/A","N/A","N/A","247","N/A","N/A","N/A","N/A","435989768.01500005","N/A","N/A","N/A","328303513","2268829253","N/A","N/A","N/A","117671339","1823730174","N/A","N/A","N/A","287845","N/A","N/A","N/A","N/A","392378","1914941","N/A","N/A","N/A","N/A","N/A"
