"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Envolver","2021-11-11","N/A","Pop","N/A","N/A","Anitta","N/A","N/A","N/A","N/A","2294","N/A","N/A","N/A","N/A","144337329.355","N/A","N/A","N/A","60312522","755305004","N/A","N/A","N/A","103774088","1090223801","N/A","N/A","N/A","78712","N/A","N/A","N/A","N/A","349227","3249702","N/A","N/A","N/A","N/A","N/A"
"LA INOCENTE","2022-04-01","N/A","Latin","N/A","N/A","Mora, Feid","N/A","N/A","N/A","N/A","2311","N/A","N/A","N/A","N/A","143598860.37","N/A","N/A","N/A","129699618","1006073973","N/A","N/A","N/A","45394318","426936237","N/A","N/A","N/A","28875","N/A","N/A","N/A","N/A","350062","3818575","N/A","N/A","N/A","20712","2085787"
"AURORA","2025-05-17","N/A","Pop","N/A","N/A","Mora, De La Rose","N/A","N/A","N/A","N/A","2325","N/A","N/A","N/A","N/A","143237468.71500003","N/A","N/A","N/A","177273504","184337621","N/A","N/A","N/A","12844","26960","N/A","N/A","N/A","35680","N/A","N/A","N/A","N/A","438466","464243","N/A","N/A","N/A","N/A","N/A"
"Gata Only (Remix)","2024-06-07","N/A","Latin","N/A","N/A","Floyymenor, Ozuna, Anitta","N/A","N/A","N/A","N/A","2339","N/A","N/A","N/A","N/A","142492680.30499998","N/A","N/A","N/A","139098102","236416100","N/A","N/A","N/A","38410761","51915479","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14721","281510"
"Piel","2024-02-01","N/A","Pop","N/A","N/A","Tiago PZK, Ke Personajes","N/A","N/A","N/A","N/A","2342","N/A","N/A","N/A","N/A","142400978.41500002","N/A","N/A","N/A","108612087","478682286","N/A","N/A","N/A","69977622","321626808","N/A","N/A","N/A","25696","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8174","576777"
"Te vi","2018-06-01","N/A","Pop","N/A","N/A","Micro TDH, Piso 21","N/A","N/A","N/A","N/A","2354","N/A","N/A","N/A","N/A","141922639.255","N/A","N/A","N/A","127642018","975594766","N/A","N/A","N/A","43092890","758197756","N/A","N/A","N/A","33803","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1975","2429843"
"La Bicicleta","2017-05-26","N/A","Pop","N/A","N/A","Carlos Vives, Shakira","N/A","N/A","N/A","N/A","2380","N/A","N/A","N/A","N/A","141023627.745","N/A","N/A","N/A","100619002","875205317","N/A","N/A","N/A","49747792","1968961160","N/A","N/A","N/A","84712","N/A","N/A","N/A","N/A","25756","258318","N/A","N/A","N/A","N/A","N/A"
"BESO","2023-03-24","N/A","Latin","N/A","N/A","ROSALÍA, Rauw Alejandro","N/A","N/A","N/A","N/A","2385","N/A","N/A","N/A","N/A","140902979.815","N/A","N/A","N/A","119209938","869275475","N/A","N/A","N/A","33621936","254357498","N/A","N/A","N/A","66588","N/A","N/A","N/A","N/A","40131","189646","N/A","N/A","N/A","3860","1828411"
"una noche","2024-12-24","N/A","Pop","N/A","N/A","Alleh, Yorghaki","N/A","N/A","N/A","N/A","2393","N/A","N/A","N/A","N/A","140646282.565","N/A","N/A","N/A","104445113","150784518","N/A","N/A","N/A","59841633","72222339","N/A","N/A","N/A","40018","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mónaco","2021-05-27","N/A","Pop","N/A","N/A","Lagos, Danny Ocean","N/A","N/A","N/A","N/A","2407","N/A","N/A","N/A","N/A","139843413.71999997","N/A","N/A","N/A","137517239","683507349","N/A","N/A","N/A","40534441","239194677","N/A","N/A","N/A","13013","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2022","928665"
"Amor Prohibido","1994-01-01","N/A","Pop","N/A","N/A","Selena","N/A","N/A","N/A","N/A","2421","N/A","N/A","N/A","N/A","139154501.85500002","N/A","N/A","N/A","69336509","436801836","N/A","N/A","N/A","85973137","598349001","N/A","N/A","N/A","54400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1187","611749"
"¡Corre!","2011-10-04","N/A","Pop","N/A","N/A","Jesse & Joy, Jesse, Joy Huerta","N/A","N/A","N/A","N/A","2495","N/A","N/A","N/A","N/A","136260416.96","N/A","N/A","N/A","85527837","423641828","N/A","N/A","N/A","71705495","1442643301","N/A","N/A","N/A","46868","N/A","N/A","N/A","N/A","69569","576674","N/A","N/A","N/A","2135","2317987"
"Aléjate de Mí","2010-02-09","N/A","Pop","N/A","N/A","Camila","N/A","N/A","N/A","N/A","2517","N/A","N/A","N/A","N/A","135379774.285","N/A","N/A","N/A","76649646","349002686","N/A","N/A","N/A","85808839","733085500","N/A","N/A","N/A","37923","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4620","791877"
"Corazón partío","1997-01-01","N/A","Pop","N/A","N/A","Alejandro Sanz","N/A","N/A","N/A","N/A","2520","N/A","N/A","N/A","N/A","135320600.29","N/A","N/A","N/A","150308238","676446565","N/A","N/A","N/A","245363","72257231","N/A","N/A","N/A","75394","N/A","N/A","N/A","N/A","4047","19484","N/A","N/A","N/A","N/A","N/A"
