"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"1","Lady Gaga","United States","Pop","Universal Music Group, Sony Music Entertainment","6","12","122980","45748573","125638255","36468932305","-212034","94540179","515673811","14","0","30400000","34635353","21657394588","147861","153842948","21","16841","17724400","681611","0","-6431","62402415","14023","-15158","55807639","10600","9052202","747","1367813","215841","31781","2","84302","175","6868","82961","51","5","189","1.4995523801021595","463.7418219524227"
"2","Billie Eilish","United States","Pop","Universal Music Group, Big Indie Labels, Warner Music Group","10","5","261759","125038445","142809954","56056230096","-395375","84426546","491262690","28","0","57900000","37003487","19363160353","208327","316093510","13","9074","74440396","569338","0","-2566","125298016","222016","-19487","30894330","7590","9091795","14650","3650892","613228","103941","51","36688","133","4019","1877","43","3","357","24.084429459219855","2433.3807871165686"
"3","Lana Del Rey","United States","Pop","Universal Music Group, Big Indie Labels, Warner Music Group","32","23","188261","56261528","145495775","40648220247","437244","64142648","315496912","86","100000","18500000","14873131","8557195649","95740","86263982","234","17245","6933622","11872","0","94091","23643218","674772","-6029","14977376","5840","5687133","2464","8547724","250491","6869","453","11098","104","2457","1460","94","20","2184","17.875589295635148","8218.017780214843"
"4","Ellie Goulding","United Kingdom","Pop","Universal Music Group, Sony Music Entertainment, Big Indie Labels","69","82","20060","13625198","36881334","15014622783","34320","47496952","287252170","145","0","13100000","7247643","10657370325","39695","66756292","641","653","1868431","16380","0","-4024","13639697","20386","-5833","13569318","1254","6213196","-19","6729445","153437","5169","144","21323","134","4043","259","134","39","3897","159.5287643584503","21503.249245681476"
"5","Alex Warren","United States","Pop","Warner Music Group, Big Indie Labels","77","108","48831","4081669","79754231","5768253860","-847063","51686503","290982255","502","20000","4640000","20216385","1688929640","207540","24223395","256","35436","20932716","1629844","0","4396","6250508","42711","498","92445","1645","129829","523","57479","312267","346","28","62073","115","3397","N/A","N/A","N/A","N/A","N/A","N/A"
"6","sombr","United States","Pop","Warner Music Group","88","88","46239","4217115","91983353","4702948667","-305503","57834460","301641266","1099","8000","957000","7297074","384166772","43024","3403144","889","25558","4815112","1484915","0","13985","3443788","60327","1841","164779","1480","134502","491","57996","397844","8","109","47054","97","2422","N/A","N/A","N/A","N/A","N/A","N/A"
"7","Twenty One Pilots","United States","Pop","Warner Music Group, Big Indie Labels","138","104","24748","26331362","62627388","21656741874","-759701","39033795","149129289","280","0","14200000","11559034","13210301013","57899","122304114","758","3401","1925792","95165","0","298","9097269","18780","-2859","5790122","2307","4954133","409","405284","236275","17246","244","17850","100","2656","158186","4","1","121","0.052804092321101906","341.55839248680826"
"8","Arctic Monkeys","United Kingdom","Rock","Other Indie / Unsigned","147","38","85768","33936439","79337166","27024444048","3047","54843284","192023717","648","10000","9370000","5650937","5264516997","28576","39240897","2020","5226","941743","169267","0","5189","7721700","12284","-2241","7495877","4196","4875746","7712","1095374","55022","26192","565","10519","80","1539","55808","134","0","0","8.816004672785237","126.28179513698544"
"9","Djo","United States","Rock","Big Indie Labels","170","151","26536","4530227","44843918","3576626925","-397337","46991617","230479999","1051","10000","1080000","3096158","264134146","18485","3045645","27","431","2936282","68090","0","423","7902751","282187","572","138820","1003","92820","264","36789","108523","84974","804","18561","87","1635","N/A","N/A","N/A","N/A","N/A","N/A"
"10","PinkPantheress","United Kingdom","Pop","Warner Music Group, Universal Music Group, Sony Music Entertainment, Big Indie Labels","174","211","57918","5665468","60187239","5954076170","-124298","42376118","272802689","1300","20000","2400000","9537320","696585988","151503","12634416","306","28105","5912805","332291","0","24994","3756509","31246","N/A","N/A","1696","200296","1059","332718","601424","197","1068","15349","94","1157","6150","10","5","172","56.05977953914322","499.75882746501827"
