"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"39","Karim Cristiano","Egypt","Pop","Big Indie Labels, Warner Music Group","2129","6007","19336","2495780","2036859","182438396","41402","923871","776526","3043","0","1000000","2339186","290830116","8971","1895252","1337","-2268","3023385","169922","0","1511","634347","19118","N/A","44264","0","1006","26","101895","19858","38","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"40","Zouhair Bahaoui","Morocco","Pop","Universal Music Group, Big Indie Labels","2138","13214","770","1161878","764295","245830811","61194","674796","1652066","1336","0","8020000","4309379","2680090780","36539","19972138","942","3287","1290835","44493","0","954","10445843","29115","345","3853065","87","214757","2","730","1661","202","15500","263","11","16","N/A","N/A","N/A","N/A","N/A","N/A"
"41","Murat Boz","Turkey","Pop","Big Indie Labels","2318","2700","5195","2436180","6902435","1017466786","183477","5230399","8223920","4693","1000","413000","1821814","1256407365","3797","4987203","2270","367","106476","2325","0","4342","11219258","47546","-777","4737079","66","622018","N/A","N/A","N/A","116","8334","672","10","78","78247","3","0","0","3.370819476158024","3.704140353285265"
"42","Mohamed Alsalim","Iraq","Pop","Big Indie Labels","2332","21965","2399","531807","674922","91492689","38907","539811","937647","1222","0","6380000","3870283","2646132525","13064","27401083","1253","-916","2158656","13148","0","-1813","10233670","1059","836","2726424","5","54248","13","9551","59843","12","42864","95","2","2","N/A","N/A","N/A","N/A","N/A","N/A"
"43","Maha Ftouni","Lebanon","Pop","Universal Music Group","2418","12809","3907","495297","1326332","77382949","85348","1169454","2195538","1525","0","1020000","5583585","507238255","22757","3105707","851","2689","2965779","160639","0","3519","1719662","27388","4547","404524","13","508","11","9306","15353","0","129587","13","5","5","N/A","N/A","N/A","N/A","N/A","N/A"
"44","Myriam Fares","Lebanon","Pop","Universal Music Group, Sony Music Entertainment","2420","13318","1508","1178452","463286","164827810","63499","676494","5214892","3036","10000","2670000","2235199","1453335936","5274","5853841","679","N/A","803400","N/A","N/A","24289","33454676","4032","-2456","11883852","26","286176","4","14713","19382","134","31047","200","19","27","N/A","N/A","N/A","N/A","N/A","N/A"
"45","Khaled","Algeria","Pop","Universal Music Group, Big Indie Labels, Warner Music Group, Sony Music Entertainment","2441","4668","2242","1666038","2909844","924173174","159347","3139430","11888283","1849","0","2900000","2062122","1359017073","12661","8940467","4960","293","230779","639","0","-769","964252","0","630","5607740","320","705180","N/A","N/A","N/A","72","3741","1608","67","551","N/A","N/A","N/A","N/A","N/A","N/A"
"46","Buray","Turkey","Pop","Sony Music Entertainment","2461","5173","1627","2104727","2871581","1096116412","48228","2317059","6851800","957","0","2480000","3924593","2405006590","9387","9713211","2842","4902","592040","121075","0","3922","1322161","6299","-3","356300","94","456914","N/A","N/A","N/A","171","4527","1266","11","83","N/A","N/A","N/A","N/A","N/A","N/A"
"47","Demet Akalın","Turkey","Pop","Big Indie Labels, Sony Music Entertainment","2464","3162","2630","2256808","6104762","1127725410","148163","4787471","7212566","2502","0","1350","3381949","3123910406","5838","9510153","1552","-179","481771","1126","0","-760","10061996","37409","137","766187","104","362383","0","6994","23","2480","4568","1296","8","91","N/A","N/A","N/A","N/A","N/A","N/A"
"48","اسلام كابونجا","Egypt","Pop","Big Indie Labels","2495","4270","25017","4120708","341003","86020768","57078","1375664","10661","3885","2000","731000","1463895","264924649","5499","1534151","2060","143","2512746","93424","0","-933","566552","1460","166","546783","6","828","7","10825","826","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
