"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Shakira","Colombia","Pop","Sony Music Entertainment, Universal Music Group, Big Indie Labels","9","33","434762","42183563","449583120","30391978385","-678856","78006059","410015574","2","100000","50100000","219814849","39439619371","900218","219310769","4","171331","42929301","2688215","45674781","21993","95971031","2212126","-35607","122125445","29285","11455197","1273","388917","303798","529960","43","206112","146","7810","11046","57","6","277","12.498309006654644","564.7827967214082"
"2","Karol G","Colombia","Latin","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels, BMG","13","27","682896","63880013","443841962","36043093826","-2892279","50601366","346746732","1","0","41000000","262018372","39111611550","546079","214185553","46","-109224","55424469","301479","3535749","-101769","71243554","3138016","-36018","28615726","12760","3348189","11074","395004","382336","375198","25","235875","155","4144","4178","17","3","362","8.206554233337295","2107.2847607765507"
"3","J Balvin","Colombia","Latin","Universal Music Group, Warner Music Group, Sony Music Entertainment, Big Indie Labels, BMG","20","31","352265","40569153","569518047","52833553087","-10185159","75286054","445869015","8","0","35200000","227194395","56666118494","616084","292281976","49","12566","22575253","1494477","17334531","-11263","50403485","903954","-30969","25352215","9108","10296310","784","204339","338396","615360","68","154911","159","4208","998","46","10","1925","48.09615883549576","13051.214338437421"
"4","Romeo Santos","United States","Latin","Sony Music Entertainment, Universal Music Group, Big Indie Labels","33","97","643160","29071020","366934878","19379648084","-1159510","39325273","166125208","12","0","23400000","215577583","30418678223","570358","105406175","246","86334","6466735","415059","3521387","-8671","23179931","257468","-42584","37242865","5555","3878983","0","258364","7587","547631","152","120599","66","2013","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Maluma","Colombia","Latin","Sony Music Entertainment, Warner Music Group, Universal Music Group, Big Indie Labels","34","63","271228","40245181","372139463","33337220510","-225481","46931760","276564159","24","0","30900000","158493641","41296394876","402912","181204810","99","236870","13220864","3495680","26695788","39020","64501886","933078","-32078","25024416","8507","8035135","1024","212471","237952","294863","134","107181","102","3029","8684","25","4","53","10.944941381046691","376.6587670219693"
"6","Daddy Yankee","Puerto Rico","Latin","Universal Music Group, Warner Music Group, Big Indie Labels, Sony Music Entertainment","36","42","268850","39139338","513133281","41486002214","-3444909","63414383","285368031","22","100000","41300000","207942238","49628387065","746203","260831639","86","-12567","19756117","345122","696693","-63981","51962085","905966","20424","32055811","10030","7118557","1171","187366","689204","665642","72","170774","120","3771","33381","57","10","1301","23.94144344592327","1350.5724558990848"
"7","Feid","Colombia","Latin","Universal Music Group, Sony Music Entertainment, Big Indie Labels, Warner Music Group","76","113","196237","20006521","455279393","32857251902","-1031662","37366282","239304100","57","30000","7150000","126261989","14196119158","327662","64505012","220","210834","15304021","11911117","30877530","-12279","14576621","1651885","-3306","1431692","5942","878867","1171","91517","270468","284484","192","82267","72","1346","2469","18","1","205","6.14470958803565","1437.417196809951"
"8","Enrique Iglesias","Spain","Pop","Sony Music Entertainment, Universal Music Group","81","194","88281","12375522","152838330","12463774695","544837","34833336","129288711","29","0","25900000","113343973","24052689878","392381","97246580","369","82228","1915786","398900","754379","25442","18857376","364471","488106","49035750","3972","5938064","465","146155","159677","240265","49","170518","176","7292","111104","11","4","35","0.8540439383235443","59.75082990873718"
"9","ROSALÍA","Spain","Pop","Sony Music Entertainment, Big Indie Labels","102","197","125689","9582691","207582353","13600254404","-2497330","30902295","279286685","91","0","12100000","57586418","8441608914","266072","67167364","65","6384","33016946","1734997","15375128","63156","28069000","428306","-2921","3357437","16300","1014532","14524","274278","148645","325033","923","31546","91","1831","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Becky G","United States","Latin","Sony Music Entertainment, Universal Music Group, Warner Music Group, Big Indie Labels","113","210","129624","17241669","101488488","12605372251","-209493","28288543","257666280","46","0","22500000","82027791","19277467943","336165","123588753","177","207244","23860767","8642551","15740839","-42774","36456001","998509","-11145","18163326","2604","1855788","332","97772","197248","224355","377","55406","108","2349","93034","20","2","36","1.9479146448774518","20.90512260735726"
