"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"1","EJAE","United States","Pop","Other Indie / Unsigned","188","152","695364","3953010828","36618185","240814920","148","340000","2093073534","10438564","497","1254872","1743800","N/A","6341","N/A","73865","N/A","N/A","N/A","N/A","N/A"
"2","Ilayaraaja","India","Pop","Big Indie Labels","3390","993","16032413","1917162","11681997","367895","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","585","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Fawad Khan","Pakistan","Pop","N/A","5882","3671","924","92033","2817","41","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4","Abi Marquez","Philippines","Pop","Other Indie / Unsigned","6058","529950","81","15704","38","11376","3155","2010000","692595780","32625060","10409","N/A","1428083","2822777","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5","HYBS","Thailand","Pop","Warner Music Group","6633","3852","684110","830361830","3525139","5801971","9176","495000","241020453","1698468","43773","75521","180707","45172","3671","N/A","28844","N/A","N/A","N/A","N/A","N/A"
"6","Iyowa","Japan","Pop","Other Indie / Unsigned","7083","20288","117108","122215344","595813","208148","4338","613000","327391817","3677486","N/A","N/A","N/A","N/A","2440","N/A","265003","N/A","N/A","N/A","N/A","N/A"
"7","NABILA SUAKA","Indonesia","Pop","Other Indie / Unsigned","7164","754269","146","18600","N/A","2","3365","5100000","1062041511","10637663","8689","539008","184305","3198820","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","Ironmouse","United States","Pop","Sony Music Entertainment, Big Indie Labels","7289","3928","254899","232541712","5090703","7133297","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5755","N/A","211110","N/A","N/A","N/A","N/A","N/A"
"9","Juice=Juice","Japan","Pop","N/A","7955","N/A","N/A","N/A","N/A","N/A","4125","291000","230439790","2835723","3377","171253","169415","183111","N/A","N/A","230155","N/A","N/A","N/A","N/A","N/A"
"10","Mai Davika","Thailand","Pop","Universal Music Group","8132","277985","10378","7860963","5665","30443","27081","500000","30043260","903202","879","4460983","18229612","26188","28","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"11","Zeus","Philippines","Pop","N/A","11121","354823","N/A","N/A","N/A","N/A","83838","33300","5664225","29409","1798","4434004","1288943","2149534","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"12","สยาโม","Thailand","Pop","Sony Music Entertainment, Big Indie Labels","11201","93051","13772","12740598","103222","105504","11934","284000","85318587","2005912","3147","3876562","292444","732731","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"13","Shaira Diaz","Philippines","Pop","N/A","11255","754269","30","4367","3","N/A","45317","152000","2937258","102664","1544","4123857","1203356","8077274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"14","Desy Huang (黄家美 )","Indonesia","Pop","N/A","14135","619797","N/A","N/A","N/A","N/A","8110","699000","241367341","1533606","8051","377264","254721","69027","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"15","Khởi My","Vietnam","Pop","Big Indie Labels","14187","36597","187985","63697156","336092","102353","18419","827000","113182496","1660171","5414","N/A","1651583","10800370","775","40","N/A","N/A","N/A","N/A","N/A","N/A"
"16","Yulduz Turdiyeva","Russian Federation","Pop","Big Indie Labels","15583","132462","18769","2031576","29334","5015","5462","205000","135409810","342976","13547","4998","2311428","N/A","62","68","N/A","N/A","N/A","N/A","N/A","N/A"
"17","Elyor Meliboyev","Russian Federation","Pop","Big Indie Labels","15672","121712","49489","3256338","16175","2432","6683","369000","171879766","931293","27056","N/A","824356","N/A","16","14","N/A","N/A","N/A","N/A","N/A","N/A"
"18","LITTLE JOHN","Thailand","Pop","Sony Music Entertainment","15859","9841","175087","123228066","1790164","1812615","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"19","Peenongpor 4","Thailand","Pop","Universal Music Group","16599","754269","56","38767","7","10","13809","332000","154813800","7407647","3782","818672","119745","263112","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"20","Riev Wafa","Malaysia","Pop","Universal Music Group","17976","754269","2","31627","N/A","N/A","10304","123000","2993466","124698","67753","80935","75856","N/A","N/A","N/A","443080","N/A","N/A","N/A","N/A","N/A"
"21","ส้มโอ Stage Fighter","Thailand","Pop","N/A","19654","143541","3540","2696827","64421","199","14149","478000","255453354","941072","15739","262058","2162","777740","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"22","Caloy Quemada","Philippines","Pop","N/A","19748","N/A","N/A","N/A","N/A","N/A","13854","753000","101774129","3014652","10938","1352583","34187","2285101","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"23","Ansellma","Indonesia","Pop","Big Indie Labels","20094","160858","62566","3526644","1078","8773","85347","40800","1445909","69009","1956","2101266","1513547","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"24","Belle Nuntita","Thailand","Pop","N/A","20430","517185","241","8854","1251","3","46115","27300","45502043","223168","3550","778518","89872","708240","1328","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"25","Lê Thúy Hằng","Vietnam","Pop","N/A","21013","754269","2","0","4","N/A","9754","254000","3916016","158279","144465","N/A","N/A","21752","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"26","Zwe Htet","Thailand","Pop","N/A","21754","484155","1258","143017","480","N/A","12542","390000","144359532","1070800","10209","1601092","N/A","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"27","zenithlovesdaisy","Thailand","Pop","N/A","21884","95627","25684","11082562","69433","1045","10063","121000","71318639","295867","126869","N/A","N/A","67424","17","7130","N/A","N/A","N/A","N/A","N/A","N/A"
"28","Phyo Pyae Sone","Myanmar","Pop","Big Indie Labels","23007","117186","39494","9126672","43884","6211","18329","348000","126848434","673048","21206","N/A","33937","2234316","22","2","N/A","N/A","N/A","N/A","N/A","N/A"
"29","แตงโม สยาภา","Thailand","Pop","Other Indie / Unsigned","23246","643278","359","182013","6","34","11926","285000","85318587","2005912","15695","1300000","292449","726763","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"30","Htet Kaung Kin","Thailand","Pop","N/A","24190","754269","8","7320","32","N/A","7729","591000","105392394","1649173","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"31","SEA.","Thailand","Pop","Other Indie / Unsigned","24470","13695","54683","33337382","1047768","1602426","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"32","MAPRANG","Thailand","Pop","N/A","24491","754269","26","32697","4","N/A","97233","27000","1729473","21475","1475","5354018","463323","889118","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"33","Dew Jirawat (ดิว จิรวรรตน์)","Thailand","Pop","Big Indie Labels","24604","166184","58611","5794828","10143","52277","39965","N/A","N/A","N/A","4928","N/A","7663737","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"34","Liza","Bangladesh","Asian","Big Indie Labels","24829","214316","2241","1174889","21505","2994","21389","437000","74404193","522940","13897","328713","935967","1258876","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"35","JASP.ER","Indonesia","Pop","Big Indie Labels","24987","20141","284763","23109990","386983","45573","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"36","Anny Kathwar","India","Pop","N/A","25047","12505","4597","28734633","1940455","6753","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"37","BETAYOURBITCH","Thailand","Pop","Other Indie / Unsigned","25395","33245","18997","16590576","525569","209495","18144","21000","8600343","90997","409271","N/A","5304","N/A","N/A","17","244261","N/A","N/A","N/A","N/A","N/A"
"38","Serani Poji","Japan","Pop","Other Indie / Unsigned","25727","17719","267171","115298086","854711","448754","43095","91800","2277983","65988","208241","49669","N/A","N/A","3490","N/A","276110","N/A","N/A","N/A","N/A","N/A"
"39","PUIMEK","Thailand","Pop","Big Indie Labels","25739","502169","2324","82150","3","228","27024","481000","33833489","910837","10512","384800","1285497","267218","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"40","NouerA","South Korea","Pop","Other Indie / Unsigned","26344","89686","33925","2905713","93292","903718","26928","217000","36620991","1268350","20840","354777","153072","14424","580","N/A","128776","N/A","N/A","N/A","N/A","N/A"
"41","Joey Leong (梁祖仪)","Malaysia","Pop","Warner Music Group, Sony Music Entertainment","26627","179298","133","457352","13330","17895","107774","19100","1406599","18758","3339","662628","471442","381647","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"42","Wangden Sherpa","Nepal","Pop","Big Indie Labels","28027","43805","54491","30566738","284817","128568","20199","294000","102925232","1005913","55869","71586","53018","N/A","91","37","315149","N/A","N/A","N/A","N/A","N/A"
"43","Noor Chahal","India","Pop","Big Indie Labels, Universal Music Group","28361","10289","107568","84151911","2101445","5193021","N/A","N/A","N/A","N/A","N/A","N/A","781056","N/A","59","70","223600","N/A","N/A","N/A","N/A","N/A"
"44","AxMxP","South Korea","Pop","Big Indie Labels","28388","77107","30834","4147025","100812","192534","23295","314000","43464037","343905","130270","66407","413875","N/A","418","N/A","244909","N/A","N/A","N/A","N/A","N/A"
"45","Nguyên Vũ","Vietnam","Pop","Warner Music Group, Big Indie Labels","28498","268976","1357","758775","9780","3277","40122","233000","13140908","99046","9528","N/A","N/A","969075","13","9","N/A","N/A","N/A","N/A","N/A","N/A"
"46","THE JET BOY BANGERZ from EXILE TRIBE","Japan","Pop","Sony Music Entertainment, Big Indie Labels","28672","95215","27655","14596583","71762","129069","19578","70000","53059540","679512","14543","138082","139522","N/A","N/A","3","164140","N/A","N/A","N/A","N/A","N/A"
"47","N/A","Thailand","Pop","N/A","28953","N/A","N/A","N/A","N/A","N/A","7286","1530000","687106017","5908588","53244","601948","44313","N/A","N/A","N/A","250928","N/A","N/A","N/A","N/A","N/A"
"48","Saka Trương Tuyền","Vietnam","Pop","Big Indie Labels, Warner Music Group, Universal Music Group","29006","161133","34180","10932547","22853","55619","N/A","N/A","N/A","N/A","N/A","1471496","N/A","2761331","340","132","N/A","N/A","N/A","N/A","N/A","N/A"
"49","NCT JNJM","N/A","Pop","Big Indie Labels","29047","20185","77292","24786907","950427","12792349","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","426","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"50","ROIROM","Japan","Pop","Other Indie / Unsigned","29053","115487","10107","1286892","33804","297607","30394","51900","6922048","194400","18959","81672","245075","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"51","Kishore Mondal","India","Pop","Other Indie / Unsigned","29622","5633","67626","32288276","3399045","6928990","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A"
"52","Roxanne Barcelo","United States","Pop","N/A","29903","706125","211","8706","1","N/A","27944","569000","4236379","110559","15208","74982","971038","1069747","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"53","LUMMUN","Thailand","Pop","N/A","30029","56746","3133","7416877","476279","16","14272","26900","24390722","84881","591087","N/A","220","430","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"54","NIDA","South Korea","Pop","Other Indie / Unsigned","30146","97204","6199","654259","137404","437020","15087","1040000","195726059","7838299","N/A","1245168","N/A","N/A","37","3","N/A","N/A","N/A","N/A","N/A","N/A"
"55","Mila","Bangladesh","Pop","N/A","30180","754269","7","7857","1","74","16927","158000","81847359","469744","22070","N/A","6414","923271","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"56","Angerme","Japan","Pop","N/A","30744","N/A","N/A","N/A","N/A","N/A","17869","231000","221422546","1740344","14430","108269","143390","206978","N/A","N/A","265484","N/A","N/A","N/A","N/A","N/A"
"57","NADAFID","Indonesia","Pop","Other Indie / Unsigned","30895","679399","352","25498","2","4","26497","471000","62840327","4242986","15423","1400000","73952","235","9","94","N/A","N/A","N/A","N/A","N/A","N/A"
"58","SPEED","Japan","Pop","Big Indie Labels","31232","25260","225229","84819898","420319","1146087","37645","81000","45923967","201883","N/A","N/A","N/A","N/A","N/A","N/A","195367","N/A","N/A","N/A","N/A","N/A"
"59","P336 Band","Vietnam","Pop","N/A","32741","754269","N/A","N/A","N/A","N/A","21540","431000","144483360","1610528","19575","N/A","7212","1630351","228","244","N/A","N/A","N/A","N/A","N/A","N/A"
"60","F/ACE","Japan","Pop","Other Indie / Unsigned","32783","29326","66818","8628000","231901","1668518","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","463","N/A","449141","N/A","N/A","N/A","N/A","N/A"
"61","kona milk (粉ミルク)","Japan","Pop","Sony Music Entertainment","32791","334555","5321","5403536","2298","25849","9963","1220000","573722406","3459275","77049","N/A","38954","N/A","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"62","Hashimero (はしメロ)","Japan","Pop","Sony Music Entertainment, Big Indie Labels","33009","59154","25815","29153193","235532","472744","25413","66400","8244530","249873","62033","26848","9263","N/A","68","N/A","405334","N/A","N/A","N/A","N/A","N/A"
"63","Diệu Kiên","Vietnam","Pop","N/A","33027","754269","7","5722","1","2","19606","246000","117101841","604732","17709","669011","N/A","N/A","N/A","35","N/A","N/A","N/A","N/A","N/A","N/A"
"64","Ar-T","Myanmar","Pop","Big Indie Labels","34014","149852","16388","4708141","32124","5666","27805","92100","29182384","216429","36200","N/A","111629","819692","45","665","N/A","N/A","N/A","N/A","N/A","N/A"
"65","Vin Abrenica","Philippines","Pop","N/A","34195","754269","121","2218","2","N/A","407333","N/A","N/A","N/A","4604","716007","963229","16642","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"66","Louis Thanawin (หลุยส์ ธณวิน)","Thailand","Pop","Big Indie Labels","34318","191831","46454","N/A","6433","96643","161149","5920","143238","6317","5207","1205780","1597822","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"67","Uratanuki","Japan","Rock","N/A","34415","N/A","N/A","N/A","N/A","N/A","16037","385000","162193369","4277922","37341","N/A","180627","N/A","164","N/A","346967","N/A","N/A","N/A","N/A","N/A"
"68","Mark Avila","Philippines","Pop","Other Indie / Unsigned","34448","754269","31","4539","9","N/A","117620","6840","992678","18906","5715","102098","25402","762365","N/A","125","N/A","N/A","N/A","N/A","N/A","N/A"
"69","Sáo Trúc Hoàng Anh","Vietnam","Pop","N/A","34998","264423","1007","829778","14934","3","17314","679000","149308701","1498254","41881","N/A","N/A","533075","26","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"70","ZAQ","Japan","Pop","Big Indie Labels","35245","29319","123058","119713670","334815","1530193","40378","67300","52799889","412991","195055","3245","21160","25178","2212","116","91309","N/A","N/A","N/A","N/A","N/A"
"71","Dương Ngọc Thái","Vietnam","Pop","Universal Music Group, Big Indie Labels","35580","222136","14833","6827378","10292","9159","10371","697000","389177979","1026913","125474","N/A","N/A","69934","239","103","N/A","N/A","N/A","N/A","N/A","N/A"
"72","Duniverse","Vietnam","Pop","Big Indie Labels, Universal Music Group","35596","78550","3644","3691436","194877","292631","39154","51300","23378984","376791","38335","54820","3776","N/A","1","524","N/A","N/A","N/A","N/A","N/A","N/A"
"73","Chung Thanh Duy","Vietnam","Pop","Big Indie Labels","35787","113315","7553","5626157","94228","15226","38809","61900","20169704","147424","21315","1298608","1960","133989","10","259","N/A","N/A","N/A","N/A","N/A","N/A"
"74","Phương Anh Đào","Vietnam","Pop","Other Indie / Unsigned","35820","305389","747","51518240","25","289735","231686","2010","N/A","N/A","6268","693042","474286","792837","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"75","Roshan Fernando","Sri Lanka","Pop","N/A","35877","754269","3","1007","1","N/A","21685","219000","45896034","564038","34919","N/A","16291","553488","1015","N/A","27843","N/A","N/A","N/A","N/A","N/A"
"76","UshioReira (汐れいら)","Japan","Pop","Universal Music Group","36276","96574","5559","28744521","11696","65635","20594","78400","34704639","395379","38462","60464","165821","N/A","129","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"77","Shahrizada","Kazakhstan","R&B","Other Indie / Unsigned","36289","721121","169","24237","118","89","24854","36500","24609850","239564","7687","730741","877480","N/A","1","N/A","82827","N/A","N/A","N/A","N/A","N/A"
"78","Tommy Kaganangan","Indonesia","Pop","Other Indie / Unsigned","36925","565872","1344","1175808","1","4","16179","845000","105727521","1831350","35497","304600","348526","N/A","7","N/A","407741","N/A","N/A","N/A","N/A","N/A"
"79","Akash Rajput","India","Pop","Warner Music Group","36950","11593","849","88623817","1900033","1795983","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"80","Vy Oanh","Vietnam","Pop","Big Indie Labels","37250","79706","110698","10848014","273370","30748","24388","144000","87349151","235453","30919","96714","N/A","17143","400","19","N/A","N/A","N/A","N/A","N/A","N/A"
"81","Parsley Onuma","Japan","Pop","N/A","37357","44444","84237","53628712","200729","567259","25528","233000","62131447","1275130","230620","13476","N/A","N/A","N/A","1352","N/A","N/A","N/A","N/A","N/A","N/A"
"82","Khan Saab","India","Pop","Big Indie Labels","37412","9852","72818","28655899","6563149","14090088","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","15","N/A","N/A","N/A","N/A","N/A","N/A"
"83","Tiengmom Sotheavy","Cambodia","Pop","N/A","37743","N/A","N/A","N/A","N/A","N/A","17242","247000","145393281","543143","36124","N/A","1994","613585","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"84","GOD-TUK","South Korea","Pop","N/A","38209","754269","20","5919","18","N/A","11992","1100000","435531898","3394157","91647","54915","23256","154","N/A","450","N/A","N/A","N/A","N/A","N/A","N/A"
"85","Fadhilah Intan","Indonesia","Pop","Other Indie / Unsigned","38374","613618","747","8063263","1","1634","10083","525000","312811756","1514318","N/A","N/A","N/A","N/A","N/A","2","N/A","N/A","N/A","N/A","N/A","N/A"
"86","YerangGarang","South Korea","Pop","Big Indie Labels","38617","742186","82","16362","56","N/A","10674","379000","346484090","6252623","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"87","神が残した夢を喰う。","Japan","Pop","Other Indie / Unsigned","38650","42996","24491","21077241","371471","43435","31403","46400","15679334","223453","822611","N/A","N/A","N/A","N/A","22","N/A","N/A","N/A","N/A","N/A","N/A"
