"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"86","Cristian Castro","Mexico","Pop","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","805","873","15844","4730693","21180153","4070321239","75231","13088333","49806851","921","0","2080000","4249366","2198643251","13121","8662547","25516","4","69316","90","0","N/A","N/A","N/A","41","396273","433","414839","N/A","N/A","N/A","348","588","10598","42","1133","142215","1","0","0","0.1739125564860899","3.4782511297217975"
"87","Sin Bandera","Mexico","Pop","Sony Music Entertainment","842","908","10311","6983384","10053479","3881622342","-62159","8844681","39493174","682","0","3020000","4649483","3860926959","11416","13681312","1855","925","440173","4235","0","1895","913837","5888","-730","3788621","295","1036057","N/A","N/A","N/A","408","911","6544","37","783","N/A","N/A","N/A","N/A","N/A","N/A"
"88","Fonseca","Colombia","Pop","Sony Music Entertainment, Universal Music Group, Warner Music Group","875","1872","5064","3570074","8602594","2949825651","11893","6445970","29217918","680","0","1760000","5590837","2695599573","11133","8914220","1214","19733","1838851","430338","0","5191","2378177","51632","799","2866041","95","512092","2","7373","1312","520","837","6985","37","832","N/A","N/A","N/A","N/A","N/A","N/A"
"89","Franco de Vita","Venezuela","Pop","Sony Music Entertainment","899","1345","7975","6391387","5881099","2496336674","-26327","8108139","45276482","838","0","3230000","6867018","4490812891","12086","13132079","2128","10","8846","14","0","2185","3552135","777","0","8999333","241","938492","N/A","N/A","N/A","140","455","12126","36","1230","139329","2","0","0","0.20942105078341924","4.188421015668385"
"90","Pabllo Vittar","Brazil","Pop","Sony Music Entertainment, Big Indie Labels, Warner Music Group, BMG, Universal Music Group","912","1565","2335","4445776","6644764","3437706498","-142951","7313906","39002455","1185","0","8040000","1828989","3880238075","10060","56747309","669","3357","10167647","430738","0","-8851","12712025","42056","-824","2527098","820","1622397","6","9405","2738","128","2124","2490","58","429","18431","19","1","10","16.11981912936394","97.2865696304838"
"91","Cali Y El Dandee","Colombia","Latin","Universal Music Group, Sony Music Entertainment, Big Indie Labels","920","1408","3793","4155674","6727571","4038173063","29026","7448392","33824352","286","0","4530000","5514287","6240701754","10248","30064651","3235","295","1003363","41397","0","-311","1264738","2009","-801","2462569","160","857821","2","3518","1219","412","1048","5280","61","853","162894","2","0","0","0.026402046160550953","0.528040923211019"
"92","Rocío Dúrcal","Spain","Pop","Sony Music Entertainment","928","1141","11405","5691250","11177629","3007413652","-61180","9876766","31209690","900","10000","1710000","4286771","1871022959","11957","6359123","N/A","1030","297220","22833","0","417","15155","1111","0","5680239","292","658121","1","4000","1288","204","373","16712","34","793","N/A","N/A","N/A","N/A","N/A","N/A"
"93","Jerry Rivera","United States","Latin","Sony Music Entertainment, Universal Music Group","931","2059","4960","2551648","5012939","1613061269","-152538","5806754","18112257","689","0","2260000","3844076","1905600319","9596","7265770","2755","181","393563","1599","0","4197","1930348","3113","-1091","4322661","109","723752","N/A","N/A","N/A","298","477","11348","38","1129","148507","2","0","0","0.12124191588233185","2.4248383176466373"
"94","Belinda","Mexico","Pop","Warner Music Group, Sony Music Entertainment, Universal Music Group","942","1294","3668","2640696","11258642","3441504129","-45639","10963837","66631155","1112","0","1410000","3045215","2384319154","10266","11394198","364","-4020","8454892","25332","0","7041","18385939","106596","-2371","14387603","164","723314","0","2064","780","142","2671","2325","35","380","59447","N/A","N/A","N/A","N/A","N/A"
"95","Chino y Nacho","Venezuela","Latin","Universal Music Group","944","1535","4451","3243805","5569499","2020952543","-16998","6887912","34896652","484","0","5040000","5281185","6511456842","10873","22646897","6067","N/A","N/A","N/A","N/A","-281","3723200","24271","N/A","N/A","62","1172201","N/A","N/A","N/A","3","1485","4772","39","669","166087","1","0","0","0.013201023080275476","0.2640204616055095"
"96","Melendi","Spain","Pop","Sony Music Entertainment, Big Indie Labels","945","1186","7671","4817934","16592186","5115367000","19994","9385414","31303923","489","0","1400000","6889413","5783451641","12762","19398661","3114","2095","389457","-770932","0","701","2155347","3323","1030","3709497","275","608520","N/A","N/A","N/A","229","2043","3351","35","534","N/A","N/A","N/A","N/A","N/A","N/A"
"97","Nacho","Venezuela","Latin","Universal Music Group, Big Indie Labels, Warner Music Group, BMG","951","1575","3407","5592771","3678185","2910635441","-20674","6015573","30849686","244","0","6020000","8333337","11104945372","17597","45664216","1281","-1311","3419134","17569","0","-4757","15044925","24236","0","3504150","66","40770","N/A","N/A","N/A","121","1813","3222","37","517","N/A","N/A","N/A","N/A","N/A","N/A"
"98","Mau y Ricky","Venezuela","Pop","Warner Music Group, Sony Music Entertainment, Big Indie Labels, Universal Music Group","955","1013","4761","6908353","5910650","4890795123","-206872","9262023","60080163","580","0","4250000","3848108","5280096808","7826","27149832","1141","4238","5764264","629842","0","-2028","6458628","72964","-458","3332835","123","770833","N/A","4021","N/A","198","1013","6091","43","753","134418","2","0","0","0.2890030466119192","4.972053605973329"
"99","ElRubiusOMG","Spain","Pop","Big Indie Labels","964","45471","185","175141","103923","41462760","-1292","183597","195502","351","0","40800000","1308725","8282007729","28236","370654771","1309","N/A","N/A","N/A","N/A","20342","17407634","31062","-3176","7416017","51","8985","0","598","27","0","N/A","N/A","N/A","N/A","95905","4","0","0","1.6630143451565524","1.6862844267813164"
"100","LUNAY","Puerto Rico","Latin","Warner Music Group, Big Indie Labels, Universal Music Group","982","773","6107","9993738","9075212","5823103733","-229685","11248023","60144936","1586","0","5350000","2516996","3308732448","6332","21807334","1146","-3534","4207888","5902","0","-4261","10161397","16029","-1234","2025575","124","887124","23","59537","50158","953","3737","1715","32","237","108144","3","0","0","1.0298048242343463","4.638690176025995"
