"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Shakira","Colombia","Pop","Sony Music Entertainment, Universal Music Group, Big Indie Labels","10","34","425326","42034123","437121063","30244695335","655587","78107339","407647005","2","100000","50000000","209018336","39367733679","852809","219013203","4","208361","42877067","933864","55484781","116754","95974682","5031006","-24349","122132908","27719","11445661","1162","388489","284300","396142","45","189408","150","8246","11046","57","6","277","12.498309006654644","564.7827967214082"
"2","Karol G","Colombia","Latin","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels, BMG","13","30","676234","63688207","428978573","35895085144","-2306301","50967056","344618574","1","0","41000000","251490208","39029030415","513515","214016557","46","-116959","55453006","129091","5325749","-117504","71264385","2879785","-32127","28630232","12020","3343869","11073","391503","358956","260364","26","224248","155","4386","4178","17","3","362","8.206554233337295","2107.2847607765507"
"3","J Balvin","Colombia","Latin","Universal Music Group, Warner Music Group, Sony Music Entertainment, Big Indie Labels, BMG","20","27","344322","40455987","554102016","52645712580","-7955908","76826428","465581807","8","0","35200000","218554558","56593296221","609453","292086941","49","132435","22564601","481677","31457971","-6340","50417314","1023621","-24510","25362602","8417","10293236","791","204069","311088","440077","70","146426","159","4510","998","46","10","1925","48.09615883549576","13051.214338437421"
"4","Romeo Santos","United States","Latin","Sony Music Entertainment, Universal Music Group, Big Indie Labels","33","97","620330","28869156","412916597","19260701473","-1075152","39613299","167566339","12","100000","23400000","204960073","30345445309","542065","105213991","246","62358","6443852","98278","3521387","-1210","23186136","255491","-36998","37258553","5190","3877119","0","258364","7208","404797","155","113564","70","2160","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Maluma","Colombia","Latin","Sony Music Entertainment, Warner Music Group, Universal Music Group, Big Indie Labels","35","62","267799","40158161","359620369","33219926408","712763","47353164","280591410","24","0","30900000","150273932","41245888592","387352","181088497","99","207848","13192341","1374972","26695788","20342","64496360","1033455","-27150","25035711","7939","8032268","928","212105","216123","226953","135","102713","102","3270","8684","25","4","53","10.944941381046691","376.6587670219693"
"6","Daddy Yankee","Puerto Rico","Latin","Universal Music Group, Warner Music Group, Big Indie Labels, Sony Music Entertainment","36","41","275967","39051622","485550952","41340130437","-2058150","63871743","297673470","22","100000","41300000","197741939","49561704698","714594","260596989","86","-43731","19743314","35811","2023173","-56227","51979319","105058","-19122","32019222","9242","7115265","1173","186920","631656","504696","79","161110","123","4120","33381","57","10","1301","23.94144344592327","1350.5724558990848"
"7","Feid","Colombia","Latin","Universal Music Group, Sony Music Entertainment, Big Indie Labels, Warner Music Group","70","102","214169","19954701","415773652","32702020633","-1881032","36840021","239842878","57","20000","7140000","117769477","14157010380","288382","64411724","220","192298","15276623","5671424","39457530","-8156","14592833","2911670","-3081","1432864","5550","876536","1081","91130","244819","214940","197","78155","171","1789","2469","18","1","205","6.14470958803565","1437.417196809951"
"8","Enrique Iglesias","Spain","Pop","Sony Music Entertainment, Universal Music Group","82","197","83945","12344979","144779899","12414843303","784359","34592763","128764151","29","0","25900000","105205312","24016140595","357524","97124159","369","61617","1891118","191745","1108029","25662","18849256","356187","351072","48915974","3504","5936731","388","146005","128883","148135","51","160179","181","7685","111104","11","4","35","0.8540439383235443","59.75082990873718"
"9","ROSALÍA","Spain","Pop","Sony Music Entertainment, Big Indie Labels","102","186","132984","9542096","199056605","13532041925","-2079613","31615515","282597729","91","0","12100000","63166293","8424350467","480398","67093317","65","-42161","32997373","457856","22835128","174231","28054807","3026371","7892","3358734","20017","1009936","14459","269149","141644","233130","941","29566","93","1973","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Becky G","United States","Latin","Sony Music Entertainment, Universal Music Group, Warner Music Group, Big Indie Labels","111","215","127276","17196537","97079996","12572186110","458969","28236980","237517912","46","0","22500000","75897537","19250765037","267644","123460852","177","199383","23824709","5775931","33055069","-37918","36474912","1495381","-6885","18167121","2412","1854914","329","97685","193875","171019","386","52947","112","2563","93034","20","2","36","1.9479146448774518","20.90512260735726"
