"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"151","Malcriada","Mexico","Rock","Universal Music Group, Warner Music Group","2323","48345","70214","9112767","137978","2606886","3222","248000","70912565","2413200","935","1868857","645411","N/A","517","279","133087","N/A","N/A","N/A","N/A","N/A"
"152","Ricky Montgomery","United States","Pop","Warner Music Group","2334","1286","2503807","2477417217","8966752","21090693","4759","931000","520530144","6030206","8606","1838278","694673","85215","78500","41188","31767","N/A","N/A","N/A","N/A","N/A"
"153","Chris Isaak","United States","Rock","Big Indie Labels, Sony Music Entertainment","2338","1372","855744","1613902971","12395807","36453579","9152","472000","375530039","3327461","11886","36746","179576","480382","119314","6170","822","162894","2","0","0","0.528040923211019"
"154","Madilyn Bailey","United States","Pop","Big Indie Labels","2349","5849","518973","850788899","1023614","17915704","2130","9520000","1575749233","41821834","6266","3139245","900581","1750338","137588","155534","115659","N/A","N/A","N/A","N/A","N/A"
"155","Elley Duhé","United States","Pop","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","2357","621","706141","4361477344","15227167","140288788","3179","884000","1307008819","16190891","33622","399060","149524","29876","45192","30328","2101","2065","56","9","561","4248.476351404347"
"156","Olly Alexander","United Kingdom","Pop","Universal Music Group, Sony Music Entertainment, BMG, Big Indie Labels","2370","808","2053021","4148068272","14849352","90656519","5534","1730000","1079450783","7795877","13563","488635","752088","837448","944076","175210","8062","N/A","N/A","N/A","N/A","N/A"
"157","Enjambre","Mexico","Rock","Universal Music Group, Big Indie Labels","2377","2242","2152800","2087839732","4972947","13160659","3440","867000","675433852","3897052","4021","116615","666827","1425674","345155","1683","13878","N/A","N/A","N/A","N/A","N/A"
"158","Fourtwnty","Indonesia","Pop","Other Indie / Unsigned","2412","1217","3980842","1768108693","9890675","11691184","4235","1700000","757670963","4052195","24353","50573","744546","68333","16743","93648","17080","N/A","N/A","N/A","N/A","N/A"
"159","The Temper Trap","Australia","Rock","Big Indie Labels, Sony Music Entertainment, BMG","2440","941","813067","2068815778","16765944","94698203","14334","163000","228148232","1569111","3771","102298","152275","668632","120968","86202","2143","292","69","12","2052","20819.597755498493"
"160","Poppy","United States","Rock","Big Indie Labels, Universal Music Group, Sony Music Entertainment","2445","3776","1792419","1100930903","3877984","29180300","4321","3120000","645974961","15853606","3407","684108","1590360","581863","78403","43385","4998","58186","70","6","128","343.0999025994178"
"161","Zeeba","Brazil","Pop","BMG, Big Indie Labels, Universal Music Group","2451","1901","292394","1777199026","7432069","52645078","3992","254000","1120070631","10193006","1110","1095655","1489636","372348","264870","1527","2023","5989","45","6","1186","2572.9394249827765"
"162","Gloria Estefan","United States","Pop","Warner Music Group, BMG, Universal Music Group","2467","2255","902131","1445047726","6011344","39855121","2261","1150000","919570715","5409260","7061","39","1045395","1632625","295407","2436","245","88534","28","0","0","8.812207143155263"
"163","Yaelokre","Philippines","Rock","Warner Music Group","2485","5574","894240","317621545","2879887","5098082","3375","1600000","220783220","7417527","2507","1785261","572392","N/A","16084","27528","155817","N/A","N/A","N/A","N/A","N/A"
"164","PURPEECH","Thailand","Pop","N/A","2493","6020","669929","447715576","2558894","2197121","2332","482000","424455613","1707108","32849","N/A","292998","104309","31","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"165","Maggie Lindemann","United States","Pop","Universal Music Group","2499","2636","2068162","2026245058","2963647","20916477","3550","2440000","840052525","12197415","2012","2706316","6231581","2184192","54942","49115","4204","157222","1","0","0","1.2744455305665574"
"166","IV of Spades","Philippines","Pop","Sony Music Entertainment, Warner Music Group","2534","1646","4083611","1287169447","7329267","17010457","5997","1130000","283912841","2903507","4953","27421","440146","846624","32659","6276","9326","N/A","N/A","N/A","N/A","N/A"
"167","AdriAnne Lenker","United States","Pop","Big Indie Labels","2547","1564","1665102","1648086963","7297247","31775356","10562","236000","54219487","719756","12585","595443","573168","28125","58765","19644","17132","11338","69","0","0","147.22774313643046"
