"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 12m","Spotify Followers Total","Spotify Streams 12m","Spotify Streams Total","Spotify Monthly Listeners 12m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 12m","YouTube Subscribers Total","YouTube Views 12m","YouTube Views Total","YouTube Likes 12m","YouTube Likes Total","Social Rank","TikTok Followers 12m","TikTok Followers Total","TikTok Likes 12m","TikTok Views 12m","Instagram Followers 12m","Instagram Followers Total","Instagram Likes 12m","Facebook Followers 12m","Facebook Followers Total","Deezer Fans 12m","Deezer Fans Total","SoundCloud Followers 12m","SoundCloud Followers Total","SoundCloud Plays 12m","Shazam Shazams 12m","Radio Airplay Rank","Radio Airplay Spins 12m","Radio Airplay Countries with Spins 12m","Radio Airplay Stations with Spins 12m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 12m","Beatport Track Performance Points Total"
"1","Arctic Monkeys","United Kingdom","Rock","Other Indie / Unsigned","147","38","4254056","33936439","4244521382","27024444048","1108144","54843284","192023717","648","560000","9370000","313712704","5264516997","1479819","39240897","2020","201663","941743","5796769","9905451","-35960","7721700","928432","-121747","7495877","261485","4875746","380037","1095374","1283902","288970","565","510341","116","3799","55808","134","0","0","15.509287808526572","126.28179513698544"
"2","The Neighbourhood","United States","Rock","Warner Music Group, Big Indie Labels, Sony Music Entertainment","251","70","2956159","22997299","3355665025","18474192953","6425486","46918299","182757376","735","300000","5820000","222892861","2796947532","1859193","36684336","2335","136994","313391","289568","897639","602689","3947792","3736554","-36448","1845457","336091","1604562","36287","1218098","17181001","191440","2222","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","Hindia","Indonesia","Pop","Universal Music Group","297","239","9326581","15788680","2073587470","4444772099","4269544","15644215","13833430","1432","338000","1050000","383061138","1142436132","898846","4328354","1136","678632","906451","8629041","19172299","694541","1779259","13808403","6937","15317","2465","14023","454","1308","52236","9441","8204","35147","10","147","N/A","N/A","N/A","N/A","N/A","N/A"
"4","Måneskin","Italy","Rock","Sony Music Entertainment","408","280","704937","10935836","1308681027","9556006128","1891403","22836341","100546358","513","230000","5680000","352236819","3103780738","2098846","36775636","3095","-161089","7877308","1482354","3737509","-322533","6584747","43244","-27615","1492734","134553","973908","1857","72865","1249295","188679","447","608327","118","4345","110418","3","0","0","2.0317893735719523","8.30110676332987"
"5","Anuv Jain","India","Pop","Universal Music Group","424","386","4185038","10449293","1071706545","2805010023","3006130","17896635","20426681","1076","530000","3650000","408482062","1234215976","2309409","15418567","431","-70","23413","885","47511","669085","3400211","16166492","81823","206523","1850","3690","4484","42840","235735","31442","33180","5110","22","42","N/A","N/A","N/A","N/A","N/A","N/A"
"6","YUNGBLUD","United Kingdom","Rock","Universal Music Group, BMG","457","1072","980030","3541581","767893638","4060603168","2308687","9992444","62674418","587","640000","3800000","289744963","1654878122","4740311","38006463","135","2427424","8530200","57522159","109286356","3634568","7679049","30932755","1993014","2584724","56361","418897","14716","139207","3992886","66878","1767","188246","96","2389","104010","10","1","1","2.017630195271854","23.34751156344809"
"7","Beabadoobee","United Kingdom","Rock","Universal Music Group","557","333","1679090","7223123","1780449010","7105854209","2483662","25357600","139159294","1210","310000","1970000","172147727","1454294849","1683020","23436525","1763","745816","5649683","13449171","36476107","300633","4516695","14470264","12036","818810","75361","185322","56673","185092","12380562","52757","5242","60519","74","964","131264","3","1","59","0.719881911056315","6.856550292257313"
"8","Kings of Leon","United States","Rock","Warner Music Group","604","352","313989","5946479","1241437244","8364814731","4629375","25677751","162064146","1490","60000","1990000","105822361","2252252229","423532","10196710","4672","39182","155842","274012","833778","48128","865961","950723","-136251","9881374","62384","2377573","4689","658864","2148269","167374","384","659402","122","5521","N/A","N/A","N/A","N/A","N/A","N/A"
"9","The 1975","United Kingdom","Rock","Warner Music Group","664","402","594713","8305174","1294221938","10021290619","2323490","18670312","99563104","1121","140000","3600000","178367211","1801936791","763301","18991835","5375","47658","963826","377628","1246351","9492","3722433","0","-53811","2583789","22306","599739","28783","1050105","1422868","37659","1794","191507","103","2476","56706","3","0","0","8.648064536353264","8.8988839748785"
"10","Glass Animals","United Kingdom","Pop","Universal Music Group","748","390","262472","4703306","939061634","8304426704","2391214","21729681","136849767","771","150000","3350000","203935934","1942189680","1249386","21973738","7365","74611","789543","1217192","8634773","1829","727488","900585","-7327","471162","26897","313570","8020","262733","5569597","129446","586","498858","168","4469","58219","4","1","2","7.826700614790017","8.328339491840484"
