"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"1","Creedence Clearwater Revival","United States","Rock","Big Indie Labels, Universal Music Group","383","172","17644","8346276","34955848","10888734498","35009","33335480","140624575","748","10000","2470000","7423720","2087334346","44390","12718381","8547","1896","166382","19642","0","1012","276545","2856","-1156","4263906","1626","1563045","52","34201","70835","2699","140","24280","92","3489","6272","27","2","62","10.642229444479543","325.53390935997913"
"2","Bruce Springsteen","United States","Rock","Sony Music Entertainment, Universal Music Group, Warner Music Group, Big Indie Labels","435","358","16666","7690247","26016180","8497662670","540969","21700129","170661891","687","0","2540000","4832860","2593241902","23745","12195758","1315","9522","53623","6772","0","40630","2311941","246156","3834","6126372","1486","1777379","112","156149","33980","4831","45","41916","190","6307","114139","2","0","0","0.7901181546889742","2.7655766950599676"
"3","Eagles","United States","Rock","Warner Music Group, Big Indie Labels","459","251","24897","12640910","24587615","7741689385","453576","25154871","157269892","1040","10000","2380000","10411676","1459520868","42157","6513804","8732","140","3110","28","0","1451","206212","4611","-942","6106843","1426","1357216","110","35872","39198","225","64","37071","117","4920","N/A","N/A","N/A","N/A","N/A","N/A"
"4","The Script","Ireland","Rock","BMG, Sony Music Entertainment","650","233","9137","9039376","27237924","8337986140","165907","31398098","112857981","1562","N/A","N/A","N/A","N/A","N/A","N/A","2568","5248","688877","134288","0","845","975523","25791","-835","5903128","327","2108002","43","58884","20571","883","635","8613","99","2182","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Mumford & Sons","United Kingdom","Rock","Universal Music Group","729","661","7534","6786182","23391541","7535191783","-794935","16653833","63344398","1948","10000","1530000","1267557","1402076765","7004","7034141","1107","2007","407702","48630","0","2904","1323576","9804","-626","4444016","614","1048626","86","29370","47378","311","671","9291","72","1504","140043","2","0","0","0.20838634974597448","0.709927516976788"
"6","Bob Dylan","United States","Rock","Sony Music Entertainment, Big Indie Labels","882","606","10106","7612087","16026642","5889780158","312513","16595452","98045881","2045","0","1660000","1990278","962062814","12662","7026508","5108","382","158477","2229","0","690","1277776","661","-1518","6916053","1695","2085767","91","142867","35410","1062","256","15518","95","3017","45077","N/A","N/A","N/A","N/A","N/A"
"7","Passenger","United Kingdom","Rock","Big Indie Labels","949","769","5460","3865067","7083624","5245746403","-331191","11402052","83837647","865","10000","7890000","5981684","5169716818","25639","28686937","7327","-134","610130","2100","0","-144","498647","483","-1541","3614624","264","1352755","19","184903","6042","10","822","7133","100","1966","N/A","N/A","N/A","N/A","N/A","N/A"
"8","The Lumineers","United States","Rock","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","981","381","6934","6067861","19250596","9430129186","8518","18526235","103675599","2149","0","2480000","1766685","1848623655","8075","13318200","3833","598","656411","25233","0","1134","1550700","39656","-400","1992651","563","914218","0","21994","18","364","1001","5996","76","1515","N/A","N/A","N/A","N/A","N/A","N/A"
"9","George Harrison","United Kingdom","Rock","BMG","1092","1342","6411","3205181","9191918","2857483478","94713","9499712","68016886","1691","10000","1210000","2522944","905500129","14066","6421296","N/A","1207","231637","8067","0","941","1344773","24645","-1914","3445201","559","658759","-19","803404","3","1245","434","11650","93","3395","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Jack Johnson","United States","Rock","Universal Music Group, Sony Music Entertainment","1131","660","7375","4164563","21472188","8676745925","217274","14148818","101535937","4032","1000","937000","615652","834865926","3910","3812567","2001","3717","103953","15957","0","9730","1369397","13813","-1023","5179836","449","1159739","27","2009107","20373","904","1060","5793","71","1401","N/A","N/A","N/A","N/A","N/A","N/A"
"11","Zé Ramalho","Brazil","Rock","BMG","1190","2854","3664","3111268","5686705","1341451519","51296","4819134","16370893","633","10000","3410000","4702218","1975317364","21096","11345273","11324","N/A","N/A","N/A","N/A","3789","1038299","661","-25","2690565","967","1593746","27","10358","2136","10","877","7697","13","684","141139","14","0","0","0.1848143231238567","3.6962864624771345"
"12","Lord Huron","United States","Rock","Universal Music Group","1242","325","6430","2348005","20500637","6122308039","-393036","23954182","100436095","2300","0","1360000","3572537","1225480151","19352","12580916","11716","99","198301","1635","0","573","448677","8739","19","228821","311","113688","65","37727","56000","6","3491","1234","53","316","N/A","N/A","N/A","N/A","N/A","N/A"
"13","Airbag","Argentina","Rock","Big Indie Labels, Universal Music Group","1287","2469","13343","1883771","12041599","1560462554","29966","4539357","15053104","1202","0","1330000","7506600","1214441008","25483","6550116","1718","2309","678043","11212","0","3804","1313559","36313","0","775527","179","33162","10","3116","1576","71","3113","1208","25","186","N/A","N/A","N/A","N/A","N/A","N/A"
"14","Gustavo Cerati","Argentina","Rock","Sony Music Entertainment","1386","1495","10244","5830089","10657657","3581821013","56833","5634431","34240663","1927","0","1570000","2481208","1280209885","11811","6571413","N/A","1903","309691","22599","0","2542","1406437","155121","-667","2831276","370","631572","8","8656","1086","241","2004","3249","24","435","51344","7","0","0","10.310376123654295","11.036504056014664"
"15","Neil Diamond","United States","Rock","Sony Music Entertainment, Big Indie Labels","1493","1532","8320","3405923","7069049","2433787622","181831","7559902","45376569","2182","1000","604000","2806437","898462569","15581","5913676","3087","1952","236711","23833","0","1835","316171","24352","4555","2305622","258","380838","N/A","N/A","N/A","1071","285","15092","90","2561","7107","11","1","40","2.545878166138619","268.1943679616011"
"16","America","United States","Rock","Big Indie Labels","1516","881","6794","2196715","16365954","2568299093","678528","16309891","73942990","8574","1000","338000","649809","129289583","4939","852322","9241","4830","79524","160957","0","2672","158052","5920","1852","855279","653","110402","N/A","N/A","N/A","239","300","14929","92","3203","N/A","N/A","N/A","N/A","N/A","N/A"
"17","Simon & Garfunkel","United States","Rock","Other Indie / Unsigned","1533","813","7953","6077487","8582697","4575540301","169850","9746636","75869260","4178","0","1080000","2031886","1048990018","11295","5997448","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-733","2754107","964","1147986","N/A","N/A","N/A","2812","287","15269","95","3081","N/A","N/A","N/A","N/A","N/A","N/A"
"18","Lizzy McAlpine","United States","Pop","Universal Music Group, Sony Music Entertainment, Big Indie Labels","1536","804","9612","1821286","19716588","3047076341","-281897","13549566","115458060","9186","1000","382000","612655","105135160","5221","1767746","2037","2503","1228512","27239","0","2051","1191054","10818","71","16023","534","121335","119","42474","47255","630","7428","906","36","168","N/A","N/A","N/A","N/A","N/A","N/A"
"19","Neil Young","Canada","Rock","Warner Music Group, Big Indie Labels, Sony Music Entertainment","1552","1222","5960","3479424","19640568","4416103146","315464","10583828","33758361","6419","1000","806000","914482","515100496","6092","3375082","14497","N/A","N/A","N/A","N/A","76","285101","38","-739","2595998","901","810007","36","984032","30578","131","522","10028","75","2198","N/A","N/A","N/A","N/A","N/A","N/A"
"20","John Denver","United States","Rock","Big Indie Labels","1765","1181","6064","2703175","10277551","3400134824","357477","10610742","42994379","1582","0","1440000","1744915","1243754510","9679","8162752","N/A","0","4201","0","0","13","106487","2531","-233","1086618","187","202879","22","10703","11712","463","613","8906","77","1958","N/A","N/A","N/A","N/A","N/A","N/A"
"21","No Te Va Gustar","Uruguay","Rock","Big Indie Labels, Sony Music Entertainment, Warner Music Group","1818","2190","4656","2751172","7663667","2300621448","32183","4734004","21018410","2481","0","1420000","143307","1416518475","340","5925090","2028","245","410517","7689","0","1201","831370","9883","-269","2514647","86","376597","0","3388","21","3","3508","1976","23","224","84935","N/A","N/A","N/A","N/A","N/A"
"22","Andrés Calamaro","Argentina","Rock","Warner Music Group, Sony Music Entertainment, Big Indie Labels, Universal Music Group","1924","1526","3876","2894267","10072239","3472158412","37840","8076485","54010655","2458","0","617000","3987085","1695161630","8698","5796711","8312","35","28945","39","0","551","673821","1254","-515","2280858","180","536287","N/A","N/A","N/A","372","1443","5035","36","665","N/A","N/A","N/A","N/A","N/A","N/A"
"23","Babasónicos","Argentina","Rock","Big Indie Labels, Sony Music Entertainment","1965","2168","4005","1863708","9792716","2685691352","53896","4981771","29429062","2362","1000","599000","2434935","1031684238","5525","3248011","2650","2369","171977","84016","0","1507","558329","3986","-579","1941900","130","409175","2","8272","151","69","5027","1126","21","229","N/A","N/A","N/A","N/A","N/A","N/A"
"24","Los Auténticos Decadentes","Argentina","Latin","Big Indie Labels, Sony Music Entertainment","2002","1723","4160","2564146","7209289","2432222927","-29612","7939343","34647597","3256","1000","530000","1622081","469446221","6405","2237209","6888","720","418369","7604","0","727","611392","1339","174","2171060","162","480960","4","4255","2452","34","2616","2475","29","430","N/A","N/A","N/A","N/A","N/A","N/A"
"25","Carpenters","United States","Pop","Big Indie Labels","2045","1567","6335","3963135","7442645","2735955907","41235","6489729","39335945","4308","0","738000","1092827","632593511","5000","3567955","N/A","0","68","0","0","57","63680","93","-926","1420995","205","252869","14","6461","11214","1347","271","14507","96","2371","N/A","N/A","N/A","N/A","N/A","N/A"
"26","Van Morrison","United Kingdom","Rock","Big Indie Labels","2160","886","5962","3729409","11538497","5061409638","316876","11054980","68648772","5390","0","499000","847276","512945045","4051","2771541","25045","0","256","0","0","0","120141","0","0","1104305","244","199818","33","14318","24093","874","509","10047","84","2366","115455","10","0","0","0.7015197030892749","14.030394061785499"
"27","Tan Bionica","Argentina","Pop","Universal Music Group","2170","3935","5230","1458595","8349903","1256123165","232033","2956200","9141456","1249","0","793000","4050964","806280721","8820","3520284","N/A","N/A","N/A","N/A","N/A","17054","583261","310553","0","1561624","72","209380","0","3269","243","47","9897","603","14","106","N/A","N/A","N/A","N/A","N/A","N/A"
"28","Paul Simon","United States","Rock","Sony Music Entertainment, Big Indie Labels","2179","1224","3469","2622828","6871110","3016555768","199774","8152210","103731961","2965","1000","566000","1038895","568781966","5246","3001570","9978","58","26177","472","0","714","211359","345","468","1825583","260","240518","N/A","N/A","N/A","636","498","10814","99","2716","91454","17","0","0","1.982810741671995","39.656214833439904"
"29","Stevie Nicks","United States","Rock","Warner Music Group, Universal Music Group, Big Indie Labels, Sony Music Entertainment","2193","1584","7994","2313970","6195023","1854988917","337432","7924925","77126427","3003","1000","730000","1719382","1470368023","10095","9802596","2873","-32","1956288","-855","0","7731","2555093","1151","-660","3578121","0","198962","39","25871","12256","397","648","8621","78","2140","N/A","N/A","N/A","N/A","N/A","N/A"
"30","Yaelokre","Philippines","Rock","Warner Music Group","2510","5581","3304","898894","3328159","322333661","-8814","2857037","5059064","3375","0","1610000","1758195","223277751","23598","7451905","2507","2945","1791003","61232","0","292","572684","3897","N/A","N/A","126","16293","88","27678","45006","16","150892","11","5","5","N/A","N/A","N/A","N/A","N/A","N/A"
"31","Leonard Cohen","Canada","Rock","Sony Music Entertainment, Big Indie Labels, Universal Music Group","2594","2761","5449","3810511","4817063","2250341207","35816","3571784","32405029","2583","0","1520000","1156713","1049241726","7697","5969368","N/A","N/A","N/A","N/A","N/A","2098","213437","19001","242","2449162","795","722113","39","72136","5684","141","1741","3864","68","1085","19430","2","1","20","1.039109288249421","70.68123014406515"
