"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"109","La Ley","Chile","Rock","Other Indie / Unsigned","4359","2407","1696451","1337946462","5135077","35094942","5924","140000","623372291","2045576","N/A","N/A","52094","1170","214841","1225","2433","N/A","N/A","N/A","N/A","N/A"
"110","Bailey Spinn","United States","Rock","Other Indie / Unsigned","4375","39248","316102","40180553","199328","63803","1550","5000000","3836848021","273951240","2828","15772016","1284740","371568","2290","N/A","188303","N/A","N/A","N/A","N/A","N/A"
"111","Reality Club","Indonesia","Rock","N/A","4396","3946","725596","801495977","3982691","6274444","9586","210000","138234609","1041366","12071","170273","476452","3442","2627","8906","34738","N/A","N/A","N/A","N/A","N/A"
"112","Young the Giant","United States","Rock","Warner Music Group, Big Indie Labels","4430","1744","1745875","2060305188","7217515","33516397","14645","365000","274381659","2961531","15382","52964","338017","569010","73296","235717","5003","N/A","N/A","N/A","N/A","N/A"
"113","AWOLNATION","United States","Rock","Big Indie Labels","4434","2492","2075669","1957692525","3814368","34049573","6564","412000","812418105","6787620","18691","45245","137232","824166","451655","4268943","3484","92753","40","6","422","26.524175577318736"
"114","Wolf Alice","United Kingdom","Rock","Sony Music Entertainment","4445","3621","934493","965694078","3698293","54126864","12630","271000","115017321","1406884","5969","129401","491915","257475","65601","35224","4114","144951","1","0","0","2.95396378687978"
"115","Neon Trees","United States","Rock","Warner Music Group, Big Indie Labels, Universal Music Group","4488","1642","1328300","2035631061","9259481","44650035","12615","357000","298307400","2889711","27351","21385","58976","919685","135854","2147","3013","54045","30","2","585","61.73818337936038"
"116","Mitraz","India","Pop","Big Indie Labels, Sony Music Entertainment, Universal Music Group","4596","3107","798592","1101051003","5349264","10930820","4461","1160000","410025177","5063299","51225","N/A","218212","8965","1258","N/A","41577","72947","6","0","0","12.182915477754378"
"117","HAIM","United States","Pop","Universal Music Group, Warner Music Group","4633","2445","1455291","2392017242","3784331","46311968","6798","580000","421355621","3557927","6367","588880","1579721","814955","128134","869287","2627","135750","6","3","548","1850.583681479949"
"118","Midnight Oil","Australia","Rock","Sony Music Entertainment","4644","3762","919159","797688264","4360000","25373450","5792","344000","392803497","1987059","42844","N/A","54909","264849","237817","2759","748","N/A","N/A","N/A","N/A","N/A"
"119","Vianney","France","Pop","Sony Music Entertainment, Universal Music Group, Big Indie Labels","4683","5191","1619836","1144504232","2149507","4831443","4814","777000","892316120","3822538","12112","N/A","862457","841042","1955375","N/A","2868","104842","34","0","0","22.517532885636484"
"120","Modest Mouse","United States","Rock","Sony Music Entertainment, Universal Music Group","4689","2713","1618299","1865121944","5133105","40520856","9436","334000","299862178","1900499","17516","N/A","221665","1542450","177443","18281","2965","N/A","N/A","N/A","N/A","N/A"
"121","Blue October","United States","Rock","N/A","4696","10166","543206","590384004","1220588","4005555","7413","612000","425723377","3110881","22400","88170","212501","715766","34298","16442","6328","N/A","N/A","N/A","N/A","N/A"
"122","UNPLG'd","India","Pop","Sony Music Entertainment, Big Indie Labels","4698","3130","296619","238141105","5102795","9136996","5280","98300","135673606","752938","267629","N/A","7947","N/A","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"123","The Stone Roses","United Kingdom","Rock","Sony Music Entertainment","4715","3619","1817332","1194531273","3017410","20872206","9645","243000","212955677","1125478","N/A","N/A","25236","710314","258129","14743","3060","88091","7","2","121","9.010378376652696"
"124","Maanu","Pakistan","Hip Hop","Big Indie Labels, Sony Music Entertainment","4728","3031","482330","513070399","6256201","4541477","6583","205000","125005262","829588","25955","N/A","94131","3250","788","4098","300741","N/A","N/A","N/A","N/A","N/A"
"125","Alan Sutton y las criaturitas de la ansiedad","Argentina","Pop","Big Indie Labels","4776","8935","705701","332722953","1609682","2380576","5957","1170000","326663868","10027902","15400","2535611","634342","8184","8438","746","56077","N/A","N/A","N/A","N/A","N/A"
"126","Beach Bunny","United States","Rock","Big Indie Labels","4805","1675","1943140","2172785599","7727925","19877190","14119","595000","164595357","4291146","23532","358320","266050","53030","66921","48248","12934","50432","33","0","0","60.431599262044685"
"127","Death Cab for Cutie","United States","Rock","Warner Music Group, Big Indie Labels","4827","3119","1642634","1956225551","3749819","56108971","16449","313000","245786353","1827994","16694","N/A","280973","1860143","196640","646713","2330","103093","14","1","9","23.483660895519247"
"128","Aku Jeje","Indonesia","Pop","Other Indie / Unsigned","4829","4515","129898","129720196","6301258","10354347","8133","192000","72985435","696269","85246","1","110425","N/A","29","N/A","41933","N/A","N/A","N/A","N/A","N/A"
"129","Daricorn","Kazakhstan","Pop","Other Indie / Unsigned","4832","100802","29639","39120","44874","N/A","5049","153000","56339930","416588","1470","1293139","1470708","N/A","27","N/A","112903","151406","1","0","0","1.4030394061785496"
"130","Edward Sharpe & The Magnetic Zeros","United States","Rock","Big Indie Labels","4917","2187","1110553","1692258963","6925180","22778360","9547","125000","417144148","3060246","30479","N/A","80570","692460","92029","709332","8838","162894","2","0","0","0.528040923211019"
"131","Extremoduro","Spain","Rock","N/A","5047","4140","1761120","1401637844","2481775","3851597","7409","398000","458256475","1642383","30336","5721","217974","715774","106026","6988","20682","N/A","N/A","N/A","N/A","N/A"
"132","The Local Train","India","Rock","Other Indie / Unsigned","5060","4045","1836835","647293659","3240124","4248466","5605","1250000","349539291","3722768","34579","N/A","294657","203442","1556","21271","92497","N/A","N/A","N/A","N/A","N/A"
"133","Nothing but Thieves","United Kingdom","Rock","Sony Music Entertainment, Big Indie Labels","5068","3631","1373921","2048919034","3184326","32802470","7944","675000","309504778","4565196","18048","77518","430280","269413","235643","23887","3348","N/A","N/A","N/A","N/A","N/A"
"134","Cody Carnes","United States","Religious","Universal Music Group, Big Indie Labels, Sony Music Entertainment","5079","4103","379747","1007126869","3830541","15111615","11697","324000","200901797","1688779","17834","83040","362542","201691","30250","N/A","1985","N/A","N/A","N/A","N/A","N/A"
"135","Drops INA","Brazil","Rock","Big Indie Labels, Sony Music Entertainment","5086","6790","358482","255858132","2911209","7044003","5751","765000","279893804","2278979","52072","N/A","236564","4138","91052","N/A","19720","N/A","N/A","N/A","N/A","N/A"
"136","Saaheal","India","Pop","Big Indie Labels","5115","1660","243375","505606399","11822956","12933858","356951","517","N/A","N/A","322496","N/A","5845","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"137","Barasuara","Indonesia","Rock","Other Indie / Unsigned","5134","4830","456632","293119283","5505113","6281731","7037","129000","101671845","556872","15517","N/A","246391","22928","8288","10552","15515","N/A","N/A","N/A","N/A","N/A"
"138","Molchat Doma","Belarus","Rock","Big Indie Labels","5152","3960","1666074","952942016","2706713","11631945","7471","795000","189659590","4057448","9083","258108","481489","160329","5524","31885","24417","41711","12","1","25","17.711645267958403"
"139","South Arcade","United Kingdom","Rock","Big Indie Labels","5168","11583","304765","135557187","1205363","5585642","2956","344000","246677171","4379202","2027","578206","482734","45200","6576","4407","39250","N/A","N/A","N/A","N/A","N/A"
"140","VIOLENT VIRA","United States","Rock","Big Indie Labels","5212","7429","627449","410689322","1818231","2397590","14143","172000","22929342","556606","3300","465630","457387","N/A","N/A","23844","80997","N/A","N/A","N/A","N/A","N/A"
"141","Sons of Legion","United States","Rock","Other Indie / Unsigned","5226","9917","366939","119168949","1760969","2543460","9909","156000","26190028","751485","1952","603934","1192871","2260876","7733","718","51349","N/A","N/A","N/A","N/A","N/A"
"142","Kraftklub","Germany","Rock","Universal Music Group, Big Indie Labels","5248","7139","892864","1095035177","1999314","8324768","13685","315000","208600263","2264430","10052","105409","519587","475492","293357","16821","3607","166087","1","0","0","0.2640204616055095"
"143","Hansika Pareek","India","Pop","Big Indie Labels, Sony Music Entertainment","5273","2397","123455","508995610","9922168","14014971","12104","457000","73732601","1249599","15009","N/A","168075","1204","37","N/A","148421","N/A","N/A","N/A","N/A","N/A"
"144","Benny Bellson","United States","Rock","N/A","5360","10738","32061","52249150","2826073","3160279","44589","3410","2670996","54633","10826","83647","28626","N/A","357","2117","203027","N/A","N/A","N/A","N/A","N/A"
"145","Beach Weather","United States","Pop","Sony Music Entertainment","5449","1564","1118638","1682156150","9676041","42153660","13783","186000","77174405","1040605","45881","35660","141240","13089","31780","13156","8165","N/A","N/A","N/A","N/A","N/A"
"146","Daughter","United Kingdom","Rock","Big Indie Labels","5458","3599","1431235","1610807112","2427258","25063662","7045","1080000","744017735","4242295","26920","N/A","158807","782181","194256","1437354","11739","31525","68","2","24","87.01556990167707"
"147","Prateek Kuhad","India","Pop","Warner Music Group, Big Indie Labels","5474","4626","1148409","923393705","3094865","12953738","6039","1170000","397941862","5572104","21383","13997","785556","155819","3215","36678","79163","N/A","N/A","N/A","N/A","N/A"
"148","Alabama Shakes","United States","Blues","Big Indie Labels","5488","3794","1765768","1321594179","2298176","17674281","12370","412000","220634330","1708601","4475","N/A","549570","846875","146701","50083","4093","25664","N/A","N/A","N/A","N/A"
"149","Lomba Sihir","Indonesia","Pop","Big Indie Labels, Sony Music Entertainment","5531","5184","902530","284284773","1942125","1825835","16821","83700","54812158","341245","5190","232942","252011","309","378","N/A","21054","N/A","N/A","N/A","N/A","N/A"
"150","Vampire Weekend","United States","Rock","Sony Music Entertainment","5566","2378","2060766","2791332477","3629913","45253847","13620","336000","253992296","1868009","15121","N/A","322584","1853076","469168","N/A","2554","118543","46","2","13","15.482359109428401"
"151","Kaiser Chiefs","United Kingdom","Rock","Big Indie Labels","5667","3903","1407329","935755880","2855732","21693863","16393","206000","153405066","1051595","15610","64405","131605","790303","420664","45823","1877","N/A","N/A","N/A","N/A","N/A"
"152","UDD - Up Dharma Down","Philippines","Rock","Other Indie / Unsigned","5764","2195","1719618","1138814595","6592510","10064562","26313","41500","40759305","127542","32591","N/A","59166","689480","119","N/A","79659","N/A","N/A","N/A","N/A","N/A"
"153","Bharath","India","Pop","Other Indie / Unsigned","5877","1688","272685","447460295","11355636","12164250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"154","Risa Saraswati","Indonesia","Pop","Big Indie Labels","5893","224127","16304","1931958","9560","1863","2131","7200000","1462601338","49696502","9582","207005","2108367","165418","44","N/A","273663","N/A","N/A","N/A","N/A","N/A"
"155","The Drums","United States","Pop","Big Indie Labels, BMG","5906","3462","1105712","1144536509","4217394","17163233","9807","487000","228720102","3620228","28931","20919","188342","583383","159841","18586","6910","N/A","N/A","N/A","N/A","N/A"
"156","Bandang Lapis","Philippines","Rock","Other Indie / Unsigned","5976","8071","870140","395401209","1563454","1738820","6383","1200000","495619352","2313741","29710","38055","19029","574207","5394","N/A","17763","N/A","N/A","N/A","N/A","N/A"
"157","Manchester Orchestra","United States","Rock","Big Indie Labels, Warner Music Group","5994","4938","665414","944526523","2697965","25724736","6242","673000","380704847","2735343","29642","27208","155650","309286","40617","1337137","9587","125848","1","0","0","2.1197445026216553"
"158","Panchiko","United Kingdom","Rock","Big Indie Labels","5999","5430","776644","461791251","2794665","1487906","17577","125000","4430971","202904","50383","N/A","301372","4290","13190","19811","31118","N/A","N/A","N/A","N/A","N/A"
"159","The Velvet Underground","United States","Rock","Universal Music Group","6001","3353","2195460","1455245266","3108160","29510096","21787","208000","68832371","709334","N/A","N/A","N/A","1010127","403196","N/A","3059","N/A","N/A","N/A","N/A","N/A"
"160","The Backseat Lovers","United States","Rock","Universal Music Group","6018","2427","936691","1349156379","5571165","26169154","28687","143000","18183728","448196","32991","120929","380916","8282","9705","N/A","23332","N/A","N/A","N/A","N/A","N/A"
"161","Dayglow","United States","Pop","Universal Music Group, Big Indie Labels, BMG","6032","2515","1091719","1667016231","4268506","30761892","8587","652000","326855945","5191270","27490","238437","283871","100029","77051","32912","8360","N/A","N/A","N/A","N/A","N/A"
"162","Noel Gallagher's High Flying Birds","United Kingdom","Rock","Sony Music Entertainment","6055","6835","1103083","833922952","1767450","6307121","11337","408000","199087902","1681561","2770","342200","1787056","N/A","232333","N/A","24763","166087","1","0","0","0.2640204616055095"
"163","Travis","United Kingdom","Rock","Big Indie Labels, BMG","6067","4475","1168081","927105810","3138909","10432401","14887","260000","232591618","1594716","19068","64921","146080","553369","286194","8550","1330","N/A","N/A","N/A","N/A","N/A"
"164","Asaf Avidan","Israel","Rock","Big Indie Labels","6096","4821","478012","823583018","2888117","12998713","8023","338000","506974785","3014048","5464","5","408476","469428","276488","42118","6249","92124","15","1","752","762.126110728248"
"165","Mt. Joy","United States","Rock","Universal Music Group, Big Indie Labels, Warner Music Group","6127","2236","677925","1928043233","4886780","55040013","42335","54600","18798023","167971","8552","90949","427244","47916","4949","8050","5177","N/A","N/A","N/A","N/A","N/A"
"166","The National","United States","Rock","Big Indie Labels, Universal Music Group","6178","3043","1706763","2823764702","3006338","45603289","16154","314000","246128999","1559165","15952","N/A","551455","860385","335390","N/A","3133","13335","285","0","0","403.34912959604304"
"167","Cake","United States","Rock","Big Indie Labels","6456","3393","1358951","1325130495","3568582","29478406","19800","13400","185896818","1307786","34395","N/A","77854","584439","99531","N/A","1855","N/A","N/A","N/A","N/A","N/A"
"168","Metronomy","United Kingdom","Rock","Big Indie Labels, Sony Music Entertainment, Universal Music Group","6465","3915","1121623","1298944892","3357633","24445252","13492","387000","330090559","2312334","25317","229890","164503","599488","495043","70373","4446","9875","282","14","423","1953.2892797396325"
"169","Fleet Foxes","United States","Rock","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","6471","2653","1483858","1864525398","3918659","48406422","23152","121000","132413528","1100814","28468","N/A","196219","901084","162277","11414","5839","N/A","N/A","N/A","N/A","N/A"
"170","Casey Lowry","United Kingdom","Pop","Other Indie / Unsigned","6473","90490","120267","17791349","21111","238323","4581","726000","476397677","11826729","1608","3800173","1403636","865568","2264","703","128657","98521","N/A","N/A","N/A","N/A"
"171","Sophie And The Giants","United Kingdom","Pop","Universal Music Group, Sony Music Entertainment, Big Indie Labels","6526","4139","87379","924316185","3430253","17791842","10809","68600","217126804","1349946","31753","22264","57752","15455","24335","988","402","2204","26","12","1815","8168.363780189147"
"172","Rito Riba","India","Pop","Big Indie Labels","6557","5058","288200","409443343","4471847","4183457","7494","789000","77838157","3931936","30760","N/A","622317","N/A","48","N/A","53633","N/A","N/A","N/A","N/A","N/A"
"173","Sports","United States","Pop","Big Indie Labels","6558","4379","274581","495326604","4758209","13826348","15293","92000","53943648","1523187","29740","6875","44190","69845","N/A","8272","27600","51174","N/A","N/A","N/A","N/A"
"174","Yüzyüzeyken Konuşuruz","Turkey","Rock","Sony Music Entertainment","6567","3105","2978782","1625692526","2861730","7706894","9737","123000","513467880","3125035","41639","N/A","221959","50926","239354","20559","17226","166087","1","0","0","0.2640204616055095"
"175","Shiv Tandan","India","Pop","Big Indie Labels","6569","3439","9403","212558414","10741314","7110949","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"176","Sticky Fingers","Australia","Rock","Big Indie Labels","6601","3760","1208503","2081845238","2885322","8548614","10384","497000","438754933","2971481","24407","14264","439943","327733","50163","64314","16058","N/A","N/A","N/A","N/A","N/A"
"177","Bloc Party","United Kingdom","Rock","BMG, Big Indie Labels","6665","3953","1241973","1147688661","2793957","29277069","16043","101000","213988029","1520838","11139","34564","195490","1072865","338773","38920","3017","120818","41","1","55","377.9747561812087"
"178","Maan Panu","India","Pop","Warner Music Group, Big Indie Labels","6672","6000","127777","105123165","5571910","11937503","5255","159000","24701725","699829","226173","N/A","N/A","400","13","212","145277","N/A","N/A","N/A","N/A","N/A"
"179","Lost Stories","India","Electronic","Big Indie Labels","6684","13092","131394","186285024","1985899","3524374","5822","558000","190125574","3582808","27023","1550","124656","463793","730","22209","160366","78566","73","3","42","137.6005370603519"
"180","The Paper Kites","Australia","Rock","Sony Music Entertainment","6764","1944","930671","2194288220","6303967","36264475","17098","323000","165535983","2113904","33799","N/A","112022","184509","39940","N/A","12622","N/A","N/A","N/A","N/A","N/A"
"181","boygenius","United States","Rock","Other Indie / Unsigned","6796","3111","1124824","1148055444","3236112","48573763","31187","170000","32029982","606607","20442","135574","981981","34369","60065","8956","8468","122057","6","0","0","10.2880105902003"
"182","Aterciopelados","Colombia","Rock","Big Indie Labels","6825","7359","914737","488720379","1570281","15027710","5816","358000","304319991","1765821","12546","103047","343674","810441","182676","665","2817","N/A","N/A","N/A","N/A","N/A"
"183","Jewel","United States","Pop","Big Indie Labels, Universal Music Group, Warner Music Group, Sony Music Entertainment, BMG","6827","6784","865168","671429853","1835065","13160954","13419","312000","255129417","1790511","9730","527766","710873","1153047","36151","3436","2777","N/A","N/A","N/A","N/A","N/A"
"184","Saint Motel","United States","Pop","Warner Music Group","6833","2884","794156","1437160182","5205923","24312206","13881","315000","212792669","2851219","30648","18109","119724","99295","62193","24110","5807","158186","4","0","0","1.056081846422038"
"185","Grouplove","United States","Rock","Big Indie Labels","6921","1822","1293145","2125526100","7323445","65059033","21486","275000","183193806","2004404","27709","141561","161507","468707","92535","14223","6677","125326","7","2","47","19.02055931694296"
"186","Adamlar","Turkey","Rock","Sony Music Entertainment","6954","4414","2257904","1127011888","2003357","3828804","10028","330000","433937216","2815079","44132","N/A","222886","31944","194990","18922","59845","N/A","N/A","N/A","N/A","N/A"
"187","Hitsujibungaku (羊文学 )","Japan","Rock","Sony Music Entertainment","7062","8967","475014","374849090","1620974","6603910","7779","438000","179938550","1651210","14089","73593","281407","5805","3021","N/A","91307","N/A","N/A","N/A","N/A","N/A"
"188","Ritviz","India","Electronic","Big Indie Labels, Universal Music Group","7133","6839","1346213","720131809","1271009","3597164","5543","2500000","652915012","10088886","28178","387","333410","168591","3005","29808","154884","143020","3","0","0","3.381728299484109"
"189","Okean Elzy","Ukraine","Rock","Warner Music Group, Big Indie Labels","7200","10771","1248685","359272539","874288","1835663","7571","859000","599128067","4437743","23667","N/A","3030","862667","141594","37975","5090","N/A","N/A","N/A","N/A","N/A"
"190","The Wombats","United Kingdom","Rock","Warner Music Group","7201","3164","1130725","1968236282","2828186","30138316","23932","194000","141965875","1132771","20880","153344","228528","539689","150747","33948","2929","130058","10","4","179","343.90105801877013"
"191","Manoj Yadav","India","Pop","Big Indie Labels, Sony Music Entertainment","7227","2876","445771","660198476","6784687","8105621","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"192","Richy Mitch And The Coal Miners","United States","Rock","N/A","7299","1550","351270","1659544301","11314162","38880702","40783","43700","10862066","274314","49969","83998","102120","1632","3843","3547","30724","N/A","N/A","N/A","N/A","N/A"
"193","Ocean Alley","Australia","Rock","Big Indie Labels","7323","4624","695172","1117939645","2847359","12319081","24911","131000","46270946","517004","16470","424433","406048","119456","12102","20372","11314","N/A","N/A","N/A","N/A","N/A"
"194","Elliott Smith","United States","Rock","N/A","7343","3816","1428450","1587172574","2649946","19024484","49156","N/A","N/A","N/A","N/A","N/A","N/A","21600","110396","N/A","8034","130823","25","0","0","6.600511540137742"
"195","Ben Harper","United States","Rock","Universal Music Group, Big Indie Labels","7373","5452","1069322","1199568539","1501311","26898000","15692","214000","221473482","1035213","18351","5138","329571","1626402","794072","26268","3725","111217","4","0","0","4.76752992845433"
"196","OK Go","United States","Rock","N/A","7382","8867","563186","497229202","1149741","17338162","5277","1200000","1197100777","7044078","11419","281939","348062","1174828","84401","22297","6571","N/A","N/A","N/A","N/A","N/A"
"197","Nucleya","India","Electronic","Big Indie Labels, Sony Music Entertainment","7394","9044","1752774","283225753","1305304","4157914","7306","1510000","532247916","5783582","15336","63500","373950","770117","4001","123020","106059","100743","23","0","0","22.70022377234171"
"198","Amir Ameer","India","Pop","Big Indie Labels","7419","1871","440512","547450330","10043189","7165556","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"199","Unique Salonga","Philippines","Rock","Other Indie / Unsigned","7422","4599","678634","415485974","4725486","7972600","12160","21700","139219758","618872","9895","132127","213164","354094","6669","6772","42340","N/A","N/A","N/A","N/A","N/A"
"200","Sajjan Raj Vaidya","Nepal","Pop","Big Indie Labels","7434","18148","767005","199881515","419380","231552","3847","1600000","695412174","5969617","11329","103847","347326","214164","5267","5023","101730","118489","2","0","0","4.939947383368814"
"201","Catfish and the Bottlemen","United Kingdom","Rock","Universal Music Group","7465","3568","1203978","1897351206","2267569","18057636","17568","284000","136797682","1221687","20041","N/A","515419","344422","115067","39986","7869","N/A","N/A","N/A","N/A","N/A"
"202","Carter Vail","United States","Rock","Big Indie Labels","7468","34375","135739","62216027","276373","2198791","5229","558000","228174045","3511762","6807","1095136","1289085","30478","2229","1548","18189","N/A","N/A","N/A","N/A","N/A"
"203","Los Hermanos","Brazil","Rock","N/A","7472","6038","1019406","813658781","2262342","10344288","14190","386000","137481704","1212782","26009","N/A","170958","1044280","668005","N/A","3277","N/A","N/A","N/A","N/A","N/A"
"204","Kaavish","Pakistan","Pop","Universal Music Group","7487","13176","511709","183330998","1052563","2047021","5118","363000","94887542","1027376","42797","N/A","286035","74218","1541","11588","284798","N/A","N/A","N/A","N/A","N/A"
"205","The Fratellis","United Kingdom","Rock","Big Indie Labels","7530","3557","941671","1050044033","3960472","25276712","18354","145000","140425128","1059245","43696","1970","55291","397693","149563","7752","3946","131244","1","0","0","2.6329521576666997"
"206","Sandro","Argentina","Rock","Sony Music Entertainment, Big Indie Labels","7600","10840","897888","335968245","1193184","4854438","8588","339000","265682465","1221371","N/A","N/A","42317","1211157","57506","N/A","1636","N/A","N/A","N/A","N/A","N/A"
"207","Band of Horses","United States","Rock","Warner Music Group, BMG","7606","4163","1065230","1308968215","2754546","23349452","19830","105000","158141330","1224336","22585","N/A","160997","1020074","175717","666376","2393","N/A","N/A","N/A","N/A","N/A"
"208","Michael Marcagi","United States","Rock","Warner Music Group","7607","2359","296377","1088045266","5506648","41362640","40662","32500","28275958","167882","29656","249012","129586","N/A","2569","2982","6032","N/A","N/A","N/A","N/A","N/A"
"209","Rojo","Mexico","Rock","Big Indie Labels, Universal Music Group","7616","10908","687905","472971520","1186470","1607401","10398","533000","258487749","1326440","19828","N/A","108368","2180460","166224","N/A","4594","N/A","N/A","N/A","N/A","N/A"
"210","Daria Zawiałow","Poland","Pop","Sony Music Entertainment, Big Indie Labels, Warner Music Group","7631","7169","727196","858422890","1829436","3342471","6392","255000","529861417","2401453","17887","30647","305062","199709","5551","511","6251","N/A","N/A","N/A","N/A","N/A"
"211","Camilo Séptimo","Mexico","Rock","Universal Music Group, Big Indie Labels","7633","6907","721962","877683205","1349815","4118459","10482","533000","434004768","2401903","21863","154512","294451","529626","93890","3340","20273","155564","1","0","0","1.4030394061785496"
"212","Danilla","Indonesia","Pop","Universal Music Group","7690","17034","464531","271281349","599473","1994318","20714","496000","65191471","822087","1757","341636","2037364","316296","5412","40212","27774","N/A","N/A","N/A","N/A","N/A"
"213","Dazey and the Scouts","United States","Rock","N/A","7717","6141","488896","278458211","3140937","1360786","84459","N/A","N/A","N/A","77734","76388","50818","1776","8063","N/A","142406","N/A","N/A","N/A","N/A","N/A"
"214","She Wants Revenge","United States","Rock","Universal Music Group","7774","5060","812137","586893866","2928191","6675640","16583","194000","72604645","830346","57166","N/A","105010","99820","29443","8134","16750","N/A","N/A","N/A","N/A","N/A"
"215","Bryan Andrews","United States","Rock","Sony Music Entertainment","7791","31147","192741","63580288","222538","504474","13084","127000","11266151","775665","7634","3642437","1336211","33748","759","1566","162170","N/A","N/A","N/A","N/A","N/A"
"216","Salvia palth","New Zealand","Rock","N/A","7793","2334","1399120","1498584821","4818124","11836340","92204","N/A","N/A","N/A","135556","N/A","25","26089","24537","9166","36548","N/A","N/A","N/A","N/A","N/A"
"217","Title Fight","United States","Rock","Big Indie Labels","7802","5531","722659","768815802","2632795","4840658","20792","95800","36714541","604870","41734","N/A","185721","148177","21263","20625","40972","N/A","N/A","N/A","N/A","N/A"
"218","Peter Bjorn and John","Sweden","Pop","Big Indie Labels, Warner Music Group, BMG","7805","3155","461322","967626228","5609539","34181601","15463","171000","162823127","1457063","47134","N/A","23661","294353","62643","9146","4602","131603","24","2","17","105.49109655068972"
"219","Raghav Chaitanya","India","Pop","Big Indie Labels, Sony Music Entertainment","7832","2149","327682","924484635","8229480","13633036","11750","643000","321256772","4407027","61235","87","164697","N/A","74","1275","176299","N/A","N/A","N/A","N/A","N/A"
"220","Dongker","Indonesia","Punk","N/A","7838","6676","179551","130254041","5230727","6765039","18764","25700","14303534","96064","85710","N/A","116987","N/A","114","N/A","54515","N/A","N/A","N/A","N/A","N/A"
"221","Mikky Ekko","United States","Pop","Sony Music Entertainment, Big Indie Labels, Warner Music Group","7953","8423","150104","2197998315","641679","62288134","2276","118000","1480765208","7020609","58495","N/A","39149","136961","27729","1943588","7623","90142","27","0","0","30.695823916825155"
"222","The Shins","United States","Rock","Warner Music Group","7957","3584","1243343","1648245819","3057097","20836786","21746","131000","152453483","1101011","32202","407","114454","651863","91131","28025","5193","162894","2","0","0","0.528040923211019"
"223","Mura Masa","United Kingdom","Electronic","Universal Music Group, Warner Music Group, Sony Music Entertainment","8028","3431","718939","1622462613","3206712","32943520","8196","538000","371960670","4270696","34389","56832","200798","161127","51823","358128","7732","16490","125","16","1114","253.5817826027704"
"224","Nehaal Naseem","Pakistan","Pop","Big Indie Labels","8031","19246","209725","132074344","572861","2646093","8895","692000","108647101","2506541","2606","1028454","1797011","513737","6","2227","330606","N/A","N/A","N/A","N/A","N/A"
"225","DOPE LEMON","Australia","Rock","BMG, Universal Music Group","8109","4551","613277","945420673","3127822","10572329","12355","339000","143948614","1771053","51198","34015","111618","79963","26486","11534","12211","126106","3","0","0","8.41863239503964"
"226","The Rish","India","Hip Hop","Big Indie Labels, Sony Music Entertainment","8148","3689","47978","293916958","6786857","7739382","35627","29000","9066975","184423","20852","N/A","88849","2552","140","40","83895","N/A","N/A","N/A","N/A","N/A"
"227","Robe","Spain","Rock","Sony Music Entertainment","8230","12407","354175","410153577","968977","2234377","7767","206000","100036954","661834","36902","N/A","254787","88487","17361","N/A","235748","N/A","N/A","N/A","N/A","N/A"
"228","Jordana","United States","Rock","Big Indie Labels","8265","3845","277381","537567327","5518480","16759115","50417","23500","2445955","53306","12651","115070","74780","1659","312","2362","27584","N/A","N/A","N/A","N/A","N/A"
"229","Michael Minelli","United States","Pop","Big Indie Labels","8309","38816","92959","50259258","378037","1774806","9931","225000","52449114","1932343","2622","791718","1219976","1478054","1197","2639","111322","N/A","N/A","N/A","N/A","N/A"
"230","The Beaches","Canada","Rock","Universal Music Group","8320","8182","407295","382709498","1729351","17449685","23631","79200","31060830","539407","7313","336458","486297","78231","8830","4814","4924","N/A","N/A","N/A","N/A","N/A"
"231","James","United Kingdom","Rock","Universal Music Group, Big Indie Labels","8336","5410","648051","823850833","2272119","14473219","15151","170000","130016533","709206","23388","N/A","84295","351838","81344","2913","1919","N/A","N/A","N/A","N/A","N/A"
"232","Sheppard","Australia","Pop","Universal Music Group","8363","3727","357546","1216454422","3178666","22320904","12645","362000","311484471","2039156","12923","96380","112407","156889","68362","5142","2280","60862","14","0","0","13.381558273098461"
