"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"1","Coldplay","United Kingdom","Rock","Warner Music Group","21","7","63412075","44722061436","91758775","527842774","52","28400000","22995191909","151606658","253","8001690","29176472","41051776","18215283","525739","14","17874","45","17","2946","4220.872219331149"
"2","Imagine Dragons","United States","Rock","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","30","16","59523546","39252272120","54377775","273869446","38","33200000","24571559032","188124764","976","4041176","10135720","14570000","9385815","5552168","37","99114","28","5","201","559.7098376675602"
"3","Linkin Park","United States","Rock","Warner Music Group","37","34","33977719","31453791686","55329407","185902931","104","24800000","17108413548","128157913","327","3142842","11272535","55878043","12038784","5426275","71","3245","47","14","1027","2143.7819043575796"
"4","Queen","United Kingdom","Rock","Universal Music Group","73","35","56888384","27830235360","51990770","293061182","275","18900000","11611848184","89906232","866","3980219","6429010","26128655","12660620","270670","9","N/A","N/A","N/A","N/A","N/A"
"5","Guns N' Roses","United States","Rock","Universal Music Group","87","76","36961128","13050581835","36270098","153852283","156","13300000","9241676266","41860832","349","1843543","8927306","28896060","8490587","159529","60","N/A","N/A","N/A","N/A","N/A"
"6","AC/DC","Australia","Rock","N/A","92","69","33693886","16387858131","37397693","189257026","163","11600000","9201472389","49972274","642","1625542","6316705","28348300","9818816","187017","40","N/A","N/A","N/A","N/A","N/A"
"7","WWE","United States","Rock","Sony Music Entertainment, Warner Music Group","99","4988","739109","1797295962","2922371","6885873","31","112000000","15382056212","454841338","266","35863946","36006583","1043887","28277","3491","N/A","N/A","N/A","N/A","N/A","N/A"
"8","The Beatles","United Kingdom","Rock","Universal Music Group","103","125","31693816","27623110105","35675326","167504797","337","9450000","4250484512","34091013","N/A","2307607","5667875","36985792","8011709","344953","8","N/A","N/A","N/A","N/A","N/A"
"9","Red Hot Chili Peppers","United States","Rock","Warner Music Group, Big Indie Labels","110","53","24306173","20920285403","47759340","204811414","528","8550000","7759466618","37334041","891","956467","6488581","25751583","7588621","225837","63","162894","2","1","38","252.72907641901784"
"10","Gorillaz","United Kingdom","Rock","Warner Music Group, Sony Music Entertainment","116","128","15766537","13362370569","42059357","153556256","264","13200000","6174213240","73160293","342","5733617","7471128","10255220","2945034","500155","505","255","58","14","3675","32715.693079476787"
"11","Bon Jovi","United States","Rock","Universal Music Group, Big Indie Labels","135","139","16698720","10269854997","32499261","219014898","176","9050000","8649519473","41381163","567","1326551","2933132","23957609","5217479","81601","24","N/A","N/A","N/A","N/A","N/A"
"12","Nirvana","United States","Rock","Universal Music Group","143","91","24974149","14778619209","38047066","147402416","204","10800000","6420998638","49578231","N/A","N/A","N/A","25176038","9959769","454375","N/A","166087","1","0","0","0.2640204616055095"
"13","Radiohead","United Kingdom","Rock","Big Indie Labels","144","94","15659445","15852294382","43750998","156056492","650","5130000","3439968797","25734734","792","1857584","4626418","11068189","4011321","1911898","364","19008","295","2","15","294.66512795999074"
"14","Arctic Monkeys","United Kingdom","Rock","Other Indie / Unsigned","147","38","33936439","27024444048","54843284","192023717","648","9370000","5264516997","39240897","2020","941743","7721700","7495877","4875746","1095374","565","55808","134","0","0","126.28179513698544"
"15","Djo","United States","Rock","Big Indie Labels","170","151","4530227","3576626925","46991617","230479999","1051","1080000","264134146","3045645","27","2936282","7902751","138820","92820","36789","804","N/A","N/A","N/A","N/A","N/A"
"16","Tame Impala","Australia","Rock","Sony Music Entertainment, Universal Music Group, Warner Music Group","175","105","10628069","13121893857","55723776","345860950","611","3340000","1991031466","22304082","1148","628771","4107095","1826016","1066830","435354","666","148","47","9","1535","33971.295025974185"
"17","Fleetwood Mac","United States","Rock","Warner Music Group","205","73","14948920","16190382745","52086586","141898868","1423","2180000","1765995930","10891997","8456","N/A","200098","5035537","1617055","75709","41","123327","35","0","0","9.694464124466343"
"18","Oasis","United Kingdom","Rock","Big Indie Labels, Sony Music Entertainment","206","178","13294180","10390023510","30627042","131495061","492","4440000","3717300753","21731593","661","1557420","4873404","8494294","4633463","129335","179","73055","N/A","N/A","N/A","N/A"
"19","Pink Floyd","United Kingdom","Rock","Sony Music Entertainment, Warner Music Group","225","168","23587912","13651266196","27328970","114380985","1201","4960000","1761664803","16259181","N/A","1416895","5075641","26541954","6732998","194513","95","N/A","N/A","N/A","N/A","N/A"
"20","Maná","Mexico","Rock","Warner Music Group, Universal Music Group","236","257","14497717","9605489544","26322290","98508065","387","6730000","8336323001","24354447","1192","675224","2682410","17701666","1762492","34973","286","N/A","N/A","N/A","N/A","N/A"
"21","The Neighbourhood","United States","Rock","Warner Music Group, Big Indie Labels, Sony Music Entertainment","251","70","22997299","18474192953","46918299","182757376","735","5820000","2796947532","36684336","2335","313391","3947792","1845457","1604562","1218098","2222","N/A","N/A","N/A","N/A","N/A"
"22","The Police","United Kingdom","Rock","Universal Music Group, Sony Music Entertainment","260","147","8152475","7600289195","40349632","198648608","534","2230000","2707137955","13296894","N/A","N/A","759152","5861143","3270782","N/A","55","166087","1","0","0","0.2640204616055095"
"23","Aerosmith","United States","Rock","Universal Music Group, Sony Music Entertainment, Big Indie Labels","266","225","16706345","7574071190","24980905","167062423","451","4320000","4513182824","23297391","305","365878","3482478","16267708","5279891","997891","38","158186","4","0","0","1.056081846422038"
"24","Evanescence","United States","Rock","Big Indie Labels, Sony Music Entertainment","302","351","6936700","5222466735","24884927","86162346","388","7960000","5277456433","37930160","1051","1354524","2560231","19317882","3735157","162906","476","N/A","N/A","N/A","N/A","N/A"
"25","Fall Out Boy","United States","Rock","Warner Music Group, Universal Music Group","308","190","11717075","13902137096","25205044","164897659","470","6150000","4422023834","38275636","2360","607253","3447226","8271117","2585471","4695850","703","89914","17","11","338","673.0370934019695"
"26","Bryan Adams","Canada","Rock","Big Indie Labels, BMG, Warner Music Group, Universal Music Group, Sony Music Entertainment","326","291","5193246","7121814031","27174816","168443101","352","7210000","5183497071","24846539","3736","479689","1679653","6258956","1725053","66744","30","8156","57","7","215","806.2247526928055"
"27","Phil Collins","United Kingdom","Rock","Universal Music Group, Warner Music Group","328","265","7879240","8114452518","29340371","153529486","890","3480000","3065113373","17924821","689","681820","2008438","7725562","2789191","44380","32","144189","6","0","0","3.1679854361414685"
"28","U2","Ireland","Rock","Universal Music Group, Warner Music Group","341","268","13994060","10534305583","22277435","213623462","472","3320000","3280362777","16954451","1814","287422","3685998","16050143","7244889","89850","19","73625","30","2","79","81.50554363573276"
"29","Dire Straits","United Kingdom","Rock","Universal Music Group","344","309","9351268","7482184104","26015432","96317316","594","2730000","2609272538","13752558","N/A","305832","299324","3415630","2225253","N/A","78","N/A","N/A","N/A","N/A","N/A"
"30","Paramore","United States","Rock","Warner Music Group","348","182","10299775","10892692592","33131935","111215901","1257","3780000","3720832599","27236837","1639","1005336","3883751","22909645","3118650","198581","934","N/A","N/A","N/A","N/A","N/A"
"31","Foo Fighters","United States","Rock","Sony Music Entertainment, Big Indie Labels","354","266","13477410","10230204766","21955804","168977062","825","4170000","3173842408","19762477","1266","448977","5797484","11940257","4534654","1798592","136","N/A","N/A","N/A","N/A","N/A"
"32","The Cranberries","Ireland","Rock","Universal Music Group","366","282","5912894","5869877869","30805464","129982959","508","4010000","4149256342","20150171","N/A","547204","835505","4465157","1900999","14708","201","N/A","N/A","N/A","N/A","N/A"
"33","Creedence Clearwater Revival","United States","Rock","Big Indie Labels, Universal Music Group","383","172","8346276","10888734498","33335480","140624575","748","2470000","2087334346","12718381","8547","166382","276545","4263906","1563045","34201","140","6272","27","2","62","325.53390935997913"
