"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Creedence Clearwater Revival","United States","Rock","Big Indie Labels, Universal Music Group","383","172","77662","8346276","140952001","10888734498","1607901","33335480","140624575","748","20000","2470000","34425336","2087334346","213485","12718381","8547","7874","166382","79412","398592","16792","276545","64737","7810","4263906","7276","1563045","285","34201","308381","177234","140","107751","102","4977","6272","27","2","62","10.642229444479543","325.53390935997913"
"2","Bruce Springsteen","United States","Rock","Sony Music Entertainment, Universal Music Group, Warner Music Group, Big Indie Labels","435","358","70416","7690247","99646756","8497662670","1124676","21700129","170661891","687","20000","2540000","20655957","2593241902","92091","12195758","1315","16343","53623","50656","0","77708","2311941","465525","23857","6126372","6605","1777379","445","156149","159882","170924","45","185469","196","8065","114139","2","0","0","0.7901181546889742","2.7655766950599676"
"3","Eagles","United States","Rock","Warner Music Group, Big Indie Labels","459","251","106296","12640910","104812436","7741689385","1697104","25154871","157269892","1040","20000","2380000","43018857","1459520868","175380","6513804","8732","567","3110","152","2765","8749","206212","21199","-5177","6106843","6388","1357216","495","35872","185006","92977","64","164234","131","6903","N/A","N/A","N/A","N/A","N/A","N/A"
"4","The Script","Ireland","Rock","BMG, Sony Music Entertainment","650","233","49424","9039376","115005017","8337986140","3147013","31398098","112857981","1562","N/A","N/A","N/A","N/A","N/A","N/A","2568","12499","688877","243117","577490","6003","975523","95871","-884","5903128","1403","2108002","174","58884","95218","52550","635","38450","114","3223","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Mumford & Sons","United Kingdom","Rock","Universal Music Group","729","661","33362","6786182","120031324","7535191783","-763900","16653833","63344398","1948","10000","1530000","5992657","1402076765","34995","7034141","1107","8647","407702","224476","340933","21430","1323576","185729","-2396","4444016","3078","1048626","423","29370","240743","57735","671","39066","87","2287","140043","2","0","0","0.20838634974597448","0.709927516976788"
"6","Bob Dylan","United States","Rock","Sony Music Entertainment, Big Indie Labels","882","606","44544","7612087","63681600","5889780158","-15351","16595452","98045881","2045","10000","1660000","8867147","962062814","57203","7026508","5108","922","158477","7386","0","5097","1277776","4904","-7105","6916053","7633","2085767","393","142867","96503","126545","256","70269","111","4514","45077","N/A","N/A","N/A","N/A","N/A"
"7","Passenger","United Kingdom","Rock","Big Indie Labels","949","769","24657","3865067","32312577","5245746403","-139054","11402052","83837647","865","20000","7890000","26092920","5169716818","112119","28686937","7327","-338","610130","6066","80915","-789","498647","971","-6805","3614624","1161","1352755","83","184903","27673","41039","822","31194","114","3398","N/A","N/A","N/A","N/A","N/A","N/A"
"8","The Lumineers","United States","Rock","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","981","381","33295","6067861","86725635","9430129186","926909","18526235","103675599","2149","10000","2480000","8349968","1848623655","43314","13318200","3833","8754","656411","42854","154327","3670","1550700","76304","-2002","1992651","2579","914218","2","21994","102","76381","1001","26533","93","2598","N/A","N/A","N/A","N/A","N/A","N/A"
"9","George Harrison","United Kingdom","Rock","BMG","1092","1342","27674","3205181","39770368","2857483478","335027","9499712","68016886","1691","10000","1210000","11861163","905500129","63780","6421296","N/A","18144","231637","15816","179421","84989","1344773","75441","-3488","3445201","2235","658759","-74","803404","32","94431","434","51639","119","5274","N/A","N/A","N/A","N/A","N/A","N/A"
"10","Jack Johnson","United States","Rock","Universal Music Group, Sony Music Entertainment","1131","660","31821","4164563","88764862","8676745925","1570482","14148818","101535937","4032","5000","937000","2668063","834865926","18942","3812567","2001","5139","103953","18492","229839","31394","1369397","195525","-4112","5179836","2029","1159739","129","2009107","94207","51761","1060","25533","87","2452","N/A","N/A","N/A","N/A","N/A","N/A"
