"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1m","Spotify Followers Total","Spotify Streams 1m","Spotify Streams Total","Spotify Monthly Listeners 1m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1m","YouTube Subscribers Total","YouTube Views 1m","YouTube Views Total","YouTube Likes 1m","YouTube Likes Total","Social Rank","TikTok Followers 1m","TikTok Followers Total","TikTok Likes 1m","TikTok Views 1m","Instagram Followers 1m","Instagram Followers Total","Instagram Likes 1m","Facebook Followers 1m","Facebook Followers Total","Deezer Fans 1m","Deezer Fans Total","SoundCloud Followers 1m","SoundCloud Followers Total","SoundCloud Plays 1m","Shazam Shazams 1m","Radio Airplay Rank","Radio Airplay Spins 1m","Radio Airplay Countries with Spins 1m","Radio Airplay Stations with Spins 1m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1m","Beatport Track Performance Points Total"
"1","Coldplay","United Kingdom","Rock","Warner Music Group","21","7","512338","63412075","530720875","44722061436","119696","91758775","527842774","52","0","28400000","104066761","22995191909","380768","151606658","253","-23281","8001690","87282","197829","-61910","29176472","43756","-56782","41051776","35029","18215283","2719","525739","1688145","484979","14","293030","179","8912","17874","45","17","2946","18.433146247238955","4220.872219331149"
"2","Maroon 5","United States","Pop","Universal Music Group","26","17","366941","47368065","409594478","34287193505","1403786","75029536","309599239","19","0","38000000","107655222","26232089205","344027","141738184","446","-27178","3173152","12574","271374","-15182","9172278","54818","-54972","36457812","15203","11335333","1412","1766680","990794","358646","16","263662","180","7759","94764","38","3","123","1.7288062914707238","330.5708363040307"
"3","Imagine Dragons","United States","Rock","Universal Music Group, Sony Music Entertainment, Warner Music Group, Big Indie Labels","30","16","241236","59523546","332096362","39252272120","625123","54377775","273869446","38","0","33200000","115402561","24571559032","456073","188124764","976","571","4041176","95215","236085","86031","10135720","878345","-22893","14570000","33970","9385815","1189","5552168","428957","379346","37","200873","174","6239","99114","28","5","201","1.478429565545832","559.7098376675602"
"4","Olivia Rodrigo","United States","Pop","Universal Music Group","54","26","702090","52453589","367209429","25997175348","-614486","46504577","220750169","257","100000","15700000","48198997","6183695401","348286","102862619","171","82773","24749373","770612","4321700","241390","39358034","1434760","-1196","3533829","15050","1716677","5176","565238","434143","198841","114","132332","166","3539","N/A","N/A","N/A","N/A","N/A","N/A"
"5","Queen","United Kingdom","Rock","Universal Music Group","73","35","357443","56888384","267973458","27830235360","953669","51990770","293061182","275","0","18900000","56399730","11611848184","349972","89906232","866","18822","3980219","260843","1168371","5170","6429010","256677","-28270","26128655","28238","12660620","2048","270670","464262","188944","9","367109","144","9749","N/A","N/A","N/A","N/A","N/A","N/A"
"6","WWE","United States","Rock","Sony Music Entertainment, Warner Music Group","99","4988","7332","739109","24157596","1797295962","-106730","2922371","6885873","31","0","112000000","432703987","15382056212","7171810","454841338","266","794570","35863946","26860866","96828326","5826","36006583","3425454","-1256","1043887","359","28277","14","3491","23806","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"7","The Beatles","United Kingdom","Rock","Universal Music Group","103","125","208527","31693816","312408809","27623110105","1086724","35675326","167504797","337","40000","9450000","37619548","4250484512","315123","34091013","N/A","73327","2307607","784392","3242778","205559","5667875","759105","-7686","36985792","23144","8011709","935","344953","5640","327808","8","375703","132","7388","N/A","N/A","N/A","N/A","N/A","N/A"
"8","P!nk","United States","Pop","Sony Music Entertainment","114","137","103651","18630598","156231281","15801410653","1301141","36841878","249972119","239","0","13000000","51114842","9928953190","365169","54817877","313","8540","4078768","5688","219795","78648","11911066","757894","197592","31431474","11097","4609445","382","6347705","219377","229690","42","192572","145","6587","64245","29","0","0","6.044467974232477","64.58425375439643"
"9","Bon Jovi","United States","Rock","Universal Music Group, Big Indie Labels","135","139","167171","16698720","140212750","10269854997","834098","32499261","219014898","176","30000","9050000","59402309","8649519473","235334","41381163","567","11490","1326551","94324","5516148","27015","2933132","172398","-25631","23957609","11518","5217479","827","81601","227326","191289","24","258138","136","8639","N/A","N/A","N/A","N/A","N/A","N/A"
"10","OneRepublic","United States","Pop","Universal Music Group, Warner Music Group, BMG, Sony Music Entertainment","137","68","129500","19328848","207226898","20892121627","1202864","46535214","416163171","114","0","11200000","59922615","10353201647","252392","61768360","1728","166","1191010","64341","307040","-1841","3128180","82156","-16963","11767096","9218","4301208","548","137722","258543","308680","59","159133","138","6195","1308","58","15","857","41.489663340476504","3839.65678554762"
"11","Fleetwood Mac","United States","Rock","Warner Music Group","205","73","184193","14948920","328234570","16190382745","1993401","52086586","141898868","1423","20000","2180000","21948021","1765995930","122787","10891997","8456","N/A","N/A","N/A","N/A","-233","200098","2894","-4139","5035537","9757","1617055","1205","75709","658951","346409","41","200156","129","7248","123327","35","0","0","0.4847232062233171","9.694464124466343"
"12","Oasis","United Kingdom","Rock","Big Indie Labels, Sony Music Entertainment","206","178","168992","13294180","165201188","10390023510","2873037","30627042","131495061","492","30000","4440000","36243436","3717300753","179156","21731593","661","42581","1557420","233845","3609746","18088","4873404","260858","-7520","8494294","12566","4633463","2041","129335","852102","230452","179","90499","122","5888","73055","N/A","N/A","N/A","N/A","N/A"
"13","Maná","Mexico","Rock","Warner Music Group, Universal Music Group","236","257","205418","14497717","192074068","9605489544","394716","26322290","98508065","387","10000","6730000","69323813","8336323001","142643","24354447","1192","8428","675224","54321","282629","28150","2682410","95416","-12046","17701666","3389","1762492","347","34973","118265","105567","286","67398","67","2565","N/A","N/A","N/A","N/A","N/A","N/A"
"14","aespa (에스파)","South Korea","Pop","Warner Music Group, Big Indie Labels, Universal Music Group","256","654","214598","10736125","87202736","5175901255","16431","9747854","34851910","674","20000","8260000","23777676","4514976165","465394","170249365","90","65405","16736933","1985720","13021271","5288","16312950","1498602","-4251","2270829","6322","431751","N/A","N/A","N/A","46654","3842","5094","52","276","82414","5","0","0","2.8952951686210673","5.082334910209978"
"15","The Police","United Kingdom","Rock","Universal Music Group, Sony Music Entertainment","260","147","105881","8152475","131843638","7600289195","-1720907","40349632","198648608","534","10000","2230000","34100695","2707137955","131434","13296894","N/A","N/A","N/A","N/A","N/A","91907","759152","83098","8099","5861143","10535","3270782","N/A","N/A","N/A","124478","55","183734","134","8080","166087","1","0","0","0.013201023080275476","0.2640204616055095"
"16","Morat","Colombia","Pop","Universal Music Group, Warner Music Group, Big Indie Labels","291","415","94627","14479890","162922121","13796273904","-130465","14590905","72283273","136","0","7780000","52976082","8044220900","111975","50665965","1773","-2974","3987495","123100","478647","-5619","4474069","328776","-868","1682113","1919","1088124","N/A","N/A","N/A","46174","652","34897","56","1235","149836","2","0","0","0.1117966494063885","2.23593298812777"
"17","Kenshi Yonezu","Japan","Pop","Sony Music Entertainment","295","797","151715","8220138","94026633","3972189828","-160766","10014737","21680751","188","20000","8600000","74457204","7297627864","371560","50383017","625","113018","768669","129037","1476995","6718","2311247","19478","N/A","N/A","1138","62597","N/A","N/A","N/A","46505","13074","2055","21","76","N/A","N/A","N/A","N/A","N/A","N/A"
"18","Bryan Adams","Canada","Rock","Big Indie Labels, BMG, Warner Music Group, Universal Music Group, Sony Music Entertainment","326","291","73864","5193246","108110504","7121814031","512897","27174816","168443101","352","30000","7210000","59149982","5183497071","246472","24846539","3736","15267","479689","133691","2260181","61950","1679653","114363","30842","6258956","5839","1725053","288","66744","144024","202288","30","222965","142","8279","8156","57","7","215","18.892474159466662","806.2247526928055"
"19","Phil Collins","United Kingdom","Rock","Universal Music Group, Warner Music Group","328","265","92347","7879240","131955259","8114452518","119487","29340371","153529486","890","30000","3480000","32541887","3065113373","183711","17924821","689","15159","681820","291626","893594","20655","2008438","448421","9817","7725562","11332","2789191","542","44380","143665","257313","32","224662","139","8318","144189","6","0","0","0.15839927180707342","3.1679854361414685"
"20","Elevation Worship","United States","Religious","Sony Music Entertainment","335","1102","97008","5611497","111133202","5183199707","494342","10612080","25162046","403","70000","8280000","80473553","4433364720","543587","33031457","356","38617","2746861","1353987","2151540","89303","5102396","342555","104342","3755551","3130","314470","604","40610","70403","133229","322","58683","76","1041","N/A","N/A","N/A","N/A","N/A","N/A"
"21","Mrs. Green Apple","Japan","Pop","Universal Music Group, Big Indie Labels","340","905","144755","6962846","137160235","5757004660","83578","7551957","13939022","195","20000","6310000","86685844","4674373295","430754","51716031","1413","-3243","2076503","329217","1302834","-8664","2278616","6083","41","35316","381","30339","N/A","N/A","N/A","44009","15037","1274","15","61","N/A","N/A","N/A","N/A","N/A","N/A"
