"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Somebody Else","2016-02-16","N/A","Rock","N/A","N/A","The 1975","N/A","N/A","N/A","N/A","3523","N/A","N/A","N/A","N/A","108568467.43","N/A","N/A","N/A","123462940","1011130070","N/A","N/A","N/A","11956019","196239352","N/A","N/A","N/A","12290","N/A","N/A","N/A","N/A","91628","1200680","N/A","N/A","N/A","N/A","N/A"
"Sail","2011-01-01","N/A","Rock","N/A","N/A","AWOLNATION","N/A","N/A","N/A","N/A","3551","N/A","N/A","N/A","N/A","107969249.39500001","N/A","N/A","N/A","73771665","951235591","N/A","N/A","N/A","43742856","462792434","N/A","N/A","N/A","55521","N/A","N/A","N/A","N/A","614804","31650904","N/A","N/A","N/A","6771","13304120"
"Umaasa","2019-06-28","N/A","Rock","N/A","N/A","Calein","N/A","N/A","N/A","N/A","3717","N/A","N/A","N/A","N/A","104681997.30000001","N/A","N/A","N/A","99063065","353944282","N/A","N/A","N/A","38088051","132040871","N/A","N/A","N/A","2972","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","162591"
"Tongue Tied","2011-09-02","N/A","Rock","N/A","N/A","Grouplove","N/A","N/A","N/A","N/A","3790","N/A","N/A","N/A","N/A","103254767.335","N/A","N/A","N/A","125775241","1169849694","N/A","N/A","N/A","2556099","63387340","N/A","N/A","N/A","18899","N/A","N/A","N/A","N/A","254080","1463256","N/A","N/A","N/A","0","3919361"
"Naive","2006-01-01","N/A","Rock","N/A","N/A","The Kooks","N/A","N/A","N/A","N/A","3816","N/A","N/A","N/A","N/A","102889419.805","N/A","N/A","N/A","114993431","855136174","N/A","N/A","N/A","6963281","143869623","N/A","N/A","N/A","31445","N/A","N/A","N/A","N/A","236550","830604","N/A","N/A","N/A","N/A","N/A"
"Beaches","2024-08-07","N/A","Rock","N/A","N/A","Beabadoobee","N/A","N/A","N/A","N/A","3837","N/A","N/A","N/A","N/A","102358424.94999999","N/A","N/A","N/A","120965916","175872978","N/A","N/A","N/A","15617046","21479353","N/A","N/A","N/A","9566","N/A","N/A","N/A","N/A","980479","1319788","N/A","N/A","N/A","3054","125302"
"Pursuit Of Happiness (Nightmare)","2009-01-01","N/A","Rock","N/A","N/A","Kid Cudi, MGMT, Ratatat","N/A","N/A","N/A","N/A","3881","N/A","N/A","N/A","N/A","101539703.225","N/A","N/A","N/A","123812206","1019905889","N/A","N/A","N/A","880946","36644308","N/A","N/A","N/A","14075","N/A","N/A","N/A","N/A","1718347","10767232","N/A","N/A","N/A","N/A","N/A"
"Disco","2019-06-12","N/A","Rock","N/A","N/A","Surf Curse","N/A","N/A","N/A","N/A","4082","N/A","N/A","N/A","N/A","97920157.095","N/A","N/A","N/A","122292006","496086905","N/A","N/A","N/A","2726748","21952878","N/A","N/A","N/A","7576","N/A","N/A","N/A","N/A","940051","3446847","N/A","N/A","N/A","0","1028494"
"33x","2022-03-11","N/A","Rock","N/A","N/A","Perunggu","N/A","N/A","N/A","N/A","4097","N/A","N/A","N/A","N/A","97665153.455","N/A","N/A","N/A","59177626","130327847","N/A","N/A","N/A","43429079","47739104","N/A","N/A","N/A","1572","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"No Other Heart","2015-07-08","N/A","Rock","N/A","N/A","Mac Demarco","N/A","N/A","N/A","N/A","4189","N/A","N/A","N/A","N/A","96123311.73","N/A","N/A","N/A","110481551","362371343","N/A","N/A","N/A","10640173","32469902","N/A","N/A","N/A","934","N/A","N/A","N/A","N/A","1229312","5688961","N/A","N/A","N/A","3588","361020"
"Love Lost","2022-07-22","N/A","Hip Hop","N/A","N/A","Mac Miller, The Temper Trap","N/A","N/A","N/A","N/A","4194","N/A","N/A","N/A","N/A","96004054.755","N/A","N/A","N/A","121165353","469285895","N/A","N/A","N/A","2077349","29850498","N/A","N/A","N/A","489","N/A","N/A","N/A","N/A","582618","3082541","N/A","N/A","N/A","N/A","N/A"
"There She Goes","1988-11-26","N/A","Rock","N/A","N/A","The La's","N/A","N/A","N/A","N/A","4226","N/A","N/A","N/A","N/A","95478862.925","N/A","N/A","N/A","86549795","505777980","N/A","N/A","N/A","4498103","38493318","N/A","N/A","N/A","90900","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","2114734"
"Real Man","2024-08-09","N/A","Rock","N/A","N/A","Beabadoobee","N/A","N/A","N/A","N/A","4374","N/A","N/A","N/A","N/A","93134202.19000001","N/A","N/A","N/A","121286684","262450264","N/A","N/A","N/A","544405","3243306","N/A","N/A","N/A","2349","N/A","N/A","N/A","N/A","1011070","2209054","N/A","N/A","N/A","6132","288166"
"Time to Pretend","2007-12-14","N/A","Rock","N/A","N/A","MGMT","N/A","N/A","N/A","N/A","4422","N/A","N/A","N/A","N/A","92377111.565","N/A","N/A","N/A","103833179","612250301","N/A","N/A","N/A","5247742","129144126","N/A","N/A","N/A","29535","N/A","N/A","N/A","N/A","5779","3396487","N/A","N/A","N/A","0","4974156"
"Tadhana","2012-12-07","N/A","Rock","N/A","N/A","UDD - Up Dharma Down","N/A","N/A","N/A","N/A","4497","N/A","N/A","N/A","N/A","91288911.835","N/A","N/A","N/A","120533176","528970583","N/A","N/A","N/A","21631","401860","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","41944"
"Ain't No Rest For The Wicked - Original Version","2008-01-01","N/A","Rock","N/A","N/A","Cage The Elephant","N/A","N/A","N/A","N/A","4532","N/A","N/A","N/A","N/A","90926134.72500002","N/A","N/A","N/A","95558984","924551233","N/A","N/A","N/A","5578992","109637092","N/A","N/A","N/A","43311","N/A","N/A","N/A","N/A","619611","12665167","N/A","N/A","N/A","N/A","N/A"
"É Ele","2024-08-01","N/A","Rock","N/A","N/A","Drops INA","N/A","N/A","N/A","N/A","4534","N/A","N/A","N/A","N/A","90908908.30000001","N/A","N/A","N/A","65298527","120755402","N/A","N/A","N/A","50118520","105779296","N/A","N/A","N/A","5297","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","37814"
"Moonlight on the River","2017-05-05","N/A","Rock","N/A","N/A","Mac Demarco","N/A","N/A","N/A","N/A","4580","N/A","N/A","N/A","N/A","90158548.89999999","N/A","N/A","N/A","115222908","422286660","N/A","N/A","N/A","97111","1056649","N/A","N/A","N/A","652","N/A","N/A","N/A","N/A","2172594","10215129","N/A","N/A","N/A","6069","761877"
"Come A Little Closer","2013-10-04","N/A","Rock","N/A","N/A","Cage The Elephant","N/A","N/A","N/A","N/A","4636","N/A","N/A","N/A","N/A","89452146.305","N/A","N/A","N/A","99056682","606101717","N/A","N/A","N/A","9040162","113815922","N/A","N/A","N/A","20872","N/A","N/A","N/A","N/A","250441","10060754","N/A","N/A","N/A","N/A","N/A"
"Pyro","2010-10-15","N/A","Rock","N/A","N/A","Kings of Leon","N/A","N/A","N/A","N/A","4653","N/A","N/A","N/A","N/A","89090555.19500002","N/A","N/A","N/A","102222573","366765573","N/A","N/A","N/A","8560871","112451932","N/A","N/A","N/A","10452","N/A","N/A","N/A","N/A","90319","328585","N/A","N/A","N/A","0","1010101"
