"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Creep","1992-09-21","N/A","Rock","N/A","N/A","Radiohead","N/A","N/A","N/A","N/A","28","N/A","N/A","N/A","N/A","866874668.445","N/A","N/A","N/A","696392725","2812960239","N/A","N/A","N/A","301699211","1833814514","N/A","N/A","N/A","234165","N/A","N/A","N/A","N/A","1192038","3924576","N/A","N/A","N/A","0","11899160"
"In the End","2000-01-01","N/A","Rock","N/A","N/A","Linkin Park","N/A","N/A","N/A","N/A","53","N/A","N/A","N/A","N/A","720784685.2449999","N/A","N/A","N/A","563732231","3097435966","N/A","N/A","N/A","246103813","2427591365","N/A","N/A","N/A","219355","N/A","N/A","N/A","N/A","3421","165645","N/A","N/A","N/A","N/A","N/A"
"Somewhere Only We Know","2004-01-01","N/A","Rock","N/A","N/A","Keane","N/A","N/A","N/A","N/A","81","N/A","N/A","N/A","N/A","621819528.955","N/A","N/A","N/A","508713352","2487270336","N/A","N/A","N/A","246601858","1330432598","N/A","N/A","N/A","157481","N/A","N/A","N/A","N/A","329691","1554365","N/A","N/A","N/A","N/A","N/A"
"Numb","2003-03-24","N/A","Rock","N/A","N/A","Linkin Park","N/A","N/A","N/A","N/A","86","N/A","N/A","N/A","N/A","612985804.38","N/A","N/A","N/A","469373376","2685452265","N/A","N/A","N/A","225393787","2818404626","N/A","N/A","N/A","180569","N/A","N/A","N/A","N/A","6737070","20252855","N/A","N/A","N/A","N/A","N/A"
"Bring Me To Life","2003-03-04","N/A","Rock","N/A","N/A","Evanescence","N/A","N/A","N/A","N/A","87","N/A","N/A","N/A","N/A","611915077.2349999","N/A","N/A","N/A","466966992","1922842118","N/A","N/A","N/A","213012540","2085628824","N/A","N/A","N/A","235251","N/A","N/A","N/A","N/A","563823","7952204","N/A","N/A","N/A","0","13821366"
"Feel Good Inc.","2005-05-23","N/A","Rock","N/A","N/A","Gorillaz, De La Soul","N/A","N/A","N/A","N/A","90","N/A","N/A","N/A","N/A","609860823.305","N/A","N/A","N/A","543148513","2316406857","N/A","N/A","N/A","302457720","1802176404","N/A","N/A","N/A","166343","N/A","N/A","N/A","N/A","876337","2783861","N/A","N/A","N/A","N/A","N/A"
"What's Up?","1992-01-01","N/A","Rock","N/A","N/A","4 Non Blondes","N/A","N/A","N/A","N/A","120","N/A","N/A","N/A","N/A","559084932.715","N/A","N/A","N/A","257501096","1356655276","N/A","N/A","N/A","288493150","2376815388","N/A","N/A","N/A","425064","N/A","N/A","N/A","N/A","36956","113569","N/A","N/A","N/A","0","18215290"
"With Or Without You - Remastered","1987-03-03","N/A","Rock","N/A","N/A","U2","N/A","N/A","N/A","N/A","138","N/A","N/A","N/A","N/A","540214154.6399999","N/A","N/A","N/A","204254373","1416050057","N/A","N/A","N/A","129671287","792637625","N/A","N/A","N/A","398992","N/A","N/A","N/A","N/A","129587","525134","N/A","N/A","N/A","N/A","N/A"
"Losing My Religion","1991-03-12","N/A","Rock","N/A","N/A","R.E.M.","N/A","N/A","N/A","N/A","148","N/A","N/A","N/A","N/A","524508939.485","N/A","N/A","N/A","5212362","20555380","N/A","N/A","N/A","144605679","1738739607","N/A","N/A","N/A","478652","N/A","N/A","N/A","N/A","7315","350874","N/A","N/A","N/A","N/A","N/A"
"Mr. Brightside","2004-01-01","N/A","Rock","N/A","N/A","The Killers","N/A","N/A","N/A","N/A","171","N/A","N/A","N/A","N/A","501586717.42499995","N/A","N/A","N/A","522211460","3119569398","N/A","N/A","N/A","41369992","763122338","N/A","N/A","N/A","198992","N/A","N/A","N/A","N/A","109743","356892","N/A","N/A","N/A","22194","9545463"
