"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Every Breath You Take","1983-06-17","N/A","Rock","N/A","N/A","The Police","N/A","N/A","N/A","N/A","12","N/A","N/A","N/A","N/A","1080292447.6550002","N/A","N/A","N/A","800889824","3413281864","N/A","N/A","N/A","333472175","2101729925","N/A","N/A","N/A","627352","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Iris","1998-09-11","N/A","Rock","N/A","N/A","Goo Goo Dolls","N/A","N/A","N/A","N/A","19","N/A","N/A","N/A","N/A","969099381.7749999","N/A","N/A","N/A","936814697","3261527510","N/A","N/A","N/A","254883169","1633393517","N/A","N/A","N/A","315937","N/A","N/A","N/A","N/A","3890292","17766427","N/A","N/A","N/A","N/A","N/A"
"Wonderwall","1994-12-12","N/A","Rock","N/A","N/A","Oasis","N/A","N/A","N/A","N/A","41","N/A","N/A","N/A","N/A","769924239.775","N/A","N/A","N/A","360961089","2732202993","N/A","N/A","N/A","92188540","1187243992","N/A","N/A","N/A","330528","N/A","N/A","N/A","N/A","652430","724934","N/A","N/A","N/A","N/A","N/A"
"Yellow","2000-06-26","N/A","Rock","N/A","N/A","Coldplay","N/A","N/A","N/A","N/A","54","N/A","N/A","N/A","N/A","715062066.0899999","N/A","N/A","N/A","703919540","3684710757","N/A","N/A","N/A","240822448","2041466418","N/A","N/A","N/A","169527","N/A","N/A","N/A","N/A","2400390","5667390","N/A","N/A","N/A","25288","8025963"
"Everybody Wants To Rule The World","1985-02-25","N/A","Rock","N/A","N/A","Tears For Fears","N/A","N/A","N/A","N/A","82","N/A","N/A","N/A","N/A","621031025.115","N/A","N/A","N/A","444114184","2490931590","N/A","N/A","N/A","252239315","1240483305","N/A","N/A","N/A","454039","N/A","N/A","N/A","N/A","517608","2704323","N/A","N/A","N/A","N/A","N/A"
"Believer","2017-06-23","N/A","Rock","N/A","N/A","Imagine Dragons","N/A","N/A","N/A","N/A","83","N/A","N/A","N/A","N/A","615071439.43","N/A","N/A","N/A","394554676","3801768384","N/A","N/A","N/A","263212855","4634867855","N/A","N/A","N/A","341232","N/A","N/A","N/A","N/A","151532","3234255","N/A","N/A","N/A","12453","22131989"
"Viva La Vida","2008-05-26","N/A","Rock","N/A","N/A","Coldplay","N/A","N/A","N/A","N/A","84","N/A","N/A","N/A","N/A","614978807.7850001","N/A","N/A","N/A","546861562","3264844969","N/A","N/A","N/A","235988515","2056356892","N/A","N/A","N/A","337365","N/A","N/A","N/A","N/A","2973490","7132637","N/A","N/A","N/A","23751","12731101"
"Africa","1982-04-07","N/A","Rock","N/A","N/A","Toto","N/A","N/A","N/A","N/A","96","N/A","N/A","N/A","N/A","596246979.335","N/A","N/A","N/A","60157","1209593","N/A","N/A","N/A","136825462","1401242627","N/A","N/A","N/A","553332","N/A","N/A","N/A","N/A","295949","1095709","N/A","N/A","N/A","7360","13445577"
"Don't Dream It's Over","1986-01-01","N/A","Rock","N/A","N/A","Crowded House","N/A","N/A","N/A","N/A","113","N/A","N/A","N/A","N/A","572113248.5649999","N/A","N/A","N/A","276961627","1109058020","N/A","N/A","N/A","90949424","596201074","N/A","N/A","N/A","331805","N/A","N/A","N/A","N/A","266611","911662","N/A","N/A","N/A","0","9533153"
"Something Just Like This","2017-02-22","N/A","Rock","N/A","N/A","The Chainsmokers, Coldplay","N/A","N/A","N/A","N/A","114","N/A","N/A","N/A","N/A","567878392.0600001","N/A","N/A","N/A","456959633","3581160456","N/A","N/A","N/A","141384745","3153875334","N/A","N/A","N/A","359973","N/A","N/A","N/A","N/A","252764","2776111","N/A","N/A","N/A","12013","16665296"
