Festival,Festival_Month,Festival_Month_Num,Rank,Country,Alltime_Audience_M
Tecate Pa'l Norte,March,3,1,MEX,500.6
Tecate Pa'l Norte,March,3,2,USA,401.0
Tecate Pa'l Norte,March,3,3,BRA,229.3
Tecate Pa'l Norte,March,3,4,ARG,213.7
Tecate Pa'l Norte,March,3,5,COL,171.5
Tecate Pa'l Norte,March,3,6,ESP,95.5
Tecate Pa'l Norte,March,3,7,CHL,91.6
Tecate Pa'l Norte,March,3,8,PER,82.2
Tecate Pa'l Norte,March,3,9,ECU,64.1
Tecate Pa'l Norte,March,3,10,VEN,63.3
