Festival,Festival_Month,Festival_Month_Num,Year,Subgenre,Parent_Genre,Points
Roskilde Festival,June,6,2025,Indie Pop,Pop,23.35
Roskilde Festival,June,6,2025,Mainstream Pop,Pop,117.53
Roskilde Festival,June,6,2025,Hyperpop,Pop,20.90
Roskilde Festival,June,6,2025,Alternative Hip Hop,Hip Hop,10.34
Roskilde Festival,June,6,2025,Contemporary Hip Hop,Hip Hop,53.64
Roskilde Festival,June,6,2025,Contemporary R&B,R&B,31.54
Roskilde Festival,June,6,2025,Alternative R&B,R&B,25.63
Roskilde Festival,June,6,2025,Indie Rock,Rock,18.30
Roskilde Festival,June,6,2025,Pop Rock,Rock,48.26
Roskilde Festival,June,6,2025,Afrobeat,African,23.60
Roskilde Festival,June,6,2024,Indie Pop,Pop,22.88
Roskilde Festival,June,6,2024,Mainstream Pop,Pop,53.52
Roskilde Festival,June,6,2024,Alternative Hip Hop,Hip Hop,12.64
Roskilde Festival,June,6,2024,Trap,Hip Hop,18.88
Roskilde Festival,June,6,2024,Contemporary Hip Hop,Hip Hop,36.33
Roskilde Festival,June,6,2024,Dubstep,Electronic,10.21
Roskilde Festival,June,6,2024,Contemporary R&B,R&B,82.26
Roskilde Festival,June,6,2024,Neo Soul,R&B,78.25
Roskilde Festival,June,6,2024,Alternative Rock,Rock,13.32
Roskilde Festival,June,6,2024,Afrobeat,African,26.56
Roskilde Festival,June,6,2023,Latin Pop,Pop,9.82
Roskilde Festival,June,6,2023,Mainstream Pop,Pop,25.56
Roskilde Festival,June,6,2023,Alternative Hip Hop,Hip Hop,53.73
Roskilde Festival,June,6,2023,Trap,Hip Hop,25.41
Roskilde Festival,June,6,2023,Contemporary Hip Hop,Hip Hop,71.22
Roskilde Festival,June,6,2023,Drill,Hip Hop,20.77
Roskilde Festival,June,6,2023,Alternative Rock,Rock,11.84
Roskilde Festival,June,6,2023,Dancehall,Reggae,20.38
Roskilde Festival,June,6,2023,Flamenco,European,9.82
Roskilde Festival,June,6,2023,Afrobeat,African,33.16
Roskilde Festival,June,6,2022,Indie Pop,Pop,43.56
Roskilde Festival,June,6,2022,Mainstream Pop,Pop,99.44
Roskilde Festival,June,6,2022,Alternative Hip Hop,Hip Hop,78.64
Roskilde Festival,June,6,2022,Trap,Hip Hop,35.06
Roskilde Festival,June,6,2022,Contemporary Hip Hop,Hip Hop,40.85
Roskilde Festival,June,6,2022,Underground Hip Hop,Hip Hop,9.82
Roskilde Festival,June,6,2022,Contemporary R&B,R&B,26.90
Roskilde Festival,June,6,2022,Soul,R&B,6.75
Roskilde Festival,June,6,2022,Alternative Rock,Rock,14.30
Roskilde Festival,June,6,2022,Indie Rock,Rock,17.16
Roskilde Festival,June,6,2021,Indie Pop,Pop,6.82
Roskilde Festival,June,6,2021,Contemporary Hip Hop,Hip Hop,20.60
Roskilde Festival,June,6,2021,Downtempo,Electronic,0.41
Roskilde Festival,June,6,2021,Other Electronic Music,Electronic,1.22
Roskilde Festival,June,6,2021,Contemporary R&B,R&B,26.56
Roskilde Festival,June,6,2021,Soul,R&B,5.33
Roskilde Festival,June,6,2021,Alternative Rock,Rock,0.75
Roskilde Festival,June,6,2021,Black Metal,Metal,0.39
Roskilde Festival,June,6,2021,Roots Reggae,Reggae,0.70
Roskilde Festival,June,6,2021,Reggae Fusion,Reggae,0.75
Roskilde Festival,June,6,2019,Latin Pop,Pop,9.82
Roskilde Festival,June,6,2019,Indie Pop,Pop,31.35
Roskilde Festival,June,6,2019,Mainstream Pop,Pop,43.48
Roskilde Festival,June,6,2019,Alternative Hip Hop,Hip Hop,14.30
Roskilde Festival,June,6,2019,Trap,Hip Hop,57.00
Roskilde Festival,June,6,2019,Contemporary Hip Hop,Hip Hop,83.72
Roskilde Festival,June,6,2019,Dance,Electronic,11.15
Roskilde Festival,June,6,2019,Alternative Rock,Rock,21.33
Roskilde Festival,June,6,2019,Pop Rock,Rock,21.67
Roskilde Festival,June,6,2019,Metalcore/Deathcore,Metal,9.95
Roskilde Festival,June,6,2018,Indie Pop,Pop,10.55
Roskilde Festival,June,6,2018,Mainstream Pop,Pop,128.25
Roskilde Festival,June,6,2018,Alternative Hip Hop,Hip Hop,58.56
Roskilde Festival,June,6,2018,Contemporary Hip Hop,Hip Hop,54.33
Roskilde Festival,June,6,2018,Downtempo,Electronic,8.17
Roskilde Festival,June,6,2018,Contemporary R&B,R&B,135.60
Roskilde Festival,June,6,2018,Soul,R&B,5.26
Roskilde Festival,June,6,2018,Neo Soul,R&B,40.76
Roskilde Festival,June,6,2018,Alternative Rock,Rock,27.20
Roskilde Festival,June,6,2018,Indie Rock,Rock,15.33
